TaxonomyID,Genome,read_count,Proportion,readsEM,EMProportion,domain,phylum,class,order,family,genus,species,best_hit_genus,genus_counts,best_hit_species,species_counts,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,blast_validated
537011,Segatella copri,502671,0.573780147454139,502557.4,0.573650465661765,0,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,Segatella,48,Segatella copri,46,5,1,1,0.2,0.12,TRUE
435590,Phocaeicola vulgatus,139125.541034404,0.158806602030666,137154.173639781,0.156556484595533,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Phocaeicola,49,Phocaeicola vulgatus,36,4,0.9,1,0.52,0.1,TRUE
411479,Bacteroides uniformis,115773.574117111,0.132151205118673,117872.973632946,0.134547608401795,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides,50,Bacteroides uniformis,50,1,1,1,0.9,0.02,TRUE
515619,Agathobacter rectalis,50652.7142857143,0.0578181790312342,50238.6571428572,0.0573455803750763,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter,44,Agathobacter rectalis,45,6,1,1,1,0.26,TRUE
411903,Collinsella aerofaciens,30302,0.0345885997564119,30300.8,0.0345872363058205,0,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella,49,Collinsella aerofaciens,48,4,1,1,0.4,0.24,TRUE
367928,Bifidobacterium adolescentis,28317.5,0.032323367223358,28289.45,0.0322913383295526,0,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium,50,Bifidobacterium adolescentis,50,1,1,1,0.68,0.06,TRUE
411483,Faecalibacterium duncaniae,7105.92857142857,0.00811115171456651,7447.23571428572,0.00850056439160144,0,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium duncaniae,Faecalibacterium,49,Faecalibacterium prausnitzii,48,15,0.86,1,1,0.0612244897959184,TRUE
679935,Alistipes finegoldii,586,0.000668897084590369,540.6,0.000617074440524372,0,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,Alistipes,43,Alistipes finegoldii,19,18,0.86,0.96,0.74,0.34,TRUE
1123313,Faecalicoccus pleomorphus,173,0.000197473030092379,164.9,0.000188199861116429,0,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalicoccus,Faecalicoccus pleomorphus,Lactobacillus,18,Clostridioides difficile,16,31,0,0,1,1,FALSE
39482,Faecalicatena contorta,160,0.000182634016270408,161,0.000183775065044511,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,Flavonifractor,39,Flavonifractor plautii,42,2,0,0.12,1,1,FALSE
411471,Subdoligranulum variabile,144,0.000164370614643367,145.5,0.00016610292076861,0,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Subdoligranulum,Subdoligranulum variabile,Faecalibacterium,36,Coprococcus comes,34,30,0.84,0.84,1,1,TRUE
40520,Blautia obeum,120,0.000136975512202806,120.6,0.000137705594254099,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia obeum,Faecalibacterium,44,Blautia wexlerae,46,19,0.24,1,1,1,FALSE
585394,Roseburia hominis,180,0.000205463268304209,152.9,0.000174441938051998,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia hominis,Blautia,21,Roseburia hominis,20,32,0.84,0.84,0.9,0.8,TRUE
0,unknown genome; accession ID isNZ_EQ973339.1,73,8.33267699233736e-05,71.5,8.16130235275206e-05,0,0,0,0,0,0,0,Faecalibacterium,48,Faecalibacterium prausnitzii,44,19,0,0,1,0,FALSE
246787,Bacteroides cellulosilyticus,56.6666666666667,6.46828807624362e-05,56.5,6.45582292037873e-05,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides,48,Bacteroides cellulosilyticus,40,3,1,1,1,1,TRUE
