"Superkingdom","Phylum","Class","Order","Family","Genus","Species","Name","ti","healthy_stool_10_1","healthy_stool_10_10","healthy_stool_10_100","healthy_stool_10_50","healthy_stool_100_1","healthy_stool_100_10","healthy_stool_100_100","healthy_stool_100_50"
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides oleiciplenus","Bacteroides oleiciplenus",81,13,0,0,5,0,0,0,0
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides ovatus","Bacteroides ovatus",82,0,0,0,0,10450,2903,4073,2140
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides parvus","Bacteroides parvus",83,3169,4642,37999,6062,0,0,0,0
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides propionicigenes","Bacteroides propionicigenes",84,0,0,0,0,0,0,0,96
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides rhinocerotis","Bacteroides rhinocerotis",85,25298,39717,6828,51026,0,2,3399,0
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides rodentium","Bacteroides rodentium",86,0,0,1,0,0,1,1089,2
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides salyersiae","Bacteroides salyersiae",87,0,0,0,0,1064,3032,15124,3927
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercorirosoris","Bacteroides stercorirosoris",88,0,11,0,0,0,0,6,0
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris","Bacteroides stercoris",89,15,88,89,0,11942,27493,11653,16616
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides thetaiotaomicron","Bacteroides thetaiotaomicron",90,0,0,0,0,7515,19447,15879,10964
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides timonensis","Bacteroides timonensis",91,0,0,0,0,0,2645,0,1209
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides togonis","Bacteroides togonis",92,34,0,4,2,0,9,18,0
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides uniformis","Bacteroides uniformis",93,58091,84754,86370,109445,35603,34573,8170,40627
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides xylanisolvens","Bacteroides xylanisolvens",94,0,11,12,9,3542,8953,24409,5580
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides zhangwenhongii","Bacteroides zhangwenhongii",95,0,0,0,0,1,0,2,1
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Bariatricus","Bariatricus massiliensis","Bariatricus massiliensis",96,0,0,0,0,15,5,0,6
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis","Barnesiella intestinihominis",97,12,3,128,13,4838,13440,10058,8204
NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella viscericola","Barnesiella viscericola",98,0,0,0,0,0,0,9,10
NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Beduini","Beduini massiliensis","Beduini massiliensis",99,0,0,0,0,0,0,0,2
NA,"Bacteroidota","Flavobacteriia","Flavobacteriales","Weeksellaceae","Bergeyella","Bergeyella porcorum","Bergeyella porcorum",100,0,0,0,0,0,0,0,1
NA,"Bacillota","Clostridia","Eubacteriales","Bianqueaceae","Bianquea","Bianquea renquensis","Bianquea renquensis",101,0,0,1,0,0,0,0,0
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium adolescentis","Bifidobacterium adolescentis",102,28247,42500,60410,25500,12238,11255,6294,19689
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium aesculapii","Bifidobacterium aesculapii",103,0,0,0,0,0,0,0,1
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium angulatum","Bifidobacterium angulatum",104,0,3,3,0,522,1373,5571,1943
NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium animalis","Bifidobacterium animalis",105,4,2,7,4,386,1001,5486,1441
