"Superkingdom","Phylum","Class","Order","Family","Genus","Species","Name","ti","healthy_stool_10_1","healthy_stool_10_10","healthy_stool_10_100","healthy_stool_10_50","healthy_stool_100_1","healthy_stool_100_10","healthy_stool_100_100","healthy_stool_100_50"
NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Absicoccus","Absicoccus intestinalis","Absicoccus intestinalis",1,0,0,0,0,3,0,0,0
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor","Acetatifactor aquisgranensis","Acetatifactor aquisgranensis",2,0,0,0,0,0,0,0,125
NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Acetatifactor","Acetatifactor muris","Acetatifactor muris",3,0,0,0,0,0,0,0,1
NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio","Acetivibrio ethanolgignens","Acetivibrio ethanolgignens",4,0,0,0,0,11,2,14,6
NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Acetivibrio","Acetivibrio straminisolvens","Acetivibrio straminisolvens",5,0,0,2,0,0,0,0,0
NA,"Mycoplasmatota","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma","Acholeplasma equifetale","Acholeplasma equifetale",6,0,0,0,0,0,0,1,0
NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus fermentans","Acidaminococcus fermentans",7,0,0,0,0,4,15,13,28
NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus intestini","Acidaminococcus intestini",8,0,0,0,0,4831,12406,63217,18252
NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Diaphorobacter","Acidovorax ebreus","[Acidovorax] ebreus",9,0,0,0,0,9,0,0,0
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter nosocomialis","Acinetobacter nosocomialis",10,0,0,0,0,0,3,0,0
NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter variabilis","Acinetobacter variabilis",11,0,0,0,0,0,1,0,0
NA,"Pseudomonadota","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","Actinobacillus minor","Actinobacillus minor",12,0,0,0,0,0,7,1,2
NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Actinomyces","Actinomyces graevenitzii","Actinomyces graevenitzii",13,0,0,0,0,5,0,5,0
NA,"Bacillota","Clostridia","Eubacteriales","Acutalibacteraceae","Acutalibacter","Acutalibacter caecimuris","Acutalibacter caecimuris",14,0,0,0,0,39,0,0,0
NA,"Bacillota","Clostridia","Eubacteriales","Acutalibacteraceae","Acutalibacter","Acutalibacter intestini","Acutalibacter intestini",15,0,0,0,0,642,0,0,0
NA,"Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Adlercreutzia","Adlercreutzia agrestimuris","Adlercreutzia agrestimuris",16,0,0,0,0,0,0,0,1
