TaxonomyID,Genome,read_count,Proportion,readsEM,EMProportion,domain,phylum,class,order,family,genus,species,best_hit_genus,genus_counts,best_hit_species,species_counts,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,blast_validated
435590,Phocaeicola vulgatus,30821.6781609195,0.385729030234899,30623.3977382277,0.383246951223533,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Phocaeicola,50,Phocaeicola dorei,28,2,0.58,1,0.68,0.08,TRUE
411479,Bacteroides uniformis,13865.1390804598,0.1735202938547,14027.7046755654,0.175554537724091,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides,50,Bacteroides uniformis,50,3,1,1,0.84,0.06,TRUE
537011,Segatella copri,10268.4827586207,0.128508638490967,10269.3275862069,0.128519072624767,0,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,Segatella,50,Segatella copri,50,3,1,1,0.26,0.14,TRUE
515619,Agathobacter rectalis,10154,0.127075902634378,10151.3,0.127041481115681,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter,45,Agathobacter rectalis,44,12,1,1,1,0.28,TRUE
411903,Collinsella aerofaciens,7026,0.0879294161817158,7049.6,0.0882249885309223,0,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella,50,Collinsella aerofaciens,49,6,1,1,0.28,0.16,TRUE
367928,Bifidobacterium adolescentis,6043,0.0756273074275702,6042.8,0.0756246550740412,0,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium,50,Bifidobacterium adolescentis,49,3,1,1,0.54,0,TRUE
411483,Faecalibacterium duncaniae,1136,0.0142168825480257,1112.71666666667,0.0139256534524771,0,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium duncaniae,Faecalibacterium,49,Faecalibacterium prausnitzii,46,10,0.9,1,1,0.14,TRUE
999419,Parabacteroides johnsonii,87,0.00108879294161817,88.1,0.00110255499332137,0,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,Bacteroides,37,Bacteroides fragilis,25,8,0.02,0.04,1,1,FALSE
445975,Collinsella stercoris,62,0.000775921406670421,36.7,0.000458850535543375,0,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella stercoris,Collinsella,49,Collinsella aerofaciens,46,3,0.94,1,1,0.36,TRUE
585394,Roseburia hominis,77,0.000963644327639072,80.4,0.00100581870643639,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia hominis,Faecalibacterium,31,Faecalibacterium prausnitzii,24,31,0.510204081632653,0.63265306122449,0.979591836734694,0.979591836734694,TRUE
880074,Barnesiella viscericola,36,0.000450535010324761,49.1,0.000614621848247495,0,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,Bacteroides,21,Phocaeicola dorei,15,3,0.583333333333333,0.583333333333333,1,1,TRUE
0,unknown genome; accession ID isNZ_GG662012.1,36,0.000450535010324761,31.5,0.000394252869171552,0,0,0,0,0,0,0,Faecalibacterium,24,Coprococcus comes,27,21,0.805555555555556,0.805555555555556,1,1,TRUE
226186,Bacteroides thetaiotaomicron,38.1428571428571,0.00047735257046314,38.9428571428571,0.000488082134603408,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Phocaeicola,24,Bacteroides thetaiotaomicron,21,4,0.724137931034483,1,1,1,TRUE
435591,Parabacteroides distasonis,29.2,0.000365433952818972,34.12,0.000426984065225814,0,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Alistipes,10,Parabacteroides distasonis,13,6,0.833333333333333,0.888888888888889,1,1,TRUE
0,unknown genome; accession ID isNZ_EQ973339.1,18,0.00022526750516238,17.6,0.000220041243408758,0,0,0,0,0,0,0,Faecalibacterium,14,uncultured human fecal virus,15,13,0,0,1,0,FALSE
292800,Flavonifractor plautii,37,0.00046304987172267,39.5833333333333,0.000495877435869552,0,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,Flavonifractor,16,Flavonifractor plautii,16,2,1,1,1,1,TRUE
411474,Coprococcus eutactus,16,0.00020023778236656,16.4,0.000204626776039985,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,Coprococcus,16,Coprococcus eutactus,16,2,1,1,1,0.5,TRUE
246787,Bacteroides cellulosilyticus,16,0.00020023778236656,16,0.000200257136391807,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides,14,Bacteroides cellulosilyticus,14,5,1,1,1,1,TRUE
295405,Bacteroides fragilis,14.3571428571429,0.000179677652927136,23.2071428571429,0.00028998498158492,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Phocaeicola,9,Phocaeicola dorei,7,3,0.666666666666667,0.666666666666667,1,1,TRUE
39482,Faecalicatena contorta,10,0.0001251486139791,9.9,0.000123776273024911,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Faecalicatena,Faecalicatena contorta,Flavonifractor,5,Flavonifractor plautii,5,3,0,0.2,1,1,FALSE
1236513,Bacteroides faecichinchillae,10,0.0001251486139791,10,0.000125166127681893,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecichinchillae,Phocaeicola,7,Phocaeicola dorei,7,4,0,0.6,1,1,FALSE
679200,Johnsonella ignava,8,0.00010011889118328,9.2,0.000115115091716304,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Johnsonella,Johnsonella ignava,Faecalibacterium,5,Faecalibacterium prausnitzii,5,12,0,0,1,1,FALSE
796942,Stomatobaculum longum,8,0.00010011889118328,8,0.000100119009084582,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Stomatobaculum,Stomatobaculum longum,Faecalibacterium,8,Faecalibacterium prausnitzii,5,7,0,0,1,1,FALSE
3158780,Ruminococcus sp. YE282,7,8.76040297853701e-05,7,8.76077548270684e-05,0,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ruminococcus,Ruminococcus sp. YE282,0,0,0,0,0,0,0,0,0,FALSE
36847,Anaerotignum neopropionicum,6,7.50891683874601e-05,6.1,7.61937940328076e-05,0,Bacillota,Clostridia,Lachnospirales,Anaerotignaceae,Anaerotignum,Anaerotignum neopropionicum,Lachnoclostridium,5,[Clostridium] symbiosum,5,6,0,0,1,1,FALSE
411467,Pseudoflavonifractor capillosus,6,7.50891683874601e-05,8.8,0.000110088066598502,0,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Pseudoflavonifractor,Pseudoflavonifractor capillosus,Faecalibacterium,2,Faecalibacterium prausnitzii,2,12,0,0,1,1,FALSE
1150298,Fusicatenibacter saccharivorans,6,7.50891683874601e-05,6.1,7.65054801725639e-05,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,Fusicatenibacter saccharivorans,Clostridioides,3,Clostridioides difficile,3,7,0,0,1,1,FALSE
1650661,Clostridium phoceensis,6,7.50891683874601e-05,6.8,8.46031624405002e-05,0,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium phoceensis,Faecalibacterium,5,Faecalibacterium prausnitzii,6,2,0,0,1,1,FALSE
28116,Bacteroides ovatus,4,5.00594455916401e-05,4,5.00594912874427e-05,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Phocaeicola,4,Phocaeicola dorei,4,1,0,0,1,1,FALSE
