TaxonomyID,Genome,read_count,Proportion,readsEM,EMProportion,domain,phylum,class,order,family,genus,species,best_hit_genus,genus_counts,best_hit_species,species_counts,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,blast_validated
435590,Phocaeicola vulgatus,10138.052190843,0.126763681489984,9894.2676845773,0.123715814285816,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,Phocaeicola,48,Phocaeicola vulgatus,33,3,0.8,1,0.56,0.1,TRUE
537011,Segatella copri,8610.11294117647,0.107658709377519,8608.61623529412,0.107640038536035,0,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,Segatella,48,Segatella copri,49,4,1,1,0.18,0.12,TRUE
411479,Bacteroides uniformis,8562.1709860212,0.107059255101796,8652.47548904346,0.108187982815171,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides,50,Bacteroides uniformis,49,4,1,1,0.82,0.04,TRUE
515619,Agathobacter rectalis,5360.09090909091,0.0670212427364573,5348.49090909091,0.066876306465981,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter,48,Agathobacter rectalis,48,19,1,1,1,0.22,TRUE
411903,Collinsella aerofaciens,2100,0.026257877363209,2097.8,0.0262298136265641,0,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella,50,Collinsella aerofaciens,48,4,1,1,0.44,0.28,TRUE
367928,Bifidobacterium adolescentis,1973,0.0246699009702911,1970.9,0.0246442451408829,0,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium,50,Bifidobacterium adolescentis,48,4,1,1,0.62,0.02,TRUE
28116,Bacteroides ovatus,2587.24511062448,0.0323502689634951,2592.62986294646,0.0324172207040864,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides,50,Bacteroides ovatus,47,2,0.98,1,0.76,0.02,TRUE
449673,Bacteroides stercoris,1827.11764705882,0.022845824335536,1933.82235294118,0.0241794318809574,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides,42,Bacteroides stercoris,31,15,0.88,1,0.52,0.3,TRUE
300267,Shigella dysenteriae,1691,0.0211438431529459,1655.3,0.0206980791460653,0,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,Escherichia,50,Escherichia coli,50,1,0,0.36,1,1,FALSE
301302,Roseburia faecis,1688,0.0211063318995699,1693.4,0.0211734297645611,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia faecis,Roseburia,3,Roseburia hominis,3,17,0,0.416666666666667,1,0.75,FALSE
40520,Blautia obeum,1473.18181818182,0.0184202988169178,1490.60909090909,0.0186376788626486,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia obeum,Blautia,42,Blautia wexlerae,22,22,0.52,0.96,0.72,0.32,TRUE
226186,Bacteroides thetaiotaomicron,2126.97129905107,0.0265951197740706,2182.48463960835,0.0272891646792544,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides,49,Bacteroides thetaiotaomicron,44,5,0.98,1,0.22,0.04,TRUE
411462,Dorea longicatena,1388.16666666667,0.0173572905204895,1370.6,0.0171381795344864,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea,47,Dorea longicatena,48,4,1,1,0.3,0.26,TRUE
47678,Bacteroides caccae,1411.20659971306,0.0176453761092459,1394.20071736011,0.0174330198852272,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides,49,Bacteroides caccae,44,6,0.9,1,0.52,0.06,TRUE
435591,Parabacteroides distasonis,1591.39466762315,0.0198984028661492,1601.27878527021,0.0200219343734351,0,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,Parabacteroides,50,Parabacteroides distasonis,50,1,1,1,0.58,0,TRUE
349741,Akkermansia muciniphila,1129.64404609475,0.0141247880125881,1131.18207426376,0.0141440259740248,0,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia,50,Akkermansia muciniphila,50,1,1,1,0,0,TRUE
536231,Roseburia intestinalis,1668.91666666667,0.020867718648928,1681.81666666667,0.0210292666506941,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,Roseburia intestinalis,Roseburia,48,Roseburia intestinalis,47,6,0.98,0.98,0.64,0.5,TRUE
206672,Bifidobacterium longum,1035.29577464789,0.0129450807073108,1033.50985915493,0.0129231335458973,0,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium,50,Bifidobacterium longum,49,2,1,1,0.12,0,TRUE
246787,Bacteroides cellulosilyticus,1148.79411764706,0.0143642357413107,1184.45588235294,0.0148098016402699,0,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides,50,Bacteroides cellulosilyticus,48,8,1,1,0.72,0.06,TRUE
411469,Anaerobutyricum hallii,978.083333333333,0.0122297105798406,986.316666666667,0.0123323530984378,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,Anaerobutyricum,48,Anaerobutyricum hallii,48,13,1,1,0.2,0.16,TRUE
649756,Anaerostipes hadrus,926.083333333333,0.011579515521323,932.816666666667,0.011663238918266,0,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes,47,Anaerostipes hadrus,47,6,0.98,0.98,0.26,0.18,TRUE
679935,Alistipes finegoldii,980.794117647059,0.012263605552254,917.755882352941,0.0114759650405985,0,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,Alistipes,41,Alistipes finegoldii,29,13,0.86,0.98,0.68,0.24,TRUE
