"sample","r2","rmse","rrmse","nrmse","avgre","TP","FP","FN","TN","TPR","FPR","MCC"
"healthy_stool_100_1",0.00837741350855774,0.00861332993424331,32.144947314596,2.71152624986802,1.49617863947454,37,2739,63,8362,0.37,0.246734528420863,0.015439162827128
"healthy_stool_100_10",0.233801450207145,0.00275071565379991,10.2656708199812,0.917758736437039,1.02471129978712,37,2819,63,8362,0.37,0.252124139164654,0.0148172106702847
"healthy_stool_100_100",0.239801728113349,0.00222193685940587,8.2922683593027,0.885227479891613,1.04104204034029,37,2864,63,8362,0.37,0.255122038125779,0.0144693990911119
"healthy_stool_100_50",0.227092013544583,0.00320256894604718,11.9519873066481,0.930252858411891,1.06990268545924,37,2897,63,8362,0.37,0.257305266897593,0.0142152592169826
"healthy_stool_10_1",0.0364386412621205,0.00951746930102955,34.9766996812836,1.63970632680311,1.33575359445745,4,2639,6,8419,0.4,0.23865075058781,0.0063692293413275
"healthy_stool_10_10",0.178811283056353,0.00677712599409762,24.9059380283088,1.02526056163982,1.06604482286849,4,2699,6,8419,0.4,0.242759489116748,0.00622385442374158
"healthy_stool_10_100",0.352706901932064,0.00545320700263928,20.0405357346994,0.8283153010835,0.956395189743473,4,2655,6,8419,0.4,0.239750767563663,0.00633038119309405
"healthy_stool_10_50",0.175085838820382,0.0076111767174314,27.9710744365604,0.996700560483196,1.11235413459011,4,2718,6,8419,0.4,0.24405136033043,0.0061779920556058
