"sample","r2","rmse","rrmse","nrmse","avgre","TP","FP","FN","TN","TPR","FPR","MCC"
"healthy_stool_100_1",0.996320496964901,0.00158799119512603,0.590732724586884,0.0607859468264131,0.294835714112218,99,67,1,22950,0.99,0.00291089194942868,0.0651109254441982
"healthy_stool_100_10",0.906105155697929,0.00218512006023808,0.812864662408566,0.30606495425905,0.299212828880377,99,92,1,22950,0.99,0.00399270896623557,0.0650748779204119
"healthy_stool_100_100",0.817850096750978,0.00208470686002694,0.775510951930022,0.426229031426506,0.30923000086596,99,119,1,22950,0.99,0.0051584377302874,0.0650360119941343
"healthy_stool_100_50",0.909359345922459,0.00262936579446035,0.97812407553925,0.301398594820829,0.29599482909456,99,94,1,22950,0.99,0.00407915292483944,0.065071996636142
"healthy_stool_10_1",0.985729577541841,0.00332977176838715,1.23534532607163,0.119606961328608,0.281284349639187,10,49,0,22951,1,0.0021304347826087,0.0208469002898565
"healthy_stool_10_10",0.93486334757741,0.00504337763790565,1.87109310366299,0.255819362692663,0.28189787028182,10,50,0,22951,1,0.00217381852962915,0.0208464471111494
"healthy_stool_10_100",0.865306971009066,0.00637755611073973,2.36607331708444,0.366514721287679,0.302099203233083,10,51,0,22951,1,0.00221719850447787,0.0208459939619953
"healthy_stool_10_50",0.933998876844964,0.0054431563251629,2.01941099663544,0.258090351483065,0.276641454121385,10,45,0,22951,1,0.00195686206296747,0.0208487133002778
