"sample","r2","rmse","rrmse","nrmse","avgre","TP","FP","FN","TN","TPR","FPR","MCC"
"healthy_stool_100_1",0.980147709913452,0.0141422106351893,1.75363411876347,0.24686493217423,0.84284461453053,30,4,70,21348,0.3,0.000187336080929187,0.0204736964576342
"healthy_stool_100_10",0.186895552369626,0.0169000557816649,2.09560691692645,0.902054836989423,0.86775660651869,35,6,65,21353,0.35,0.000280912027716653,0.0238800510109305
"healthy_stool_100_100",0.000691513498440017,0.0167708187970993,2.07958153084031,1.0313546229957,0.927777028166639,47,8,53,21365,0.47,0.000374304028447106,0.0320602216164616
"healthy_stool_100_50",0.485156288872175,0.0176041305954522,2.18291219383608,0.735536282393794,0.820313235771375,41,4,59,21359,0.41,0.000187239619903572,0.0279782311179
"healthy_stool_10_1",0.933262333979929,0.0185253877363489,1.37087869248982,0.270007147798673,0.564057491752351,7,14,3,21415,0.7,0.000653320266927995,0.0151138116313773
"healthy_stool_10_10",0.696358722730555,0.0275756072226292,2.04059493447456,0.548483152738636,0.585083058182631,7,15,3,21415,0.7,0.000699953336444237,0.0151131564496627
"healthy_stool_10_100",0.495676526249094,0.0331743892398781,2.45490480375098,0.705905296597167,0.669626309003049,7,13,3,21415,0.7,0.000606682844875863,0.0151144668518956
"healthy_stool_10_50",0.634519555136454,0.0322841789243185,2.38902924039957,0.600451336697267,0.562448394404188,7,14,3,21415,0.7,0.000653320266927995,0.0151138116313773
