"sample","r2","rmse","rrmse","nrmse","avgre","TP","FP","FN","TN","TPR","FPR","MCC"
"healthy_stool_100_1",0.00798305576072758,0.00735724583433608,37.2791646425809,2.85819888348785,1.45879175688274,37,3580,63,8362,0.37,0.299782281024954,0.0091219251708927
"healthy_stool_100_10",0.228931577993015,0.00240552629005015,12.1888017116841,0.918259735239531,1.04429595894225,37,4028,63,8362,0.37,0.325100887812752,0.00594120668919788
"healthy_stool_100_100",0.227239446564581,0.00199277809268726,10.0974065956463,0.890887575803886,1.05086556879375,37,4101,63,8362,0.37,0.329053999839525,0.00543405507701843
"healthy_stool_100_50",0.223497542108534,0.00272094304835001,13.7870184259895,0.938970320465075,1.08643269644552,37,4028,63,8362,0.37,0.325100887812752,0.00594120668919788
"healthy_stool_10_1",0.0360124500186336,0.00794615204117789,39.8102217263012,1.78371194221698,1.21012545952069,4,3334,6,8419,0.4,0.283672253892623,0.00473412070128025
"healthy_stool_10_10",0.178748076077774,0.00557841767246935,27.9478725390715,1.05850616858415,1.00441763365495,4,3352,6,8419,0.4,0.28476764930762,0.00469313174817621
"healthy_stool_10_100",0.352830949367616,0.00450244798234123,22.5572643915296,0.838705591916919,0.929532412087975,4,3334,6,8419,0.4,0.283672253892623,0.00473412070128025
"healthy_stool_10_50",0.175073651283656,0.00620415850661607,31.0828341181465,1.02696044262396,1.04078815176694,4,3315,6,8419,0.4,0.282512357252429,0.00477745799300097
