"sample","r2","rmse","rrmse","nrmse","avgre","TP","FP","FN","TN","TPR","FPR","MCC"
"healthy_stool_100_1",0.996253727854215,0.00140763933414812,0.679889798393544,0.0612985257203622,0.294311521812467,98,118,2,22949,0.98,0.00511553301252872,0.064378477413973
"healthy_stool_100_10",0.901489361395976,0.00201410611552813,0.972813253800085,0.313691791901349,0.299375138465791,99,153,1,22950,0.99,0.00662251655629139,0.0649871660257492
"healthy_stool_100_100",0.799646545790628,0.00200595743786703,0.968877442489775,0.447259437332084,0.323112522927244,99,210,1,22950,0.99,0.00906735751295337,0.0649055170403453
"healthy_stool_100_50",0.908968765268694,0.00234947318259165,1.13479554719177,0.30231806354128,0.298498772810689,98,160,2,22949,0.98,0.00692370937729889,0.0643175451169475
"healthy_stool_10_1",0.986393875665821,0.00285517216541105,1.37619298372813,0.116842372836536,0.28459986659183,10,77,0,22951,1,0.0033437554281744,0.0208342224465373
"healthy_stool_10_10",0.93816240252935,0.00430302212420791,2.07405666386821,0.249219931840728,0.286982265359823,10,86,0,22951,1,0.00373312497286973,0.0208301523349926
"healthy_stool_10_100",0.869708070710784,0.00550466072994531,2.65324647183364,0.360591150135702,0.301860984212259,10,86,0,22951,1,0.00373312497286973,0.0208301523349926
"healthy_stool_10_50",0.93588604426498,0.00470323726623584,2.26696036232567,0.254352222734442,0.282102052875011,10,70,0,22951,1,0.00304070196776856,0.0208373897388453
