"sample","r2","rmse","rrmse","nrmse","avgre","TP","FP","FN","TN","TPR","FPR","MCC"
"healthy_stool_100_1",0.996565562736558,0.000970736830474701,0.907638936493845,0.0587540381211285,0.302226171055426,98,285,2,22949,0.98,0.0122665059826117,0.0641371647681294
"healthy_stool_100_10",0.884435839798179,0.00154910683617807,1.4484148918265,0.342820295375398,0.353468872085258,99,284,1,22950,0.99,0.0122234656107429,0.064799962197278
"healthy_stool_100_100",0.826916531653901,0.00135152787458693,1.26367856273878,0.418615454435115,0.308147079377769,99,340,1,22950,0.99,0.0145985401459854,0.064720415251326
"healthy_stool_100_50",0.875883290634909,0.00191578320913004,1.79125730053658,0.354960387205606,0.331058925823346,98,320,2,22949,0.98,0.0137522025011818,0.06408691548156
"healthy_stool_10_1",0.986532254054872,0.00202964259635533,1.89568618499588,0.116049515372499,0.25610186241736,10,111,0,22951,1,0.00481311247940335,0.0208188589733225
"healthy_stool_10_10",0.939547373988059,0.00305692023767954,2.85516350199269,0.246385674674178,0.281091383790474,10,119,0,22951,1,0.00515821413090594,0.0208152489752074
"healthy_stool_10_100",0.879148468595163,0.00379527644033135,3.54478819526949,0.34748935867041,0.296211177359393,10,120,0,22951,1,0.00520133500931906,0.0208147978574722
"healthy_stool_10_50",0.928990047938229,0.00342488889705277,3.19884622984729,0.266587606385876,0.262944983379408,10,102,0,22951,1,0.0044245868216718,0.0208229224671589
