"sample","r2","rmse","rrmse","nrmse","avgre","TP","FP","FN","TN","TPR","FPR","MCC"
"healthy_stool_100_1",0.951184691644347,0.0102046331498925,1.21435134483721,0.220819745095375,1.09036950695823,17,7,83,34258,0.17,0.000204290091930541,0.00916129526801499
"healthy_stool_100_10",0.107435158650161,0.0131524347865344,1.5651397395976,1.03864668550936,0.928715620478379,43,11,57,34284,0.43,0.000320746464499198,0.0231758352374227
"healthy_stool_100_100",0.148160330675421,0.0104383995041797,1.24216954099739,1.22780900695258,0.654368155947184,57,17,43,34298,0.57,0.000495410170479382,0.0307140993658765
"healthy_stool_100_50",0.17135744052615,0.013658638738205,1.6253780098464,1.0751445265385,1.23946817452157,39,9,61,34280,0.39,0.000262474846160576,0.0210220880950574
"healthy_stool_10_1",0.919453276350163,0.0161968344571986,1.49010877006227,0.282427358214426,0.416291239540073,7,3,3,34338,0.7,8.73591333973967e-05,0.0119429627257179
"healthy_stool_10_10",0.596595995336439,0.0250802762929287,2.30738541894944,0.656154829331534,0.47917018987587,7,3,3,34338,0.7,8.73591333973967e-05,0.0119429627257179
"healthy_stool_10_100",0.287107503663908,0.0312101117382589,2.87133027991982,0.926213693122918,0.4209065942,7,4,3,34338,0.7,0.000116475452798323,0.0119426397785741
"healthy_stool_10_50",0.497683416298141,0.0301187041574399,2.77092078248447,0.75131836671671,0.532752043475355,7,5,3,34338,0.7,0.00014559007658038,0.0119423168433655
