"sample","r2","rmse","rrmse","nrmse","avgre","TP","FP","FN","TN","TPR","FPR","MCC"
"healthy_stool_100_1",0.9794700452582,0.0136562612808297,1.67972013754205,0.240297767964163,0.84601315977949,32,3,68,21350,0.32,0.000140495480728703,0.0218411293288751
"healthy_stool_100_10",0.190718479433396,0.0172995900837408,2.12784958030012,0.898431285004121,0.867097550741098,39,5,61,21357,0.39,0.000234060481228349,0.0266114836659909
"healthy_stool_100_100",0.00155464064511962,0.0181062338486321,2.22706676338174,1.02875989346742,0.934817006696776,49,6,51,21367,0.49,0.00028072802133533,0.0334288396369825
"healthy_stool_100_50",0.470534639968136,0.0175321284154302,2.15645179509791,0.741305683239845,0.835640072477748,41,7,59,21359,0.41,0.000327623326780867,0.0279706107603044
"healthy_stool_10_1",0.930957080863324,0.0179872417510058,1.36703037307644,0.26989032462265,0.561510676402976,7,15,3,21415,0.7,0.000699953336444237,0.0151131564496627
"healthy_stool_10_10",0.695387423587531,0.0271240587725181,2.06142846671137,0.549143312505057,0.587706233883984,7,16,3,21415,0.7,0.000746582054033876,0.0151125013067475
"healthy_stool_10_100",0.491649224134144,0.0323995755983611,2.46236774547544,0.709635908428654,0.663479572121955,7,16,3,21415,0.7,0.000746582054033876,0.0151125013067475
"healthy_stool_10_50",0.623084615499094,0.0316717343760232,2.40705181257776,0.610458287711867,0.56004198107565,7,15,3,21415,0.7,0.000699953336444237,0.0151131564496627
