"sample","r2","rmse","rrmse","nrmse","avgre","TP","FP","FN","TN","TPR","FPR","MCC"
"healthy_stool_100_1",0.0074264662558852,0.0362167249277236,7.56929550989422,2.66597270693808,1.41327922602769,52,72,48,19939,0.52,0.00359802108840138,0.0365452744759746
"healthy_stool_100_10",0.275630213827099,0.0101688408033717,2.12528772790469,0.871976167816708,0.86600348609716,52,77,48,19939,0.52,0.00384692246203038,0.0365322231262364
"healthy_stool_100_100",0.209228692154679,0.0077309468967169,1.61576790141383,0.895516496718606,0.883866385702021,52,86,48,19939,0.52,0.00429463171036205,0.03650874034592
"healthy_stool_100_50",0.338300728216361,0.0113814391872356,2.37872079013224,0.83036798274105,0.84190241613353,52,79,48,19939,0.52,0.00394644819662304,0.0365270036587709
"healthy_stool_10_1",0.0621704472967626,0.0435249385402439,7.18161485914024,1.52458557151325,1.18333501194839,6,71,4,19983,0.6,0.0035404408098135,0.0133632523083283
"healthy_stool_10_10",0.306986729509059,0.0265112244789909,4.37435203903349,0.924703457903034,0.739165377636975,6,71,4,19983,0.6,0.0035404408098135,0.0133632523083283
"healthy_stool_10_100",0.456821274120069,0.0208731739524485,3.444073702154,0.760268441009929,0.67676041774377,6,61,4,19983,0.6,0.00304330472959489,0.0133710552787412
"healthy_stool_10_50",0.444627229291081,0.0253527916779901,4.18321062686837,0.779452352773227,0.718480913432658,6,66,4,19983,0.6,0.0032919347598384,0.01336715320312
