Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,Ti,Run_mock__vaio-mock-10-5-1,Run_mock__vaio-mock-10-6-3,Run_mock__50eb-50gr-1,Run_mock__ec-bl-rp-rm-cn-2,Run_mock__10eb-90gr-2,Run_mock__5eb-95gr-2,Run_newprimers__vaio-mock-newprimer-4,Run_mock__95eb-5gr-1,Run_mock__vaio-mock-10-4-1,Run_mock__vaio-mock-10-4-2
Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira alexanderi,Leptospira alexanderi,0,277,277,277,277,277,277,277,277,277,277
Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira weilii [Leptospira sp. P2653/Leptospira weilii],Leptospira weilii [Leptospira sp. P2653/Leptospira weilii],0,1624,1624,1624,1624,1624,1624,1624,1624,1624,1624
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. [Chryseobacterium sp. OV705/Chryseobacterium sp. YR221],Chryseobacterium sp. [Chryseobacterium sp. OV705/Chryseobacterium sp. YR221],0,925,925,925,925,925,925,925,925,925,925
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium gallinarum [Chryseobacterium gallinarum/Chryseobacterium sp. P1-3],Chryseobacterium gallinarum [Chryseobacterium gallinarum/Chryseobacterium sp. P1-3],0,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium indologenes [Chryseobacterium sp. UNC8MFCol/Chryseobacterium indologenes],Chryseobacterium indologenes [Chryseobacterium sp. UNC8MFCol/Chryseobacterium indologenes],0,931,931,931,931,931,931,931,931,931,931
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium artocarpi/ureilyticum,Chryseobacterium artocarpi/ureilyticum,0,934,934,934,934,934,934,934,934,934,934
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium jejuense [Chryseobacterium jejuense/Chryseobacterium sp. StRB126],Chryseobacterium jejuense [Chryseobacterium jejuense/Chryseobacterium sp. StRB126],0,486,486,486,486,486,486,486,486,486,486
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. G972,Chryseobacterium sp. G972,0,861,861,861,861,861,861,861,861,861,861
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium contaminans,Chryseobacterium contaminans,0,280,280,280,280,280,280,280,280,280,280
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium indologenes,Chryseobacterium indologenes,0,594,594,594,594,594,594,594,594,594,594
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium arthrosphaerae,Chryseobacterium arthrosphaerae,0,685,685,685,685,685,685,685,685,685,685
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. [Chryseobacterium sp. YR485/Chryseobacterium sp. YR480],Chryseobacterium sp. [Chryseobacterium sp. YR485/Chryseobacterium sp. YR480],0,1248,1248,1248,1248,1248,1248,1248,1248,1248,1248
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. YR459,Chryseobacterium sp. YR459,0,1118,1118,1118,1118,1118,1118,1118,1118,1118,1118
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium cucumeris/indologenes [Chryseobacterium sp. CF365/Chryseobacterium cucumeris/Chryseobacterium indologenes],Chryseobacterium cucumeris/indologenes [Chryseobacterium sp. CF365/Chryseobacterium cucumeris/Chryseobacterium indologenes],0,1323,1323,1323,1323,1323,1323,1323,1323,1323,1323
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. YR477,Chryseobacterium sp. YR477,0,1866,1866,1866,1866,1866,1866,1866,1866,1866,1866
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. RU33C,Chryseobacterium sp. RU33C,0,716,716,716,716,716,716,716,716,716,716
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium gleum,Chryseobacterium gleum,0,736,736,736,736,736,736,736,736,736,736
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium culicis,Chryseobacterium culicis,0,1947,1947,1947,1947,1947,1947,1947,1947,1947,1947
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium joostei,Chryseobacterium joostei,0,889,889,889,889,889,889,889,889,889,889
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,Komagataeibacter xylinus/hansenii,Komagataeibacter xylinus/hansenii,0,1967,1967,1967,1967,1967,1967,1967,1967,1967,1967
Bacteria,Proteobacteria,Proteobacteria class [Gammaproteobacteria/Alphaproteobacteria],Proteobacteria order [Sphingomonadales/Enterobacterales],Proteobacteria fam. [Sphingomonadaceae/Enterobacteriaceae],Proteobacteria gen. [Sphingomonas/Enterobacter],Proteobacteria sp. [Sphingomonas sp. S17/Sphingomonas paucimobilis/Enterobacter cloacae],Proteobacteria sp. [Sphingomonas sp. S17/Sphingomonas paucimobilis/Enterobacter cloacae],0,1165,1165,1165,1165,1165,1165,1165,1165,1165,1165
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sanguinis,Sphingomonas sanguinis,0,926,926,926,926,926,926,926,926,926,926
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas parapaucimobilis [Sphingomonas sp. Sph1(2015)/Sphingomonas parapaucimobilis],Sphingomonas parapaucimobilis [Sphingomonas sp. Sph1(2015)/Sphingomonas parapaucimobilis],0,1311,1311,1311,1311,1311,1311,1311,1311,1311,1311
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas yabuuchiae [Sphingomonas sp. LK11/Sphingomonas yabuuchiae/Sphingomonas sp. Leaf257],Sphingomonas yabuuchiae [Sphingomonas sp. LK11/Sphingomonas yabuuchiae/Sphingomonas sp. Leaf257],0,646,646,646,646,646,646,646,646,646,646
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio natriegens [Vibrio sp. EJY3/Vibrio natriegens],Vibrio natriegens [Vibrio sp. EJY3/Vibrio natriegens],0,612,612,612,612,612,612,612,612,612,612
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. [Vibrio sp. JCM 19052/Vibrio sp. JCM 19064/Vibrio hyugaensis/Vibrio sp. L85/Vibrio rotiferianus/Vibrio harveyi/Vibrio campbellii/Vibrio owensii/Vibrio jasicida/Vibrio sp. HENC-03],Vibrio sp. [Vibrio sp. JCM 19052/Vibrio sp. JCM 19064/Vibrio hyugaensis/Vibrio sp. L85/Vibrio rotiferianus/Vibrio harveyi/Vibrio campbellii/Vibrio owensii/Vibrio jasicida/Vibrio sp. HENC-03],0,1553,1553,1553,1553,1553,1553,1553,1553,1553,1553
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio parahaemolyticus [Vibrio sp. S457-15/Vibrio sp. S512-13/Vibrio sp. SALL6/Vibrio sp. OULL4/Vibrio parahaemolyticus],Vibrio parahaemolyticus [Vibrio sp. S457-15/Vibrio sp. S512-13/Vibrio sp. SALL6/Vibrio sp. OULL4/Vibrio parahaemolyticus],0,1517,1517,1517,1517,1517,1517,1517,1517,1517,1517
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio alginolyticus,Vibrio alginolyticus,0,426,426,426,426,426,426,426,426,426,426
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio mytili,Vibrio mytili,0,487,487,487,487,487,487,487,487,487,487
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio azureus,Vibrio azureus,0,1385,1385,1385,1385,1385,1385,1385,1385,1385,1385
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio nereis,Vibrio nereis,0,576,576,576,576,576,576,576,576,576,576
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio hepatarius,Vibrio hepatarius,0,647,647,647,647,647,647,647,647,647,647
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio coralliilyticus [Vibrio sp. B183/Vibrio coralliilyticus],Vibrio coralliilyticus [Vibrio sp. B183/Vibrio coralliilyticus],0,1419,1419,1419,1419,1419,1419,1419,1419,1419,1419
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio neptunius,Vibrio neptunius,0,1519,1519,1519,1519,1519,1519,1519,1519,1519,1519
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sp. [Vibrio sinaloensis/Vibrio caribbeanicus/Vibrio variabilis],Vibrio sp. [Vibrio sinaloensis/Vibrio caribbeanicus/Vibrio variabilis],0,173,173,173,173,173,173,173,173,173,173
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio sinaloensis,Vibrio sinaloensis,0,855,855,855,855,855,855,855,855,855,855
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio orientalis,Vibrio orientalis,0,495,495,495,495,495,495,495,495,495,495
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tubiashii,Vibrio tubiashii,0,1752,1752,1752,1752,1752,1752,1752,1752,1752,1752
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio bivalvicida [Vibrio bivalvicida/Vibrio sp. VPAP30],Vibrio bivalvicida [Vibrio bivalvicida/Vibrio sp. VPAP30],0,1453,1453,1453,1453,1453,1453,1453,1453,1453,1453
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tubiashii,Vibrio tubiashii,0,281,281,281,281,281,281,281,281,281,281
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio brasiliensis,Vibrio brasiliensis,0,1177,1177,1177,1177,1177,1177,1177,1177,1177,1177
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio galatheae,Vibrio galatheae,0,1663,1663,1663,1663,1663,1663,1663,1663,1663,1663
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio pacinii,Vibrio pacinii,0,890,890,890,890,890,890,890,890,890,890
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas bivalvium,Aeromonas bivalvium,0,463,463,463,463,463,463,463,463,463,463
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas rivuli,Aeromonas rivuli,0,921,921,921,921,921,921,921,921,921,921
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas aquatica/eucrenophila,Aeromonas aquatica/eucrenophila,0,1013,1013,1013,1013,1013,1013,1013,1013,1013,1013
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas tecta/encheleia,Aeromonas tecta/encheleia,0,379,379,379,379,379,379,379,379,379,379
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila/media,Aeromonas hydrophila/media,0,1572,1572,1572,1572,1572,1572,1572,1572,1572,1572
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sp. [Aeromonas sp. HZM/Aeromonas sp. 62-46/Aeromonas sanarellii/Aeromonas taiwanensis/Aeromonas hydrophila/Aeromonas caviae],Aeromonas sp. [Aeromonas sp. HZM/Aeromonas sp. 62-46/Aeromonas sanarellii/Aeromonas taiwanensis/Aeromonas hydrophila/Aeromonas caviae],0,902,902,902,902,902,902,902,902,902,902
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas lacus/jandaei [Aeromonas sp. SCS5/Aeromonas sp. L_1B5_3/Aeromonas lacus/Aeromonas jandaei],Aeromonas lacus/jandaei [Aeromonas sp. SCS5/Aeromonas sp. L_1B5_3/Aeromonas lacus/Aeromonas jandaei],0,139,139,139,139,139,139,139,139,139,139
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas veronii,Aeromonas veronii,0,703,703,703,703,703,703,703,703,703,703
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas enteropelogenes,Aeromonas enteropelogenes,0,1312,1312,1312,1312,1312,1312,1312,1312,1312,1312
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas hydrophila,Aeromonas hydrophila,0,185,185,185,185,185,185,185,185,185,185
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas sobria [Aeromonas sp. EERV15/Aeromonas sobria],Aeromonas sobria [Aeromonas sp. EERV15/Aeromonas sobria],0,1991,1991,1991,1991,1991,1991,1991,1991,1991,1991
Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,Aeromonas salmonicida,0,1067,1067,1067,1067,1067,1067,1067,1067,1067,1067
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Franconibacter,Franconibacter helveticus,Franconibacter helveticus,0,1557,1557,1557,1557,1557,1557,1557,1557,1557,1557
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Franconibacter,Franconibacter pulveris,Franconibacter pulveris,0,299,299,299,299,299,299,299,299,299,299
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter condimenti,Cronobacter condimenti,0,732,732,732,732,732,732,732,732,732,732
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,Cronobacter sakazakii,0,1119,1119,1119,1119,1119,1119,1119,1119,1119,1119
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter dublinensis/muytjensii,Cronobacter dublinensis/muytjensii,0,1961,1961,1961,1961,1961,1961,1961,1961,1961,1961
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,Kluyvera intermedia [Enterobacter sp. Bisph2/Enterobacter sp. NFR05/Kosakonia sp. S29/Kluyvera intermedia],Kluyvera intermedia [Enterobacter sp. Bisph2/Enterobacter sp. NFR05/Kosakonia sp. S29/Kluyvera intermedia],0,259,259,259,259,259,259,259,259,259,259
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacteriaceae gen. [Kosakonia/Enterobacter],Enterobacteriaceae sp. [Kosakonia cowanii/Enterobacter cloacae],Enterobacteriaceae sp. [Kosakonia cowanii/Enterobacter cloacae],0,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia oryzendophytica [Kosakonia oryzendophytica/Enterobacter sp. FY-07],Kosakonia oryzendophytica [Kosakonia oryzendophytica/Enterobacter sp. FY-07],0,816,816,816,816,816,816,816,816,816,816
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia sp. [Kosakonia oryziphila/Kosakonia sacchari/Enterobacter sp. NFIX09/Enterobacter sp. NFIX08/Enterobacter sp. NFIX06/Enterobacter sp. NFIX04/Enterobacter sp. NFIX03/Kosakonia radicincitans/Kosakonia oryzae/Kosakonia arachidis],Kosakonia sp. [Kosakonia oryziphila/Kosakonia sacchari/Enterobacter sp. NFIX09/Enterobacter sp. NFIX08/Enterobacter sp. NFIX06/Enterobacter sp. NFIX04/Enterobacter sp. NFIX03/Kosakonia radicincitans/Kosakonia oryzae/Kosakonia arachidis],0,885,885,885,885,885,885,885,885,885,885
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,Kosakonia sacchari/oryzae [Kosakonia sacchari/Enterobacter sp. R4-368/Kosakonia oryzae],Kosakonia sacchari/oryzae [Kosakonia sacchari/Enterobacter sp. R4-368/Kosakonia oryzae],0,242,242,242,242,242,242,242,242,242,242
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. Bisph1,Enterobacter sp. Bisph1,0,660,660,660,660,660,660,660,660,660,660
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter kobei [Enterobacter sp. SA187/Enterobacter kobei],Enterobacter kobei [Enterobacter sp. SA187/Enterobacter kobei],0,1667,1667,1667,1667,1667,1667,1667,1667,1667,1667
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter sp. kpr-6,Enterobacter sp. kpr-6,0,1931,1931,1931,1931,1931,1931,1931,1931,1931,1931
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pseudescherichia,Pseudescherichia vulneris,Pseudescherichia vulneris,0,455,455,455,455,455,455,455,455,455,455
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,Lelliottia amnigena [Enterobacter sp. 638/Lelliottia amnigena],Lelliottia amnigena [Enterobacter sp. 638/Lelliottia amnigena],0,424,424,424,424,424,424,424,424,424,424
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia adecarboxylata,Leclercia adecarboxylata,0,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,Leclercia adecarboxylata,Leclercia adecarboxylata,0,31,31,31,31,31,31,31,31,31,31
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae [Enterobacteriaceae bacterium ATCC 29904/Enterobacter cloacae],Enterobacter cloacae [Enterobacteriaceae bacterium ATCC 29904/Enterobacter cloacae],0,1446,1446,1446,1446,1446,1446,1446,1446,1446,1446
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter asburiae/soli,Enterobacter asburiae/soli,0,143,143,143,143,143,143,143,143,143,143
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cancerogenus,Enterobacter cancerogenus,0,133,133,133,133,133,133,133,133,133,133
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter, Enterobacter sp. [Enterobacter asburiae/Enterobacter bugandensis/Enterobacter cancerogenus/Enterobacter chengduensis/Enterobacter cloacae/Enterobacter genomosp. O/Enterobacter genomosp. S/Enterobacter hormaechei/Enterobacter kobei/Enterobacter ludwigii/Enterobacter roggenkampii/Enterobacter sichuanensis/Enterobacter sp. 50588862/Enterobacter sp. 50793107/Enterobacter sp. 50858885/Enterobacter sp. 56-7/Enterobacter sp. 940_PEND/Enterobacter sp. BIDMC 26/Enterobacter sp. BIDMC 27/Enterobacter sp. BIDMC 28/Enterobacter sp. BIDMC 30/Enterobacter sp. BIDMC100/Enterobacter sp. BIDMC109/Enterobacter sp. BIDMC87/Enterobacter sp. BIDMC92/Enterobacter sp. BIDMC93/Enterobacter sp. BIDMC94/Enterobacter sp. BIDMC99/Enterobacter sp. BWH 37/Enterobacter sp. BWH52/Enterobacter sp. BWH63/Enterobacter sp. BWH64/Enterobacter sp. DC1/Enterobacter sp. DC3/Enterobacter sp. DC4/Enterobacter sp. E20/Enterobacter sp. EGD-HP1/Enterobacter sp. HK169/Enterobacter sp. HMSC16D10/Enterobacter sp. IF2SW-P2/Enterobacter sp. J49/Enterobacter sp. K66-74/Enterobacter sp. ku-bf2/Enterobacter sp. MGH 1/Enterobacter sp. MGH 10/Enterobacter sp. MGH 14/Enterobacter sp. MGH 15/Enterobacter sp. MGH 22/Enterobacter sp. MGH 23/Enterobacter sp. MGH 24/Enterobacter sp. MGH 25/Enterobacter sp. MGH 3/Enterobacter sp. MGH 33/Enterobacter sp. MGH 37/Enterobacter sp. MGH 38/Enterobacter sp. MGH 6/Enterobacter sp. MGH 7/Enterobacter sp. MGH119/Enterobacter sp. MGH120/Enterobacter sp. MGH128/Enterobacter sp. NFIX45/Enterobacter sp. NFIX58/Enterobacter sp. NFIX59/Enterobacter sp. ODB01/Enterobacter sp. PDC34/Enterobacter sp. SENG-6/Enterobacter sp. ST121:950178628/Enterobacter sp. T1-1/Enterobacter sp. UCD-UG_FMILLET/Escherichia coli/Klebsiella aerogenes/Klebsiella oxytoca/Leclercia adecarboxylata/Leclercia sp. LK8/Lelliottia amnigena/Lelliottia nimipressuralis/Pantoea sesami/Pedobacter himalayensis], Enterobacter sp. [Enterobacter asburiae/Enterobacter bugandensis/Enterobacter cancerogenus/Enterobacter chengduensis/Enterobacter cloacae/Enterobacter genomosp. O/Enterobacter genomosp. S/Enterobacter hormaechei/Enterobacter kobei/Enterobacter ludwigii/Enterobacter roggenkampii/Enterobacter sichuanensis/Enterobacter sp. 50588862/Enterobacter sp. 50793107/Enterobacter sp. 50858885/Enterobacter sp. 56-7/Enterobacter sp. 940_PEND/Enterobacter sp. BIDMC 26/Enterobacter sp. BIDMC 27/Enterobacter sp. BIDMC 28/Enterobacter sp. BIDMC 30/Enterobacter sp. BIDMC100/Enterobacter sp. BIDMC109/Enterobacter sp. BIDMC87/Enterobacter sp. BIDMC92/Enterobacter sp. BIDMC93/Enterobacter sp. BIDMC94/Enterobacter sp. BIDMC99/Enterobacter sp. BWH 37/Enterobacter sp. BWH52/Enterobacter sp. BWH63/Enterobacter sp. BWH64/Enterobacter sp. DC1/Enterobacter sp. DC3/Enterobacter sp. DC4/Enterobacter sp. E20/Enterobacter sp. EGD-HP1/Enterobacter sp. HK169/Enterobacter sp. HMSC16D10/Enterobacter sp. IF2SW-P2/Enterobacter sp. J49/Enterobacter sp. K66-74/Enterobacter sp. ku-bf2/Enterobacter sp. MGH 1/Enterobacter sp. MGH 10/Enterobacter sp. MGH 14/Enterobacter sp. MGH 15/Enterobacter sp. MGH 22/Enterobacter sp. MGH 23/Enterobacter sp. MGH 24/Enterobacter sp. MGH 25/Enterobacter sp. MGH 3/Enterobacter sp. MGH 33/Enterobacter sp. MGH 37/Enterobacter sp. MGH 38/Enterobacter sp. MGH 6/Enterobacter sp. MGH 7/Enterobacter sp. MGH119/Enterobacter sp. MGH120/Enterobacter sp. MGH128/Enterobacter sp. NFIX45/Enterobacter sp. NFIX58/Enterobacter sp. NFIX59/Enterobacter sp. ODB01/Enterobacter sp. PDC34/Enterobacter sp. SENG-6/Enterobacter sp. ST121:950178628/Enterobacter sp. T1-1/Enterobacter sp. UCD-UG_FMILLET/Escherichia coli/Klebsiella aerogenes/Klebsiella oxytoca/Leclercia adecarboxylata/Leclercia sp. LK8/Lelliottia amnigena/Lelliottia nimipressuralis/Pantoea sesami/Pedobacter himalayensis],0,155,155,155,155,155,155,155,155,155,155
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter timonensis,Enterobacter timonensis,0,1332,1332,1332,1332,1332,1332,1332,1332,1332,1332
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,Lelliottia amnigena,Lelliottia amnigena,0,483,483,483,483,483,483,483,483,483,483
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,Pluralibacter gergoviae,Pluralibacter gergoviae,0,1656,1656,1656,1656,1656,1656,1656,1656,1656,1656
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yokenella,Yokenella regensburgei,Yokenella regensburgei,0,951,951,951,951,951,951,951,951,951,951
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Trabulsiella,Trabulsiella guamensis/odontotermitis,Trabulsiella guamensis/odontotermitis,0,1613,1613,1613,1613,1613,1613,1613,1613,1613,1613
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,[Enterobacter] lignolyticus,[Enterobacter] lignolyticus,0,1664,1664,1664,1664,1664,1664,1664,1664,1664,1664
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella aerogenes,Klebsiella aerogenes,0,1440,1440,1440,1440,1440,1440,1440,1440,1440,1440
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,Klebsiella pneumoniae,0,785,785,785,785,785,785,785,785,785,785
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella michiganensis/oxytoca [Klebsiella michiganensis/Proteus sp. HMSC10D02/Enterobacter sp. HMSC055A11/Klebsiella sp. LTGPAF-6F/Klebsiella sp. M5al/Klebsiella oxytoca/Klebsiella sp. AS10/Klebsiella sp. OBRC7],Klebsiella michiganensis/oxytoca [Klebsiella michiganensis/Proteus sp. HMSC10D02/Enterobacter sp. HMSC055A11/Klebsiella sp. LTGPAF-6F/Klebsiella sp. M5al/Klebsiella oxytoca/Klebsiella sp. AS10/Klebsiella sp. OBRC7],0,175,175,175,175,175,175,175,175,175,175
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella, Raoultella sp. [Klebsiella oxytoca/Klebsiella pneumoniae/Raoultella ornithinolytica/Raoultella planticola/Raoultella sp. YJ], Raoultella sp. [Klebsiella oxytoca/Klebsiella pneumoniae/Raoultella ornithinolytica/Raoultella planticola/Raoultella sp. YJ],0,1748,1748,1748,1748,1748,1748,1748,1748,1748,1748
