Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,Ti,Run_mock__vaio-mock-10-5-1,Run_mock__vaio-mock-10-6-3,Run_mock__50eb-50gr-1,Run_mock__ec-bl-rp-rm-cn-2,Run_mock__10eb-90gr-2,Run_mock__5eb-95gr-2,Run_newprimers__vaio-mock-newprimer-4,Run_mock__95eb-5gr-1,Run_mock__vaio-mock-10-4-1,Run_mock__vaio-mock-10-4-2
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseolus/halstedii [Streptomyces sp. AmelKG-A3/Streptomyces sp. OspMP-M45/Streptomyces sp. DvalAA-83/Streptomyces sp. NRRL WC-3549/Streptomyces sp. NTK 937/Streptomyces sp. DpondAA-D4/Streptomyces sp. DpondAA-F4/Streptomyces sp. DpondAA-F4a/Streptomyces sp. PpalLS-921/Streptomyces griseolus/Streptomyces halstedii/Streptomyces sp. SirexAA-E],Streptomyces griseolus/halstedii [Streptomyces sp. AmelKG-A3/Streptomyces sp. OspMP-M45/Streptomyces sp. DvalAA-83/Streptomyces sp. NRRL WC-3549/Streptomyces sp. NTK 937/Streptomyces sp. DpondAA-D4/Streptomyces sp. DpondAA-F4/Streptomyces sp. DpondAA-F4a/Streptomyces sp. PpalLS-921/Streptomyces griseolus/Streptomyces halstedii/Streptomyces sp. SirexAA-E],0,800,800,800,800,800,800,800,800,800,800
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. [Streptomyces sp. Root1319/Streptomyces sp. Root55],Streptomyces sp. [Streptomyces sp. Root1319/Streptomyces sp. Root55],0,136,136,136,136,136,136,136,136,136,136
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. [Streptomyces pratensis/Streptomyces sp. PAMC 26508/Streptomyces sp. NRRL B-24051/Streptomyces sp. NRRL S-325/[Kitasatospora] papulosa/Streptomyces sp. CB02058/Streptomyces olivaceus/Streptomyces flavovirens/Streptomyces flaveus/Streptomyces atroolivaceus/Streptomyces fulvoviridis],Streptomyces sp. [Streptomyces pratensis/Streptomyces sp. PAMC 26508/Streptomyces sp. NRRL B-24051/Streptomyces sp. NRRL S-325/[Kitasatospora] papulosa/Streptomyces sp. CB02058/Streptomyces olivaceus/Streptomyces flavovirens/Streptomyces flaveus/Streptomyces atroolivaceus/Streptomyces fulvoviridis],0,303,303,303,303,303,303,303,303,303,303
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. NRRL S-4,Streptomyces sp. NRRL S-4,0,1776,1776,1776,1776,1776,1776,1776,1776,1776,1776
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces griseus,Streptomyces griseus,0,1755,1755,1755,1755,1755,1755,1755,1755,1755,1755
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. TSRI0281,Streptomyces sp. TSRI0281,0,732,732,732,732,732,732,732,732,732,732
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces atratus [Streptomyces sp. 136MFCol5.1/Streptomyces sp. NRRL S-1824/Streptomyces sp. NRRL B-24720/Streptomyces sp. ok210/Streptomyces atratus],Streptomyces atratus [Streptomyces sp. 136MFCol5.1/Streptomyces sp. NRRL S-1824/Streptomyces sp. NRRL B-24720/Streptomyces sp. ok210/Streptomyces atratus],0,1763,1763,1763,1763,1763,1763,1763,1763,1763,1763
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces atratus [Streptomyces sp. DvalAA-43/Streptomyces sp. Ncost-T10-10d/Streptomyces atratus],Streptomyces atratus [Streptomyces sp. DvalAA-43/Streptomyces sp. Ncost-T10-10d/Streptomyces atratus],0,1831,1831,1831,1831,1831,1831,1831,1831,1831,1831
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB01580,Streptomyces sp. CB01580,0,1306,1306,1306,1306,1306,1306,1306,1306,1306,1306
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. [Streptomyces sp. LaPpAH-165/Streptomyces sp. KhCrAH-340/Streptomyces sp. LaPpAH-95/Streptomyces sp. KhCrAH-244/Streptomyces sp. KhCrAH-40/Streptomyces sp. KhCrAH-337/Streptomyces sp. CB01249/Streptomyces sp. CB02460/Streptomyces sp. 2131.1],Streptomyces sp. [Streptomyces sp. LaPpAH-165/Streptomyces sp. KhCrAH-340/Streptomyces sp. LaPpAH-95/Streptomyces sp. KhCrAH-244/Streptomyces sp. KhCrAH-40/Streptomyces sp. KhCrAH-337/Streptomyces sp. CB01249/Streptomyces sp. CB02460/Streptomyces sp. 2131.1],0,346,346,346,346,346,346,346,346,346,346
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. ATexAB-D23,Streptomyces sp. ATexAB-D23,0,725,725,725,725,725,725,725,725,725,725
Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces sp. CB02488,Streptomyces sp. CB02488,0,1508,1508,1508,1508,1508,1508,1508,1508,1508,1508
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia concitans [Caballeronia concitans/Burkholderia sp. MR1],Caballeronia concitans [Caballeronia concitans/Burkholderia sp. MR1],0,1550,1550,1550,1550,1550,1550,1550,1550,1550,1550
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia grimmiae,Caballeronia grimmiae,0,682,682,682,682,682,682,682,682,682,682
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia cordobensis [Burkholderia sp. YI23/Caballeronia cordobensis/Burkholderia sp. KK1/Burkholderia sp. RPE67],Caballeronia cordobensis [Burkholderia sp. YI23/Caballeronia cordobensis/Burkholderia sp. KK1/Burkholderia sp. RPE67],0,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia catudaia,Caballeronia catudaia,0,200,200,200,200,200,200,200,200,200,200
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia hypogeia,Caballeronia hypogeia,0,1171,1171,1171,1171,1171,1171,1171,1171,1171,1171
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia megalochromosomata,Caballeronia megalochromosomata,0,1295,1295,1295,1295,1295,1295,1295,1295,1295,1295
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia jiangsuensis,Caballeronia jiangsuensis,0,736,736,736,736,736,736,736,736,736,736
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia turbans,Caballeronia turbans,0,744,744,744,744,744,744,744,744,744,744
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia pedi,Caballeronia pedi,0,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia zhejiangensis [Burkholderia sp. SJ98/Caballeronia zhejiangensis],Caballeronia zhejiangensis [Burkholderia sp. SJ98/Caballeronia zhejiangensis],0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia fortuita,Caballeronia fortuita,0,1097,1097,1097,1097,1097,1097,1097,1097,1097,1097
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia temeraria,Caballeronia temeraria,0,117,117,117,117,117,117,117,117,117,117
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia glebae,Caballeronia glebae,0,375,375,375,375,375,375,375,375,375,375
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderiaceae gen. [Caballeronia/Burkholderia],Burkholderiaceae sp. [Caballeronia peredens/Burkholderia insecticola],Burkholderiaceae sp. [Caballeronia peredens/Burkholderia insecticola],0,1156,1156,1156,1156,1156,1156,1156,1156,1156,1156
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia ptereochthonis,Caballeronia ptereochthonis,0,900,900,900,900,900,900,900,900,900,900
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Candidatus Paraburkholderia kirkii,Candidatus Paraburkholderia kirkii,0,432,432,432,432,432,432,432,432,432,432
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Candidatus Paraburkholderia kirkii,Candidatus Paraburkholderia kirkii,0,1521,1521,1521,1521,1521,1521,1521,1521,1521,1521
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda antarctica,Muricauda antarctica,0,659,659,659,659,659,659,659,659,659,659
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. [Arthrobacter sp. CAL618/Arthrobacter sp. TB 23],Arthrobacter sp. [Arthrobacter sp. CAL618/Arthrobacter sp. TB 23],0,1965,1965,1965,1965,1965,1965,1965,1965,1965,1965
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. [Psychrobacter sp. AC24/Psychrobacter sp. TB67/Psychrobacter sp. TB47],Psychrobacter sp. [Psychrobacter sp. AC24/Psychrobacter sp. TB67/Psychrobacter sp. TB47],0,897,897,897,897,897,897,897,897,897,897
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. PAMC 21119,Psychrobacter sp. PAMC 21119,0,67,67,67,67,67,67,67,67,67,67
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. [Psychrobacter sp. TB2/Psychrobacter sp. TB15],Psychrobacter sp. [Psychrobacter sp. TB2/Psychrobacter sp. TB15],0,334,334,334,334,334,334,334,334,334,334
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium marinum [Photobacterium marinum/Photobacterium sp. J15],Photobacterium marinum [Photobacterium marinum/Photobacterium sp. J15],0,404,404,404,404,404,404,404,404,404,404
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium gaetbulicola,Photobacterium gaetbulicola,0,341,341,341,341,341,341,341,341,341,341
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio nigricans,Enterovibrio nigricans,0,518,518,518,518,518,518,518,518,518,518
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio coralii,Enterovibrio coralii,0,39,39,39,39,39,39,39,39,39,39
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,Grimontia hollisae,Grimontia hollisae,0,662,662,662,662,662,662,662,662,662,662
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Grimontia,Grimontia sp. [Grimontia indica/Grimontia sp. AD028/Grimontia celer/Grimontia marina],Grimontia sp. [Grimontia indica/Grimontia sp. AD028/Grimontia celer/Grimontia marina],0,740,740,740,740,740,740,740,740,740,740
Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio sp. JCM 19048,Enterovibrio sp. JCM 19048,0,73,73,73,73,73,73,73,73,73,73
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Morococcus,Morococcus cerebrosus [Morococcus cerebrosus/Neisseria sp. HMSC03D10/Neisseria sp. HMSC071C03/Neisseria sp. HMSC073B07/Neisseria sp. HMSC071B12],Morococcus cerebrosus [Morococcus cerebrosus/Neisseria sp. HMSC03D10/Neisseria sp. HMSC071C03/Neisseria sp. HMSC073B07/Neisseria sp. HMSC071B12],0,1173,1173,1173,1173,1173,1173,1173,1173,1173,1173
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sicca/macacae [Neisseria sp. HMSC06F02/Neisseria sp. HMSC70E02/Neisseria sp. HMSC077D05/Neisseria sp. HMSC074B07/Neisseria sp. HMSC055H02/Neisseria sp. HMSC067H09/Neisseria sp. HMSC065D04/Neisseria sicca/Neisseria macacae/Neisseria sp. GT4A_CT1],Neisseria sicca/macacae [Neisseria sp. HMSC06F02/Neisseria sp. HMSC70E02/Neisseria sp. HMSC077D05/Neisseria sp. HMSC074B07/Neisseria sp. HMSC055H02/Neisseria sp. HMSC067H09/Neisseria sp. HMSC065D04/Neisseria sicca/Neisseria macacae/Neisseria sp. GT4A_CT1],0,1418,1418,1418,1418,1418,1418,1418,1418,1418,1418
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseriaceae gen. [Morococcus/Neisseria],Neisseriaceae sp. [Morococcus cerebrosus/Neisseria sp. HMSC15C08/Neisseria sp. HMSC059F02/Neisseria sp. HMSC055F11/Neisseria sp. HMSC064F04/Neisseria sp. HMSC070E12/Neisseria mucosa],Neisseriaceae sp. [Morococcus cerebrosus/Neisseria sp. HMSC15C08/Neisseria sp. HMSC059F02/Neisseria sp. HMSC055F11/Neisseria sp. HMSC064F04/Neisseria sp. HMSC070E12/Neisseria mucosa],0,1039,1039,1039,1039,1039,1039,1039,1039,1039,1039
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sp. HMSC072F04,Neisseria sp. HMSC072F04,0,614,614,614,614,614,614,614,614,614,614
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sp. HMSC064E01,Neisseria sp. HMSC064E01,0,1844,1844,1844,1844,1844,1844,1844,1844,1844,1844
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sicca,Neisseria sicca,0,1150,1150,1150,1150,1150,1150,1150,1150,1150,1150
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria sp. oral taxon 014,Neisseria sp. oral taxon 014,0,1703,1703,1703,1703,1703,1703,1703,1703,1703,1703
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter turnerae,Teredinibacter turnerae,0,1339,1339,1339,1339,1339,1339,1339,1339,1339,1339
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter turnerae,Teredinibacter turnerae,0,468,468,468,468,468,468,468,468,468,468
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii,Sinorhizobium fredii,0,1471,1471,1471,1471,1471,1471,1471,1471,1471,1471
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii,Sinorhizobium fredii,0,768,768,768,768,768,768,768,768,768,768
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer glycinis,Ensifer glycinis,0,60,60,60,60,60,60,60,60,60,60
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii,Sinorhizobium fredii,0,1079,1079,1079,1079,1079,1079,1079,1079,1079,1079
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer shofinae,Ensifer shofinae,0,1110,1110,1110,1110,1110,1110,1110,1110,1110,1110
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium americanum,Sinorhizobium americanum,0,1149,1149,1149,1149,1149,1149,1149,1149,1149,1149
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium sp. CCBAU 05631,Sinorhizobium sp. CCBAU 05631,0,1739,1739,1739,1739,1739,1739,1739,1739,1739,1739
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer sp. BR816,Ensifer sp. BR816,0,782,782,782,782,782,782,782,782,782,782
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus,Rhodobacter capsulatus,0,1117,1117,1117,1117,1117,1117,1117,1117,1117,1117
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter capsulatus,Rhodobacter capsulatus,0,225,225,225,225,225,225,225,225,225,225
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter sphaeroides/johrii [Rhodobacter sphaeroides/Rhodobacter sp. AKP1/Rhodobacter johrii],Rhodobacter sphaeroides/johrii [Rhodobacter sphaeroides/Rhodobacter sp. AKP1/Rhodobacter johrii],0,527,527,527,527,527,527,527,527,527,527
Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia casuarinae [Frankia casuarinae/Frankia sp. CcI6/Frankia sp. CgIM4/Frankia sp. CcI156/Frankia sp. CgIS1/Frankia sp. CeD/Frankia sp. BMG5.23/Frankia sp. Allo2],Frankia casuarinae [Frankia casuarinae/Frankia sp. CcI6/Frankia sp. CgIM4/Frankia sp. CcI156/Frankia sp. CgIS1/Frankia sp. CeD/Frankia sp. BMG5.23/Frankia sp. Allo2],0,927,927,927,927,927,927,927,927,927,927
Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sp. [Megasphaera sp. NM10/Megasphaera sp. BL7],Megasphaera sp. [Megasphaera sp. NM10/Megasphaera sp. BL7],0,184,184,184,184,184,184,184,184,184,184
Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii [Megasphaera elsdenii CAG:570/Megasphaera elsdenii],Megasphaera elsdenii [Megasphaera elsdenii CAG:570/Megasphaera elsdenii],0,1115,1115,1115,1115,1115,1115,1115,1115,1115,1115
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium paraconglomeratum [Brachybacterium sp. SW0106-09/Brachybacterium paraconglomeratum/Brachybacterium sp. sponge],Brachybacterium paraconglomeratum [Brachybacterium sp. SW0106-09/Brachybacterium paraconglomeratum/Brachybacterium sp. sponge],0,1235,1235,1235,1235,1235,1235,1235,1235,1235,1235
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum brasilense,Azospirillum brasilense,0,220,220,220,220,220,220,220,220,220,220
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens [Ensifer adhaerens/Sinorhizobium sp. GL2/Ensifer sp. Root1298/Ensifer sp. Root1312/Ensifer sp. Root423/Ensifer sp. Root558/Ensifer sp. Root74/Ensifer sp. Root954/Ensifer sp. OV372/Ensifer sp. YR511/Sinorhizobium sp. GW3],Ensifer adhaerens [Ensifer adhaerens/Sinorhizobium sp. GL2/Ensifer sp. Root1298/Ensifer sp. Root1312/Ensifer sp. Root423/Ensifer sp. Root558/Ensifer sp. Root74/Ensifer sp. Root954/Ensifer sp. OV372/Ensifer sp. YR511/Sinorhizobium sp. GW3],0,1469,1469,1469,1469,1469,1469,1469,1469,1469,1469
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens,Ensifer adhaerens,0,1305,1305,1305,1305,1305,1305,1305,1305,1305,1305
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer sp. [Ensifer sp. LC499/Ensifer sp. LC11/Ensifer sp. LC13/Ensifer sp. LC14],Ensifer sp. [Ensifer sp. LC499/Ensifer sp. LC11/Ensifer sp. LC13/Ensifer sp. LC14],0,506,506,506,506,506,506,506,506,506,506
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens [Ensifer adhaerens/Sinorhizobium sp. Sb3/Sinorhizobium sp. NFACC03/Ensifer sp. Root278],Ensifer adhaerens [Ensifer adhaerens/Sinorhizobium sp. Sb3/Sinorhizobium sp. NFACC03/Ensifer sp. Root278],0,1783,1783,1783,1783,1783,1783,1783,1783,1783,1783
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens [Ensifer adhaerens/Ensifer sp. Root1252/Ensifer sp. Root127/Ensifer sp. Root142/Ensifer sp. Root231/Ensifer sp. Root258/Ensifer sp. Root31/Ensifer sp. 1H6],Ensifer adhaerens [Ensifer adhaerens/Ensifer sp. Root1252/Ensifer sp. Root127/Ensifer sp. Root142/Ensifer sp. Root231/Ensifer sp. Root258/Ensifer sp. Root31/Ensifer sp. 1H6],0,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ensifer,Ensifer adhaerens [Ensifer adhaerens/Ensifer sp. LC163/Ensifer sp. LC384/Ensifer sp. LC54],Ensifer adhaerens [Ensifer adhaerens/Ensifer sp. LC163/Ensifer sp. LC384/Ensifer sp. LC54],0,1492,1492,1492,1492,1492,1492,1492,1492,1492,1492
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium sp. A49,Sinorhizobium sp. A49,0,582,582,582,582,582,582,582,582,582,582
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio versutus [Thioalkalivibrio versutus/Thioalkalivibrio sp. AKL3/Thioalkalivibrio sp. AKL6/Thioalkalivibrio sp. AKL7/Thioalkalivibrio sp. AKL8/Thioalkalivibrio sp. AKL9/Thioalkalivibrio sp. AKL10/Thioalkalivibrio sp. AKL12/Thioalkalivibrio sp. ALMg3/Thioalkalivibrio sp. ALMg13-2/Thioalkalivibrio sp. ALM2T/Thioalkalivibrio sp. ALMg2/Thioalkalivibrio sp. ALMg9],Thioalkalivibrio versutus [Thioalkalivibrio versutus/Thioalkalivibrio sp. AKL3/Thioalkalivibrio sp. AKL6/Thioalkalivibrio sp. AKL7/Thioalkalivibrio sp. AKL8/Thioalkalivibrio sp. AKL9/Thioalkalivibrio sp. AKL10/Thioalkalivibrio sp. AKL12/Thioalkalivibrio sp. ALMg3/Thioalkalivibrio sp. ALMg13-2/Thioalkalivibrio sp. ALM2T/Thioalkalivibrio sp. ALMg2/Thioalkalivibrio sp. ALMg9],0,11,11,11,11,11,11,11,11,11,11
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sp. ALMg11,Thioalkalivibrio sp. ALMg11,0,297,297,297,297,297,297,297,297,297,297
Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis methanolica/thermoflava [Amycolatopsis methanolica/Amycolatopsis sp. ATCC 39116/Amycolatopsis thermoflava],Amycolatopsis methanolica/thermoflava [Amycolatopsis methanolica/Amycolatopsis sp. ATCC 39116/Amycolatopsis thermoflava],0,418,418,418,418,418,418,418,418,418,418
Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium katesii/mukohataei,Halomicrobium katesii/mukohataei,0,355,355,355,355,355,355,355,355,355,355
Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,Methanocaldococcus villosus,Methanocaldococcus villosus,0,866,866,866,866,866,866,866,866,866,866
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycolicibacillus,Mycolicibacillus koreensis/trivialis,Mycolicibacillus koreensis/trivialis,0,1083,1083,1083,1083,1083,1083,1083,1083,1083,1083
Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus terrae,Sporolactobacillus terrae,0,1352,1352,1352,1352,1352,1352,1352,1352,1352,1352
Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus,Sporolactobacillus inulinus,Sporolactobacillus inulinus,0,1446,1446,1446,1446,1446,1446,1446,1446,1446,1446
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria lactamica,Neisseria lactamica,0,1127,1127,1127,1127,1127,1127,1127,1127,1127,1127
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria lactamica,Neisseria lactamica,0,233,233,233,233,233,233,233,233,233,233
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria polysaccharea,Neisseria polysaccharea,0,1834,1834,1834,1834,1834,1834,1834,1834,1834,1834
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae,Neisseria gonorrhoeae,0,881,881,881,881,881,881,881,881,881,881
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis [Neisseria sp. HMSC070F02/Neisseria meningitidis],Neisseria meningitidis [Neisseria sp. HMSC070F02/Neisseria meningitidis],0,432,432,432,432,432,432,432,432,432,432
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes faecalis,Alcaligenes faecalis,0,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes faecalis,Alcaligenes faecalis,0,1125,1125,1125,1125,1125,1125,1125,1125,1125,1125
Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,0,1836,1836,1836,1836,1836,1836,1836,1836,1836,1836
Bacteria,Proteobacteria,Oligoflexia,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,Bdellovibrio bacteriovorus,Bdellovibrio bacteriovorus,0,1875,1875,1875,1875,1875,1875,1875,1875,1875,1875
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter kyungheensis/soli,Pedobacter kyungheensis/soli,0,416,416,416,416,416,416,416,416,416,416
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter suwonensis,Pedobacter suwonensis,0,214,214,214,214,214,214,214,214,214,214
