"abundence_cols.Healthy_stool_100_100","abundence_cols.Healthy_stool_100_10","abundence_cols.Healthy_stool_100_1","abundence_cols.Healthy_stool_100_50","abundence_cols.Healthy_stool_10_100","abundence_cols.Healthy_stool_10_10","abundence_cols.Healthy_stool_10_1","abundence_cols.Healthy_stool_10_50"
0.0405139165775971,0.102897278660901,0.166475828414369,0.171657639282209,0.158968743471722,0.188191683490624,0.187580854960674,0.186673372616932
