"","abundence_cols.Healthy_stool_100_100","abundence_cols.Healthy_stool_100_10","abundence_cols.Healthy_stool_100_1","abundence_cols.Healthy_stool_100_50","abundence_cols.Healthy_stool_10_100","abundence_cols.Healthy_stool_10_10","abundence_cols.Healthy_stool_10_1","abundence_cols.Healthy_stool_10_50"
"RRMSE",499.435623360717,625.679412218736,692.055522686154,720.774412323475,1293.59891004576,1307.39539889087,1190.08664679021,1487.93424999085
"AVGRE",0.992719837443097,0.992959081768304,0.994639269170282,0.993795634572948,0.97323600074448,0.988975925946568,1.00884243483083,0.997272236572088
