"","abundence_cols.Healthy_stool_100_100","abundence_cols.Healthy_stool_100_10","abundence_cols.Healthy_stool_100_1","abundence_cols.Healthy_stool_100_50","abundence_cols.Healthy_stool_10_100","abundence_cols.Healthy_stool_10_10","abundence_cols.Healthy_stool_10_1","abundence_cols.Healthy_stool_10_50"
"RRMSE",342.715471901192,412.457161890479,449.479026017764,463.806929526653,854.616504088253,858.357939168479,823.3099228446,1038.28167685671
"AVGRE",0.95172542368606,0.947843907768813,0.898700045969508,0.957731839876347,0.923233734702251,0.882502476286472,0.895713555767234,0.86554028413998
