"abundence_cols.Healthy_stool_100_100","abundence_cols.Healthy_stool_100_10","abundence_cols.Healthy_stool_100_1","abundence_cols.Healthy_stool_100_50","abundence_cols.Healthy_stool_10_100","abundence_cols.Healthy_stool_10_10","abundence_cols.Healthy_stool_10_1","abundence_cols.Healthy_stool_10_50"
0.0298387023815826,0.0913038040667671,0.15548997977848,0.159082948077736,0.151999637587457,0.182976963345221,0.196039159389103,0.185811436946577
