"Domain","Phylum","Class","Order","Family","Genus","Species","Name","ti","Healthy_stool_10_1","Healthy_stool_10_10","Healthy_stool_10_100","Healthy_stool_10_50","Healthy_stool_100_1","Healthy_stool_100_10","Healthy_stool_100_100","Healthy_stool_100_50"
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Klebsiella pneumoniae","Klebsiella pneumoniae",1084,0,0,0,0,2162.7595,6378.9742,18128.9206,6643.2909
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Escherichia coli","Escherichia coli",1094,0,0,0,0,7944.1279,24127.5088,7050.4487,12390.0823
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Streptococcus parasanguinis","Streptococcus parasanguinis",1310,0,0,0,0,0,3061.5738,11027.1914,3807.5157
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Enterococcus faecium","Enterococcus faecium",1319,0,0,0,0,0,1287.4349,5955.2326,1206.4467
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Enterococcus faecium","Enterococcus faecium",1320,0,0,0,0,0,1194.6615,4645.7324,1146.2524
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Cupriavidus metallidurans","Cupriavidus metallidurans",1497,0,0,0,0,2173.6801,2553.3646,11154.9447,2346.4835
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Leyella stercorea","Leyella stercorea",1711,0,0,0,0,2736.4779,8272.3675,13548.9749,4911.5687
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Eggerthella lenta","Eggerthella lenta",1713,0,0,0,0,0,2853.7266,12895.8048,2162.9319
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Ruminococcus bromii","Ruminococcus bromii",1847,47832.6103,75139.6544,90088.7935,104127.1564,18689.1141,18738.7698,3833.2292,26232.482
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Bacteroides uniformis","Bacteroides uniformis",1849,58627.6379,94605.7273,85160.8881,122697.6277,11726.7968,25019.0085,2848.0359,30033.7808
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Anaerostipes hadrus","Anaerostipes hadrus",1850,0,0,0,0,2966.434,0,0,9027.06
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Anaerostipes hadrus","Anaerostipes hadrus",1851,0,0,0,0,5668.3653,26419.2084,11723.4589,8404.8417
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Roseburia faecis","Roseburia faecis",1853,0,0,0,0,3636.0889,15654.5489,3229.3696,9846.2928
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Roseburia inulinivorans","Roseburia inulinivorans",1854,0,0,0,0,6694.1981,12859.7183,10171.8219,9482.7293
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Roseburia hominis","Roseburia hominis",1855,0,0,0,0,4139.2346,5924.4032,7081.6029,9108.7028
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Alistipes shahii","Alistipes shahii",2007,0,0,0,0,1147.4261,2370.2055,10916.1194,6532.0252
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Bifidobacterium longum","Bifidobacterium longum",2091,0,0,0,0,8044.6604,24267.2671,6000.0621,18925.2148
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Ligilactobacillus ruminis","Ligilactobacillus ruminis",2230,0,0,0,0,0,2516.9514,6463.7291,2780.0728
