"Domain","Phylum","Class","Order","Family","Genus","Species","Name","ti","Healthy_stool_10_1","Healthy_stool_10_10","Healthy_stool_10_100","Healthy_stool_10_50","Healthy_stool_100_1","Healthy_stool_100_10","Healthy_stool_100_100","Healthy_stool_100_50"
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Klebsiella pneumoniae","Klebsiella pneumoniae",1084,0,0,0,0,21398.152,59328.27,179726.777,74886.092
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Escherichia coli","Escherichia coli",1094,0,0,0,0,102951.314,303990.216,123905.74,193849.559
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Streptococcus parasanguinis","Streptococcus parasanguinis",1310,0,0,0,0,3635.642,9711.355,63273.325,13444.723
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Enterococcus faecium","Enterococcus faecium",1319,0,0,0,0,3061.474,5364.457,71166.583,9866.475
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Enterococcus faecium","Enterococcus faecium",1320,0,0,0,0,1265.841,4510.995,32514.348,6193.295
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Cupriavidus metallidurans","Cupriavidus metallidurans",1497,0,0,0,0,10750.723,23944.731,121642.473,36208.112
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Leyella stercorea","Leyella stercorea",1711,0,0,0,0,34938.554,120907.184,136523.926,65970.887
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Eggerthella lenta","Eggerthella lenta",1713,0,0,0,0,4202.698,17766.965,127864.812,28629.676
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Ruminococcus bromii","Ruminococcus bromii",1847,576692.301,934519.038,1341568.98,1258601.605,242133.291,242655.759,128410.146,411885.516
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Bacteroides uniformis","Bacteroides uniformis",1849,395903.984,623513.197,671200.861,817713.635,168113.56,170593.818,63630.847,292383.528
"d_Unknown","p_Unknown","c_Unknown","o_Unknown","f_Unknown","g_Unknown","Anaerostipes hadrus","Anaerostipes hadrus",1851,0,0,0,0,44914.769,157499.783,68969.317,95344.809
