"TaxonomyID","Genome","read_count","Proportion","readsEM","EMProportion","domain","phylum","class","order","family","genus","species","best_hit_genus","genus_counts","best_hit_species","species_counts","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score"
435590,"Phocaeicola vulgatus",2370993,0.237169051418022,2301390.7,0.230206771074082,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus","Phocaeicola",38,"Phocaeicola vulgatus",21,2,0,0,0,0
537011,"Segatella copri",2368287,0.23689837181115,2368279.3,0.23689760162252,"0","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri","Bacteroides",2,"Bacteroides faecis",1,3,0,0,0,0
820,"Bacteroides uniformis",1653589,0.165407546359384,1691864,0.169236175971012,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides uniformis","Bacteroides",21,"Bacteroides uniformis",1,1,0,0,0,0
853,"Faecalibacterium prausnitzii",1562187,0.156264657435752,1561110.6,0.156156980808257,"0","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium prausnitzii","Faecalibacterium",15,"Faecalibacterium prausnitzii",1,1,0,0,0,0
40518,"Ruminococcus bromii",513636,0.0513787104787518,513663.3,0.0513814449576679,"0","Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus bromii","Ruminococcus",2,"Ruminococcus sp. FMBCY1",2,4,0,0,0,0
39491,"Agathobacter rectalis",444664,0.0444794814154843,445711.2,0.0445842362153897,"0","Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Agathobacter","Agathobacter rectalis","Roseburia",1,"Bacteriophage sp.",1,1,0,0,0,0
357276,"Phocaeicola dorei",280115,0.0280197406057121,310165.3,0.0310256584129524,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola dorei","Phocaeicola",32,"Phocaeicola dorei",32,1,0,0,0,0
411903,"Collinsella aerofaciens",273961,0.0274041595633276,273962.9,0.0274043469112592,"0","Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Collinsella","Collinsella aerofaciens","Collinsella",2,"Collinsella aerofaciens",16,3,0,0,0,0
445970,"Alistipes putredinis",265713,0.0265791169182857,266997.6,0.0267076191557146,"0","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis","Alistipes",1,"Parabacteroides distasonis",1,1,0,0,0,0
367928,"Bifidobacterium adolescentis",254963,0.0255038006677764,254963,0.025503800667709,"0","Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium adolescentis","Bifidobacterium",21,"Bifidobacterium longum",1,1,0,0,0,0
371601,"Bacteroides xylanisolvens",2814,0.0002814827840868,2380.1,0.000238077462933888,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides xylanisolvens","Bacteroides",2,"Phocaeicola dorei",10,1,0,0,0,0
2447885,"Bacteroides faecalis",1882,0.000188255365903112,1941.1,0.000194162309155364,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecalis","Bacteroides",1,"Phocaeicola dorei",18,1,0,0,0,0
449673,"Bacteroides stercoris",599,5.99176217725633e-05,631.9,6.3208062068164e-05,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris","Bacteroides",7,"Phocaeicola dorei",36,1,0,0,0,0
2838470,"Candidatus Bacteroides intestinigallinarum",598,5.98175923539113e-05,559.5,5.59626537481209e-05,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Candidatus Bacteroides intestinigallinarum","Phocaeicola",1,"Phocaeicola dorei",48,1,0,0,0,0
1912896,"Bacteroides koreensis",523,5.23153859550094e-05,737.4,7.37633297829691e-05,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides koreensis","Bacteroides",1,"Phocaeicola dorei",1,1,0,0,0,0
762982,"Paraprevotella xylaniphila",378,3.78111202504657e-05,336.9,3.37014759808333e-05,"0","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella xylaniphila","Phocaeicola",2,"Phocaeicola dorei",2,1,0,0,0,0
471870,"Bacteroides intestinalis",246,2.46072369883983e-05,280.4,2.80473602456364e-05,"0","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides intestinalis","Bacteroides",1,"Phocaeicola dorei",1,1,0,0,0,0
