Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,healthy_stool_10_1,healthy_stool_10_10,healthy_stool_10_100,healthy_stool_10_50,healthy_stool_100_1,healthy_stool_100_10,healthy_stool_100_100,healthy_stool_100_50
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio ethanolgignens,Acetivibrio ethanolgignens,1,0,0,0,0,0,0,0,2
NA,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium wieringae,Acetobacterium wieringae,2,0,0,0,0,0,0,0,3
NA,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,Acidaminococcus intestini,Acidaminococcus intestini,3,0,0,0,0,48,124,640,183
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia equolifaciens,Adlercreutzia equolifaciens,4,0,0,0,0,93,243,810,350
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia hattorii,Adlercreutzia hattorii,5,0,0,0,0,0,0,2,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter rectalis,6,4934,7428,10025,4453,2189,1975,1044,3525
NA,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Agathobaculum,Agathobaculum butyriciproducens,Agathobaculum butyriciproducens,7,0,0,0,0,164,461,751,284
NA,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Agathobaculum,Agathobaculum massiliense,Agathobaculum massiliense,8,0,0,0,0,1,0,0,0
NA,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila,9,0,0,0,0,812,2123,814,1305
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,Alistipes finegoldii,10,0,0,0,0,435,1116,870,677
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes inops,Alistipes inops,11,0,0,0,0,112,294,647,428
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes putredinis,12,2968,4406,7329,2673,1316,1131,672,2127
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,Alistipes shahii,13,0,0,0,0,127,325,1173,480
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Alitiscatomonas,Alitiscatomonas aceti,Alitiscatomonas aceti,14,0,0,0,0,0,1,0,0
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,Amedibacillus hominis,Amedibacillus hominis,15,0,0,1,0,0,0,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,Anaerobutyricum hallii,16,0,0,0,0,637,1716,962,1032
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,Anaerostipes hadrus,17,0,0,0,3,754,1953,828,1206
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Angelakisella,Angelakisella massiliensis,Angelakisella massiliensis,18,0,0,0,0,0,0,2,3
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,Bacteroides caccae,19,0,0,0,0,838,2090,1675,1420
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caecimuris,Bacteroides caecimuris,20,0,7,0,0,0,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,21,0,0,21,0,488,1544,2566,784
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides clarus,Bacteroides clarus,22,0,0,0,0,53,145,1113,209
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,Bacteroides eggerthii,23,0,0,0,0,356,949,1245,550
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecalis,Bacteroides faecalis,24,26,39,86,24,2,0,1,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides faecis,Bacteroides faecis,25,0,0,0,0,149,368,1606,528
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,Bacteroides finegoldii,26,0,1,0,0,112,304,1215,497
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,Bacteroides fragilis,27,0,0,0,0,470,1234,1515,785
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides intestinalis,Bacteroides intestinalis,28,0,0,0,6,257,478,1632,852
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides koreensis,Bacteroides koreensis,29,0,0,0,8,0,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides kribbi,Bacteroides kribbi,30,0,0,0,0,0,0,0,1
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides oleiciplenus,Bacteroides oleiciplenus,31,2,0,0,0,0,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,Bacteroides ovatus,32,0,0,0,0,1212,3096,1534,1898
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides rhinocerotis,Bacteroides rhinocerotis,33,6,1,0,4,0,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides rodentium,Bacteroides rodentium,34,3,6,0,0,0,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,Bacteroides salyersiae,35,0,0,0,0,105,277,1611,398
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,Bacteroides stercoris,36,11,5,25,7,939,2808,978,1582
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,37,0,0,0,0,762,2114,2373,1298
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,Bacteroides uniformis,38,8611,12965,13245,16590,3794,3339,1594,6109
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,Bacteroides xylanisolvens,39,0,19,18,32,266,750,1963,404
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides zhangwenhongii,Bacteroides zhangwenhongii,40,0,0,0,0,0,1,1,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,Barnesiella intestinihominis,41,0,0,0,0,528,1344,1056,840
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,Bifidobacterium adolescentis,42,2824,4250,6042,2551,1221,1111,587,1968
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,Bifidobacterium angulatum,43,0,1,1,0,52,135,577,196
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis,Bifidobacterium animalis,44,0,0,0,0,38,99,548,144
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium asteroides,Bifidobacterium asteroides,45,0,0,0,0,0,2,0,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium bifidum,Bifidobacterium bifidum,46,0,0,0,0,165,431,623,266
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,Bifidobacterium catenulatum,47,0,0,0,0,62,159,514,284
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium choerinum,Bifidobacterium choerinum,48,1,0,0,0,0,0,0,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,Bifidobacterium longum,49,0,0,0,0,797,2097,676,1282
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pseudocatenulatum,Bifidobacterium pseudocatenulatum,50,0,0,0,0,155,411,723,213
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia ammoniilytica,Blautia ammoniilytica,51,1,0,0,0,1,0,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia faecis,Blautia faecis,52,0,0,0,0,0,0,7,1
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia fusiformis,Blautia fusiformis,53,0,0,0,0,0,0,2,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia intestinihominis,Blautia intestinihominis,54,0,4,0,0,0,0,1,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia luti,Blautia luti,55,0,0,0,0,1,0,0,1
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia obeum,Blautia obeum,56,0,0,0,0,497,1323,1104,777
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia segnis,Blautia segnis,57,0,0,0,0,0,2,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia stercoris,Blautia stercoris,58,0,0,0,0,0,0,0,4
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia wexlerae,Blautia wexlerae,59,0,0,0,0,519,1373,1444,802
NA,Bacillota,Clostridia,Eubacteriales,NA,Brotomerdimonas,Brotomerdimonas butyrica,Brotomerdimonas butyrica,60,0,0,0,0,0,0,3,0
NA,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus faecihominis,Butyricicoccus faecihominis,61,0,0,0,0,0,2,3,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas faecalis,Butyricimonas faecalis,62,0,3,0,0,0,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas hominis,Butyricimonas hominis,63,2,0,0,0,0,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Candidatus Bacteroides intestinigallinarum,Candidatus Bacteroides intestinigallinarum,64,0,0,16,2,0,0,0,5
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium faecis,Catenibacterium faecis,65,0,0,0,0,16,34,140,31
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Catenibacterium,Catenibacterium tridentinum,Catenibacterium tridentinum,66,0,0,0,0,10,15,50,55
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium porci,Clostridium porci,67,0,0,0,0,0,0,3,0
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella aerofaciens,68,3035,4567,7101,2740,1303,1188,697,2096
NA,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter secundus,Coprobacter secundus,69,0,0,1,0,0,0,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus catus,Coprococcus catus,70,0,0,1,0,200,511,988,747
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus comes,Coprococcus comes,71,0,0,0,0,567,1533,981,952
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,Coprococcus eutactus,72,0,0,0,0,508,1345,874,847
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,Cupriavidus metallidurans,73,0,0,0,0,149,395,1947,568
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio piger,74,0,0,0,0,56,145,730,214
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus,Dialister invisus,75,0,0,0,0,46,119,536,172
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea amylophila,Dorea amylophila,76,3,0,1,0,0,0,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea formicigenerans,77,0,0,0,0,228,611,834,376
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea longicatena,78,0,0,0,0,715,1843,813,1188
NA,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas massiliensis,Dysgonomonas massiliensis,79,0,0,0,3,0,0,0,0
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Dysosmobacter,Dysosmobacter segnis,Dysosmobacter segnis,80,0,0,0,0,0,6,0,0
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta,81,0,0,0,0,57,149,990,213
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster alcoholdehydrogenati,Enterocloster alcoholdehydrogenati,82,0,0,0,0,0,4,0,0
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus durans,Enterococcus durans,83,0,0,0,0,0,0,3,0
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium,84,0,0,0,0,46,121,823,174
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,Escherichia coli,85,0,0,0,0,1390,3633,1585,2235
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eshraghiella,Eshraghiella crossota,Eshraghiella crossota,86,0,0,0,0,346,894,710,548
NA,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium ramulus,Eubacterium ramulus,87,0,0,7,0,85,218,926,307
NA,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium ventriosum,Eubacterium ventriosum,88,0,0,0,0,61,158,714,213
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Faecalibacillus,Faecalibacillus intestinalis,Faecalibacillus intestinalis,89,0,0,0,0,0,0,1,4
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium butyricigenerans,Faecalibacterium butyricigenerans,90,0,0,1,0,0,0,0,0
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium duncaniae,Faecalibacterium duncaniae,91,0,0,2,0,0,0,0,0
