Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,healthy_stool_10_1_noerr,healthy_stool_10_10_noerr,healthy_stool_10_100_noerr,healthy_stool_10_50_noerr,healthy_stool_100_1_noerr,healthy_stool_100_10_noerr,healthy_stool_100_100_noerr,healthy_stool_100_50_noerr
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella trematum,Bordetella trematum,145,0,0,0,0,0,0,1.3,0
NA,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea,Botrytis cinerea,146,0,0,0,0,0,0,0,2
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas chironomi,Brachymonas chironomi,147,0,0,0,0,0,1.3,5.1,1
NA,Spirochaetota,Spirochaetia,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira pilosicoli,Brachyspira pilosicoli,148,0,0,0,0,19,61.9,18,26
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Brenneria,Brenneria goodwinii,Brenneria goodwinii,149,0,0,0,0,0,21.4,0,0
NA,Actinomycetota,Actinomycetes,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium ravenspurgense,Brevibacterium ravenspurgense,150,0,0,0,0,0,11.7,0,5.6
NA,Uroviricota,Caudoviricetes,NA,Aliceevansviridae,Brussowvirus,Brussowvirus bvO1205,Brussowvirus bvO1205,151,0,0,0,0,4,4,13,7
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei,Burkholderia pseudomallei,152,0,0,0,0,1,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,Buttiauxella ferragutiae,Buttiauxella ferragutiae,153,0,0,0,0,12.2,42.7,10,43.1
NA,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum,Butyricicoccus pullicaecorum,154,13.4,15.7,6,11.7,109.6,50,72.9,47.2
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas synergistica,Butyricimonas synergistica,155,44,80,148,41,22.4,11,22,31.5
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,Butyrivibrio fibrisolvens,156,0,0,0,0,0,0,1.4,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,Butyrivibrio hungatei,157,0,0,0,0,2,0,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,Butyrivibrio proteoclasticus,158,0,0,0,0,2.8,0,3.1,2.1
NA,Uroviricota,Caudoviricetes,NA,NA,Byrnievirus,Byrnievirus HK97,Byrnievirus HK97,159,0,0,0,0,8.6,7.6,5.1,10.2
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Calidifontibacillus,Calidifontibacillus oryziterrae,Calidifontibacillus oryziterrae,160,0,0,0,0,5,11.8,0,0
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga cynodegmi,Capnocytophaga cynodegmi,161,0,0,0,0,1.5,1,1.2,2.3
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,Capnocytophaga gingivalis,162,0,0,0,0,55.8,58,25.2,62.2
NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga granulosa,Capnocytophaga granulosa,163,0,0,0,0,10.9,0,5.1,4.4
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium inhibens,Carnobacterium inhibens,164,0,0,0,0,1,0,0,0
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium jeotgali,Carnobacterium jeotgali,165,0,0,0,0,0,0,86.7,0
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum,Carnobacterium maltaromaticum,166,0,0,0,0,0,2.1,0,24.6
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Catonella,Catonella morbi,Catonella morbi,167,0,0,0,0,10.2,0,0,72.6
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cedecea,Cedecea neteri,Cedecea neteri,168,0,0,0,0,7.7,14.2,44.3,13.1
NA,Actinomycetota,Actinomycetes,Micrococcales,Cellulomonadaceae,Cellulomonas,Cellulomonas carbonis,Cellulomonas carbonis,169,17,24,66,20.3,15,8,12,21
NA,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Centipeda,Centipeda periodontii,Centipeda periodontii,170,0,0,0,0,0,5.3,0,0
NA,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella minuta,Christensenella minuta,171,0,0,0,0,60,237.5,1001.7,360.3
NA,Bacillota,Clostridia,Christensenellales,Christensenellaceae,Christensenella,Christensenella timonensis,Christensenella timonensis,172,0,0,0,0,1,4,0,1
NA,Synergistota,Synergistia,Synergistales,Synergistaceae,Cloacibacillus,Cloacibacillus porcorum,Cloacibacillus porcorum,173,0,0,0,0,2,1.9,2,0
NA,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Clostridioides,Clostridioides difficile,Clostridioides difficile,174,0,0,0,0,357.4,239,800.9,183.8
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium aminophilum,Clostridium aminophilum,175,0,0,0,0,23,105,124.3,49.2
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium cadaveris,Clostridium cadaveris,176,0,0,0,0,0,1,2.5,9.7
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium disporicum,Clostridium disporicum,177,0,0,0,0,0,49.2,0,1
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium fimetarium,Clostridium fimetarium,178,0,0,0,0,0,3.1,0,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium kluyveri,Clostridium kluyveri,179,0,0,0,0,0,100,104.1,19
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium lundense,Clostridium lundense,180,5.7,0,0,0,0,7,2,1
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium oryzae,Clostridium oryzae,181,0,0,0,0,0,0,0,4
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium paraputrificum,Clostridium paraputrificum,182,0,0,0,0,0,1.5,1,3.2
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium phoceensis,Clostridium phoceensis,183,244.2,0,369.1,471.3,272.5,494.8,995.8,400.9
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium polysaccharolyticum,Clostridium polysaccharolyticum,184,0,0,0,0,0,0,1,1
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium scindens,Clostridium scindens,185,1,4.4,1.2,1,27.5,260.8,43.6,92.8
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,Clostridium symbiosum,Clostridium symbiosum,186,12.9,13.3,3.4,19.6,625.5,0,99.5,1019.4
NA,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum graminicola,Colletotrichum graminicola,187,0,0,0,0,0,0,0,1
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella aerofaciens,Collinsella aerofaciens,188,303118.085714286,456143.6,708995.933333333,273820.533333333,126656.3,120975.995238095,70677.2,209353.2
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella bouchesdurhonensis,Collinsella bouchesdurhonensis,189,0,0,0,0,202.1,556.5,563.9,175
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella ihumii,Collinsella ihumii,190,0,0,0,0,4,5.9,4.4,9
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella intestinalis,Collinsella intestinalis,191,0,0,0,0,246.6,0,0,0
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella phocaeensis,Collinsella phocaeensis,192,0,0,0,0,0,0,0,2.1
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella stercoris,Collinsella stercoris,193,0,0,0,0,958.1,0,0,0
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,Collinsella tanakaei,194,0,0,0,0,1.2,0,17.4,0
NA,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia chukchiensis,Colwellia chukchiensis,195,0,0,0,0,0.9,0,0,0
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas composti,Comamonas composti,196,0,0,0,0,2,4.2,4.2,3.4
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas kerstersii,Comamonas kerstersii,197,0,0,0,0,0,1,0,1
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni,Comamonas testosteroni,198,0,0,0,0,1,5,61.8,16.8
NA,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter fastidiosus,Coprobacter fastidiosus,199,13,23,46,18,41.2,117.3,330,158.3
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,Coprococcus eutactus,Coprococcus eutactus,200,504.280579710145,1398.66666666667,1001,1988.12087912088,53007.0936170213,138523.995238095,84715.1,84237.4590909091
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium aurimucosum,Corynebacterium aurimucosum,201,0,0,0,0,0,0,1.4,0
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium lipophiloflavum,Corynebacterium lipophiloflavum,202,0,0,0,0,3,10.1,1,10.1
NA,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium urealyticum,Corynebacterium urealyticum,203,0,0,0,0,2,0,5.1,0.9
NA,Cyanobacteriota,Cyanophyceae,Chroococcales,Aphanothecaceae,Crocosphaera,Crocosphaera watsonii,Crocosphaera watsonii,204,0,0,0,0,1,2,0,2
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,Cronobacter sakazakii,205,0,0,0,0,50.3,338.7,661.4,606.2
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Cryptobacterium,Cryptobacterium curtum,Cryptobacterium curtum,206,0,0,0,0,1.1,0,0,0
NA,Uroviricota,Caudoviricetes,NA,NA,Cuauhtlivirus,Cuauhtlivirus mEpX1,Cuauhtlivirus mEpX1,207,0,0,0,0,46.8,71.5,50,70.6
NA,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Culturomica,Culturomica massiliensis,Culturomica massiliensis,208,0,0,0,0,175.7,377.3,334.3,176.2
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus basilensis,Cupriavidus basilensis,209,0,0,0,0,277,748.1,3641,1091.1
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus metallidurans,Cupriavidus metallidurans,210,0,0,0,0,9917,25713.5,127581.5,36954.3
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus necator,Cupriavidus necator,211,0,0,0,0,2.3,6,36,7
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus pauculus,Cupriavidus pauculus,212,0,0,0,0,5.1,305.5,51.5,503.4
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter delicatus,Curvibacter delicatus,213,0,0,0,0,0,1,0,0
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Dakarella,Dakarella massiliensis,Dakarella massiliensis,214,0,0,0,0,49,0,0,0
NA,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,Dechloromonas agitata,Dechloromonas agitata,215,0,0,0,0,2,4.4,83.2,4
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia acidovorans,Delftia acidovorans,216,0,0,0,0,0,21.6,14,26.6
NA,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Dendrosporobacter,Dendrosporobacter quercicolus,Dendrosporobacter quercicolus,217,0,0,0,0,1.4,0,0,0
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Denitrobacterium,Denitrobacterium detoxificans,Denitrobacterium detoxificans,218,0,0,0,0,0,0,0,3.3
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Derxia,Derxia lacustris,Derxia lacustris,219,0,0,0,0,0,2.5,0,0
NA,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Desnuesiella,Desnuesiella massiliensis,Desnuesiella massiliensis,220,0,0,0,0,0,0,219.2,0
NA,Bacillota,Clostridia,Eubacteriales,Desulfitobacteriaceae,Desulfitobacterium,Desulfitobacterium dichloroeliminans,Desulfitobacterium dichloroeliminans,221,0,0,0,0,33.6,4.1,26.4,4.4
NA,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio piger,Desulfovibrio piger,222,0,0,0,0,1950,5334.8,26215,7667
NA,Chrysiogenota,Chrysiogenia,Chrysiogenales,Chrysiogenaceae,Desulfurispirillum,Desulfurispirillum indicum,Desulfurispirillum indicum,223,0,0,0,0,0,0,5.6,0
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister invisus,Dialister invisus,224,0,0,0,0,0,11903.5,53594.1,0
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister pneumosintes,Dialister pneumosintes,225,0,0,0,0,0,0,0,14.7
NA,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Dialister,Dialister succinatiphilus,Dialister succinatiphilus,226,0,0,0,0,101,371.4,399.5,218.3
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter nitroreducens,Diaphorobacter nitroreducens,227,0,0,0,0,0,0,7.6,1
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya parazeae,Dickeya parazeae,228,0,0,0,0,2,3,14.6,7.8
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Dickeya,Dickeya solani,Dickeya solani,229,0,0,0,0,0,25.8,1.2,1.5
NA,Uroviricota,Caudoviricetes,NA,NA,Diegovirus,Diegovirus dv7502Stx,Diegovirus dv7502Stx,230,0,0,0,0,10.4,517.8,14,21
NA,Uroviricota,Caudoviricetes,NA,NA,Diegovirus,Diegovirus POCJ13,Diegovirus POCJ13,231,0,0,0,0,0,149.6,17.1,0
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,Dielma fastidiosa,Dielma fastidiosa,232,0,0,0,0,1,17.9,3,25.6
NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Dolosicoccus,Dolosicoccus paucivorans,Dolosicoccus paucivorans,233,0,0,0,0,1,0,44.4,0
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Dolosigranulum,Dolosigranulum pigrum,Dolosigranulum pigrum,234,0,0,0,0,0.7,0,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea formicigenerans,Dorea formicigenerans,235,2140.9103030303,0,0,5782.1,26470.6476923077,65581.4476190476,117582.025,65846.4
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,Dorea longicatena,Dorea longicatena,236,0,0,0,0,83685.5826923077,229306.785714286,167226.326315789,116812.977272727
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dubosiella,Dubosiella newyorkensis,Dubosiella newyorkensis,237,0,0,0,0,0,3.5,2,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Duffyella,Duffyella gerundensis,Duffyella gerundensis,238,0,0,0,0,2.4,1,1,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella anguillarum,Edwardsiella anguillarum,239,0,0,0,0,26.9,51.6,98.6,34.4
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Eggerthella,Eggerthella lenta,Eggerthella lenta,240,0,0,0,0,4444.36666666667,11379,77888.9,16593.6
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Coprobacillaceae,Eggerthia,Eggerthia catenaformis,Eggerthia catenaformis,241,0,0,0,0,4.4,17.2,4.3,3.4
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,Eisenbergiella tayi,Eisenbergiella tayi,242,0,0,0,0,12.5,24,85,56.1
NA,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Emergencia,Emergencia timonensis,Emergencia timonensis,243,0,0,0,0,687.2,1005.8,0,1005.3
NA,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Enorma,Enorma massiliensis,Enorma massiliensis,244,0,3.1,1,0,0,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,Enterobacter hormaechei,245,0,0,0,0,21.7,46.4,1321.5,84.6
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter kobei,Enterobacter kobei,246,0,0,0,0,2.3,19.8,80.6,22.9
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pluralibacter,Enterobacter lignolyticus,Enterobacter lignolyticus,247,0,0,0,0,63.2,231.1,380.8,333.4
NA,Uroviricota,Caudoviricetes,NA,NA,NA,Enterobacteria phage cdtI,Enterobacteria phage cdtI,248,0,0,0,0,45.4,150.6,74.3,97.9
NA,Uroviricota,Caudoviricetes,NA,NA,Lederbergvirus,Enterobacteria phage IME10,Enterobacteria phage IME10,249,0,0,0,0,77.5,0,19.1,0
NA,Uroviricota,Caudoviricetes,NA,NA,NA,Enterobacteria phage mEp237,Enterobacteria phage mEp237,250,0,0,0,0,0,2,3,0
NA,Uroviricota,Caudoviricetes,NA,NA,NA,Enterobacteria phage mEp460,Enterobacteria phage mEp460,251,0,0,0,0,502.6,870.2,317,485.8
NA,Uroviricota,Caudoviricetes,NA,NA,Lederbergvirus,Enterobacteria phage Sf101,Enterobacteria phage Sf101,252,0,0,0,0,2.3,1.5,0,0
NA,Uroviricota,Caudoviricetes,NA,NA,NA,Enterobacteria phage SfI,Enterobacteria phage SfI,253,0,0,0,0,3,12.1,1,1.1
NA,Uroviricota,Caudoviricetes,NA,NA,NA,Enterobacteria phage SfV,Enterobacteria phage SfV,254,0,0,0,0,5.1,5.7,3.5,6
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster asparagiformis,Enterocloster asparagiformis,255,1,1.3,2,0,38.7,104.8,222.1,101.9
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,Enterocloster bolteae,256,0,0,0,0,170,593.9,512.9,365.8
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,Enterocloster citroniae,257,2.3,12.1,3.1,3.2,36.3,69.4,68.8,61.7
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus asini,Enterococcus asini,258,0,0,0,0,0.5,5.4,28.2,3.1
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus canis,Enterococcus canis,259,0,0,0,0,0,1.3,4,2.4
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus casseliflavus,Enterococcus casseliflavus,260,0,0,0,0,22.4,43.8,392.5,108.9
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus cecorum,Enterococcus cecorum,261,11.6,20.3,54.2,14.3,26,52.8,96.7,54
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus columbae,Enterococcus columbae,262,0,0,1.3,0,0,0,0,0
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus dispar,Enterococcus dispar,263,0,0,0,0,2,0,8.6,2.8
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,Enterococcus faecalis,264,0,0,0,0,24.7,64.2,538.8,98.7
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,Enterococcus faecium,265,0,0,0,0,3883.9,10253.7714285714,68665.4181818182,14436.9
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus gilvus,Enterococcus gilvus,266,0,0,0,0,192,505.1,161,403.8
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,Enterococcus hirae,267,0,0,0,0,19.8,34,190.9,53.5
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus italicus,Enterococcus italicus,268,0,0,0,0,14,29.2,132.7,10.5
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus malodoratus,Enterococcus malodoratus,269,0,0,0,0,3,33.5,94.8,27.6
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus massiliensis,Enterococcus massiliensis,270,0,0,0,0,1.6,1.3,287.9,6.5
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,Enterococcus mundtii,271,0,0,0,0,0,31,6.8,3
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus pallens,Enterococcus pallens,272,0,0,0,0,5,16,98,22.1
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus phoeniculicola,Enterococcus phoeniculicola,273,0,0,0,0,0,0,2.2,0
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus pseudoavium,Enterococcus pseudoavium,274,0,0,0,0,0,0,6.9,1
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus rivorum,Enterococcus rivorum,275,0,0,0,0,0,1.9,0,0
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus saccharolyticus,Enterococcus saccharolyticus,276,0,0,0,0,4.8,20.4,39.3,0
NA,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus thailandicus,Enterococcus thailandicus,277,0,0,0,0,0,2,10.1,3
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Entomohabitans,Entomohabitans teleogrylli,Entomohabitans teleogrylli,278,0,0,0,0,6.1,22.8,54.6,18.8
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia billingiae,Erwinia billingiae,279,0,0,0,0,14.1,0,0,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia mallotivora,Erwinia mallotivora,280,0,0,0,0,0,3,18,6.2
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia oleae,Erwinia oleae,281,0,0,0,0,25,74.4,212,121.2
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia persicina,Erwinia persicina,282,0,0,0,0,1,0,6.1,0
NA,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwinia tracheiphila,Erwinia tracheiphila,283,0,0,0,0,61.3,185.3,100.6,131.8
NA,Uroviricota,Caudoviricetes,NA,NA,NA,Escherichia phage TL-2011b,Escherichia phage TL-2011b,284,0,0,0,0,7.6,2,0,0
NA,Uroviricota,Caudoviricetes,NA,NA,Traversvirus,Escherichia Stx1 converting phage,Escherichia Stx1 converting phage,285,0,0,0,0,170.7,77.2,274.1,42.9
NA,Uroviricota,Caudoviricetes,NA,NA,Lambdavirus,Escherichia virus DE3,Escherichia virus DE3,286,0,0,0,0,0,1276.4,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Eshraghiella,Eshraghiella crossota,Eshraghiella crossota,287,177.234782608696,771.244444444445,395.214285714286,828.832417582418,51055.8686170213,91540.2,67633.0363636364,61914.5590909091
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Ethanoligenens,Ethanoligenens harbinense,Ethanoligenens harbinense,288,5,24.1,18.3,19.1,3,5,0,5
NA,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium coprostanoligenes,Eubacterium coprostanoligenes,289,23,38,21,52,10.1,14,12,22
NA,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium oxidoreducens,Eubacterium oxidoreducens,290,0,0,0,0,12,13,13,13.6
NA,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium ruminantium,Eubacterium ruminantium,291,0,0,0,0,0,2.3,0,0
NA,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium uniforme,Eubacterium uniforme,292,0,0,0,0,2,9.2,2,4.2
NA,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium ventriosum,Eubacterium ventriosum,293,5.1,7.3,4.3,15.2,5425,20401.5,57890.0909090909,23105.8
NA,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium xylanophilum,Eubacterium xylanophilum,294,0,0,0,0,0,11.5,0,1.1
NA,Bacillota,Tissierellia,NA,NA,Ezakiella,Ezakiella massiliensis,Ezakiella massiliensis,295,0,0,0,0,0,13.9,94.8,7.9
NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,Facklamia hominis,Facklamia hominis,296,0,0,0,0,0,0,1,7.8
NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,Facklamia languida,Facklamia languida,297,0,0,0,7.2,2.1,9.7,7,3.3
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium duncaniae,Faecalibacterium duncaniae,298,70573.4679007466,119417.583333333,84033.8000099395,140197.88543956,47507.9425531915,37196.0357142857,15460.7263157895,50854.8590909091
