Superkingdom,Phylum,Class,Order,Family,Genus,Species,Name,ti,healthy_stool_10_1,healthy_stool_10_10,healthy_stool_10_100,healthy_stool_10_50,healthy_stool_100_1,healthy_stool_100_10,healthy_stool_100_100,healthy_stool_100_50
NA,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Adlercreutzia,Adlercreutzia mucosicola,Adlercreutzia mucosicola,22,0,0,0,0,9.3,4,27,153.5
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Aedoeadaptatus,Aedoeadaptatus coxii,Aedoeadaptatus coxii,23,0,0,0,0,0,8.3,107.9,15.3
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Aedoeadaptatus,Aedoeadaptatus urinae,Aedoeadaptatus urinae,24,0,0,0,0,0,0,1.3,1
NA,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus christensenii,Aerococcus christensenii,25,0,0,0,0,5.9,7.8,9.8,3.2
NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas fluvialis,Aeromonas fluvialis,26,0,0,0,0,0.4,1,0,0
NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas schubertii,Aeromonas schubertii,27,0,0,0,0,0,0,10,13.5
NA,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas simiae,Aeromonas simiae,28,0,0,0,0,0,1.1,0,0
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,Agathobacter rectalis,Agathobacter rectalis,29,508798.318379791,764856.360229885,1013849.17935003,471293.252112635,502859.461627907,236596.050857143,180502.917647059,569183.595
NA,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Agathobaculum,Agathobaculum desmolans,Agathobaculum desmolans,30,0,0,0,0,107.7,415.7,653.6,331.5
NA,Uroviricota,Caudoviricetes,NA,NA,Aguilavirus,Aguilavirus mEp043,Aguilavirus mEp043,31,0,0,0,0,0,0,7.8,0
NA,Uroviricota,Caudoviricetes,NA,NA,Aguilavirus,Aguilavirus mEp213,Aguilavirus mEp213,32,0,0,0,0,3,15.1,2.1,3.1
NA,Verrucomicrobiota,Verrucomicrobiia,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,Akkermansia muciniphila,33,0,0,0,0,70357,183948,70551.4,112847
NA,Bacteroidota,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus faecimaris,Algoriphagus faecimaris,34,0,0,0,0,0,0,1,2.1
NA,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,Alicycliphilus denitrificans,Alicycliphilus denitrificans,35,0,0,0,0,2.3,15.4,38.5,17
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes communis,Alistipes communis,36,0,0,0,0,32.8,610,77.1,232.6
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,Alistipes finegoldii,37,12,16,43,8,33166.9597402597,117029.692857143,100315.446309909,58738.5357268612
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes ihumii,Alistipes ihumii,38,0,0,0,0,5,27,66,34
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes indistinctus,Alistipes indistinctus,39,0,0,0,0,0,0,1,1
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes inops,Alistipes inops,40,0,0,0,0,11540.6,0,64970.2,42747.1
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,Alistipes putredinis,41,293006.5,0,0,264947.2,121491.6,0,0,0
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes senegalensis,Alistipes senegalensis,42,8.5,9.2,29.1,5.2,2071.1,274.3,9048.2,259.9
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes shahii,Alistipes shahii,43,71.7,88,196.3,51.5,14568.8,32220.00625,101001.8,65794.1
NA,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes timonensis,Alistipes timonensis,44,0,0,0,0,5,1079.1,14.7,14
NA,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Alkalibacter,Alkalibacter saccharofermentans,Alkalibacter saccharofermentans,45,0,0,0,0,0,0,1,0
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Alkalihalobacterium,Alkalihalobacterium alkalinitrilicum,Alkalihalobacterium alkalinitrilicum,46,0,0,0,0,0,0,1,0
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum stercoricanis,Allobaculum stercoricanis,47,37,69.1,96.8,186.9,4.2,0,1,81.8
NA,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Allofournierella,Allofournierella massiliensis,Allofournierella massiliensis,48,0,0,0,3572.6,254.4,285.1,68.6,278.9
NA,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Allofustis,Allofustis seminis,Allofustis seminis,49,0,0,0,0,0,0,7.3,1
NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella rava,Alloprevotella rava,50,0,0,0,0,10.6,14.2,11.5,58.1
NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,Alloprevotella tannerae,51,0,0,0,0,16.3,332.5,1017.9,772.7
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia criceti,Alloscardovia criceti,52,0,0,0,0,21,54,14,41
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia macacae,Alloscardovia macacae,53,0,0,0,0,2.6,0,0,0
NA,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia omnicolens,Alloscardovia omnicolens,54,0,0,0,0,38,105,33,57
NA,Bacillota,Clostridia,Peptostreptococcales,Anaerovoracaceae,Alterileibacterium,Alterileibacterium massiliense,Alterileibacterium massiliense,55,0,0,0,0,13.3,54.1,29.9,22.5
NA,Bacillota,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Amedibacillus,Amedibacillus dolichus,Amedibacillus dolichus,56,0,184.1,0,223.3,352.3,479.1,727.3,881.5
NA,Bacillota,Bacilli,Bacillales,Bacillaceae,Amphibacillus,Amphibacillus xylanus,Amphibacillus xylanus,57,28,36,0,0,0,0,0,21.2
NA,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Amylolactobacillus,Amylolactobacillus amylophilus,Amylolactobacillus amylophilus,58,0,0,0,0,4.3,3,7,2
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobium,Anaerobium acetethylicum,Anaerobium acetethylicum,59,0,0,0,0,0,2.4,1,2.7
NA,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerobutyricum,Anaerobutyricum hallii,Anaerobutyricum hallii,60,21.3,447.003448275862,62.6,265.8,59650.8,168237.7,117781.4,111606.4
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus lactolyticus,Anaerococcus lactolyticus,61,0,0,0,0,16.8,6.5,129.5,230.8
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus mediterraneensis,Anaerococcus mediterraneensis,62,0,0,0,0,6.2,3.1,49.8,10
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus obesiensis,Anaerococcus obesiensis,63,0,0,0,0,0,19.7,1623.6,48.6
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii,Anaerococcus prevotii,64,0,0,0,0,24.9,1.8,62.5,14.7
NA,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus provencensis,Anaerococcus provencensis,65,0,0,0,0,1.3,10.4,52.1,178.8
