"","MCC"
"abundance_cols.healthy_stool_10_1_noerr",0.0111557689873324
"abundance_cols.healthy_stool_10_10_noerr",0.0108705560269895
"abundance_cols.healthy_stool_10_100_noerr",0.011732738983479
"abundance_cols.healthy_stool_10_50_noerr",0.0117585826339569
"abundance_cols.healthy_stool_100_1_noerr",0.0391273957075047
"abundance_cols.healthy_stool_100_10_noerr",0.0433953686994165
"abundance_cols.healthy_stool_100_100_noerr",0.0434632586710918
"abundance_cols.healthy_stool_100_50_noerr",0.041298666188801
