"sample","r2"
"healthy_stool_100_1",0.980497834403768
"healthy_stool_100_10",0.512675933650329
"healthy_stool_100_100",0.201562131350287
"healthy_stool_100_50",0.55489398371412
"healthy_stool_10_1",0.937566963573998
"healthy_stool_10_10",0.666688262589725
"healthy_stool_10_100",0.508709666146985
"healthy_stool_10_50",0.61948634035352
