"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1_noerr",32,22215,17,467,0.064128256513026,0.000764663548038863
"abundance_cols.healthy_stool_10_10_noerr",35,22215,18,464,0.0701402805611222,0.000809607340439887
"abundance_cols.healthy_stool_10_100_noerr",32,22215,18,467,0.064128256513026,0.000809607340439887
"abundance_cols.healthy_stool_10_50_noerr",36,22215,19,463,0.0721442885771543,0.000854547090042278
"abundance_cols.healthy_stool_100_1_noerr",97,22215,79,402,0.19438877755511,0.00354355431954786
"abundance_cols.healthy_stool_100_10_noerr",109,22215,102,390,0.218436873747495,0.00457050678854685
"abundance_cols.healthy_stool_100_100_noerr",119,22215,134,380,0.238476953907816,0.00599579399525706
"abundance_cols.healthy_stool_100_50_noerr",107,22215,115,392,0.214428857715431,0.0051500223914017
