"","abundance_cols.healthy_stool_10_1_noerr","abundance_cols.healthy_stool_10_10_noerr","abundance_cols.healthy_stool_10_100_noerr","abundance_cols.healthy_stool_10_50_noerr","abundance_cols.healthy_stool_100_1_noerr","abundance_cols.healthy_stool_100_10_noerr","abundance_cols.healthy_stool_100_100_noerr","abundance_cols.healthy_stool_100_50_noerr"
"RRMSE",1422.53020736229,1037.66790011157,1042.88199186309,1115.23341127818,1643.07010619377,544.283004037106,455.032664779107,703.83923239702
"AVGRE",177.224052972032,199.242353209446,139.372869569578,162.416071766063,95.735349999507,97.0248198338178,97.4973947914825,97.373444428279
"NRMSE",18050.1240563685,17541.1430965645,17186.7255347595,17206.0890093592,14648.1593435272,13445.0848919946,12546.9328214762,13289.1160894389
