"","TPR","FPR"
"abundance_cols.healthy_stool_10_1",0.643705463182898,0.00145786762561959
"abundance_cols.healthy_stool_10_10",0.639280125195618,0.00150639000923271
"abundance_cols.healthy_stool_10_100",0.640316205533597,0.00150639000923271
"abundance_cols.healthy_stool_10_50",0.638867033831629,0.00155490767735666
"abundance_cols.healthy_stool_100_1",0.618448637316562,0.00801390364005021
"abundance_cols.healthy_stool_100_10",0.598647125140924,0.0104026199190907
"abundance_cols.healthy_stool_100_100",0.576923076923077,0.0123527998077385
"abundance_cols.healthy_stool_100_50",0.58830146231721,0.0108789833445653
