"","MCC"
"abundance_cols.healthy_stool_10_1",0.0108729908371197
"abundance_cols.healthy_stool_10_10",0.00994306515978224
"abundance_cols.healthy_stool_10_100",0.0102466374591658
"abundance_cols.healthy_stool_10_50",0.0102594951727609
"abundance_cols.healthy_stool_100_1",0.0291890385994155
"abundance_cols.healthy_stool_100_10",0.0302186485354833
"abundance_cols.healthy_stool_100_100",0.0325650697654963
"abundance_cols.healthy_stool_100_50",0.0302364770348797
