"","abundance_cols.healthy_stool_10_1_noerr","abundance_cols.healthy_stool_10_10_noerr","abundance_cols.healthy_stool_10_100_noerr","abundance_cols.healthy_stool_10_50_noerr","abundance_cols.healthy_stool_100_1_noerr","abundance_cols.healthy_stool_100_10_noerr","abundance_cols.healthy_stool_100_100_noerr","abundance_cols.healthy_stool_100_50_noerr"
"RRMSE",1303.53031848934,994.820065003329,970.54339254289,1066.93517329191,1305.56533762294,407.989587029289,361.043971468167,516.042769160358
"AVGRE",443.965541028101,408.842654306101,283.02285790751,590.362180680923,82.5112582492402,90.5015345307607,90.9056762309372,89.4617544289557
"NRMSE",1715.56912283782,1658.50193689501,1642.62561286399,1632.28969548073,1571.72789805894,1458.41069227929,1399.08419122558,1401.16814201964
