"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1",49,21866,48,450,0.0981963927855711,0.00219038057862554
"abundance_cols.healthy_stool_10_10",51,21866,41,448,0.102204408817635,0.00187154790706167
"abundance_cols.healthy_stool_10_100",45,21866,42,454,0.0901803607214429,0.00191710790578784
"abundance_cols.healthy_stool_10_50",55,21866,41,444,0.110220440881764,0.00187154790706167
"abundance_cols.healthy_stool_100_1",162,21866,335,337,0.324649298597194,0.0150894103869195
"abundance_cols.healthy_stool_100_10",164,21866,360,335,0.328657314629259,0.0161972464681004
"abundance_cols.healthy_stool_100_100",172,21866,413,327,0.344689378757515,0.0185376363391535
"abundance_cols.healthy_stool_100_50",166,21866,376,333,0.332665330661323,0.0169049545904145
