"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.healthy_stool_10_1_noerr",38,22066,26,461,0.0761523046092184,0.00117689661415897
"abundance_cols.healthy_stool_10_10_noerr",37,22066,24,462,0.0741482965931864,0.00108646446355817
"abundance_cols.healthy_stool_10_100_noerr",40,22066,29,459,0.0801603206412826,0.00131251414347137
"abundance_cols.healthy_stool_10_50_noerr",40,22066,25,459,0.0801603206412826,0.00113168258566837
"abundance_cols.healthy_stool_100_1_noerr",135,22066,190,364,0.270541082164329,0.00853702372393961
"abundance_cols.healthy_stool_100_10_noerr",150,22066,229,349,0.30060120240481,0.0102713612917695
"abundance_cols.healthy_stool_100_100_noerr",151,22066,270,348,0.302605210420842,0.0120881088825215
"abundance_cols.healthy_stool_100_50_noerr",143,22066,229,356,0.286573146292585,0.0102713612917695
