"sample","r2"
"healthy_stool_100_1",0.983812693720847
"healthy_stool_100_10",0.512720394088021
"healthy_stool_100_100",0.228534367990275
"healthy_stool_100_50",0.569031457738869
"healthy_stool_10_1",0.926764553436565
"healthy_stool_10_10",0.714498476542888
"healthy_stool_10_100",0.437805894170604
"healthy_stool_10_50",0.648861201915305
