species,healthy_stool_10_1,healthy_stool_10_10,healthy_stool_10_100,healthy_stool_10_50,healthy_stool_100_1,healthy_stool_100_10,healthy_stool_100_100,healthy_stool_100_50
Absicoccus porci,4,0,0,0,0,0,0,0
Acetivibrio ethanolgignens,0,0,0,0,0,0,10,0
Acetobacterium wieringae,0,0,0,0,2,0,0,0
Acetomicrobium hydrogeniformans,0,0,0,0,0,1,0,1
Acholeplasma equifetale,0,0,0,0,0,0,0,1
Acidaminococcus fermentans,0,0,0,0,7,0,0,15
Acidaminococcus intestini,0,0,0,0,4763,14905,65591,19640
Acidaminococcus timonensis,0,0,0,0,0,0,2,0
[Acidovorax] ebreus,0,0,0,0,0,0,2,1
Acidovorax temperans,0,0,0,0,4,0,3,4
Acinetobacter baumannii,0,0,0,0,0,0,1,0
Acinetobacter defluvii,0,0,0,0,0,0,4,0
Acinetobacter indicus,0,0,0,0,1,0,0,0
Acinetobacter nosocomialis,0,0,0,0,0,2,2,9
Acinetobacter towneri,0,0,0,0,0,2,0,0
Acinetobacter variabilis,0,0,0,0,0,8,6,2
Actinoallomurus acaciae,0,0,0,0,0,0,0,1
Actinobacillus lignieresii,0,0,0,0,0,0,0,1
Actinobacillus minor,0,0,0,0,0,2,0,4
Actinobacillus succinogenes,0,0,0,0,0,1,0,0
Actinomadura rugatobispora,0,0,0,0,0,1,0,0
Actinomyces graevenitzii,11,7,10,14,3,0,0,16
Adlercreutzia equolifaciens,0,0,0,0,9296,24316,80946,35033
Adlercreutzia hattorii,0,0,0,0,0,0,0,1
Adlercreutzia muris,0,0,0,0,2,0,0,0
Adlercreutzia wanghongyangiae,0,0,0,0,1,0,0,0
Aedoeadaptatus acetigenes,0,0,0,0,0,30,0,0
Aedoeadaptatus nemausensis,0,0,0,0,0,0,9,0
Aedoeadaptatus pacaensis,0,0,0,0,8,0,0,0
Aerococcus viridans,0,0,0,0,9,0,0,0
Aeromonas hydrophila,0,0,0,0,0,0,0,1
Agathobacter rectalis,474944,711914,965727,422331,216193,185133,92474,328805
Agathobaculum ammoniilyticum,0,0,0,0,0,4,0,0
Agathobaculum butyriciproducens,0,0,0,0,17862,34765,75989,21583
Agathobaculum desmolans,0,0,0,0,1,0,0,0
Agathobaculum massiliense,1,3,4,4,0,1,0,1
Akkermansia muciniphila,0,0,0,0,81179,212334,81400,130510
Alcaligenes ammonioxydans,0,0,0,0,1,0,0,0
Algoriphagus aestuariicola,0,0,0,0,2,0,0,0
Algoriphagus oliviformis,0,0,0,0,4,0,0,0
Algoriphagus pacificus,0,0,0,0,1,0,0,0
Aliibacillus thermotolerans,0,0,0,0,2,0,5,0
Alishewanella jeotgali,0,0,0,0,0,0,2,0
Alishewanella longhuensis,0,0,0,0,0,0,2,0
Alistipes communis,0,0,18,0,0,0,0,0
Alistipes finegoldii,78,128,0,106,48173,112722,92613,70731
Alistipes inops,0,0,0,0,11359,123,65027,42811
Alistipes intestinihominis,0,0,0,0,0,0,479,0
Alistipes montrealensis,0,0,0,0,170,544,0,721
Alistipes provencensis,33,1,0,0,78,0,0,0
Alistipes putredinis,299125,450053,741930,271688,125381,110340,68069,202202
Alistipes shahii,0,0,5,3,12338,32803,114605,46703
Alitiscatomonas aceti,0,4,0,3,0,921,0,404
Allobaculum stercoricanis,0,0,0,0,0,16,0,91
Allofournierella massiliensis,0,0,0,0,0,0,0,196
Alloprevotella tannerae,73,41,32,11,2,9,68,3
Alloscardovia criceti,0,0,0,0,0,0,0,1
Alloscardovia omnicolens,0,0,0,0,3,0,0,0
Amedibacillus dolichus,4,13,11,0,343,385,0,97
Amedibacillus hominis,0,0,0,0,401,10,0,0
Amphibacillus xylanus,0,0,0,0,0,0,0,1
Anaerobutyricum hallii,0,0,0,0,64651,165493,95536,101899
Anaerobutyricum soehngenii,4,0,0,0,5,1,0,0
