species,healthy_stool_10_1,healthy_stool_10_10,healthy_stool_10_100,healthy_stool_10_50,healthy_stool_100_1,healthy_stool_100_10,healthy_stool_100_100,healthy_stool_100_50
Absicoccus intestinalis,0,0,0,0,3,0,0,0
Acetatifactor aquisgranensis,0,0,0,0,0,0,0,125
Acetatifactor muris,0,0,0,0,0,0,0,1
Acetivibrio ethanolgignens,0,0,0,0,11,2,14,6
Acetivibrio straminisolvens,0,0,2,0,0,0,0,0
Acholeplasma equifetale,0,0,0,0,0,0,1,0
Acidaminococcus fermentans,0,0,0,0,4,15,13,28
Acidaminococcus intestini,0,0,0,0,4831,12406,63217,18252
[Acidovorax] ebreus,0,0,0,0,9,0,0,0
Acinetobacter nosocomialis,0,0,0,0,0,3,0,0
Acinetobacter variabilis,0,0,0,0,0,1,0,0
Actinobacillus minor,0,0,0,0,0,7,1,2
Actinomyces graevenitzii,0,0,0,0,5,0,5,0
Acutalibacter caecimuris,0,0,0,0,39,0,0,0
Acutalibacter intestini,0,0,0,0,642,0,0,0
Adlercreutzia agrestimuris,0,0,0,0,0,0,0,1
Adlercreutzia equolifaciens,0,0,0,0,9296,23756,80970,34153
Adlercreutzia hattorii,0,0,0,0,0,0,5,0
Adlercreutzia shanghongiae,0,0,0,0,0,0,0,46
Aedoeadaptatus acetigenes,0,0,0,0,28,21,0,36
Aedoeadaptatus coli,0,0,0,0,0,0,0,11
Aedoeadaptatus ivorii,0,0,0,0,0,4,0,10
Aedoeadaptatus pacaensis,0,0,0,0,0,0,0,6
Aerococcus viridans,0,0,0,0,1,0,0,0
Agathobacter rectalis,478421,737047,993158,436564,213420,185138,96834,340956
Agathobaculum ammoniilyticum,0,0,0,0,0,4,0,25
Agathobaculum butyriciproducens,0,0,0,0,17592,26146,75496,15751
Akkermansia massiliensis,0,0,0,0,0,1,0,0
Akkermansia muciniphila,0,0,0,0,81196,212333,81400,130510
Alcanivorax profundi,0,1,0,0,0,0,0,0
Alistipes communis,0,0,0,0,0,0,0,254
Alistipes dispar,0,0,0,0,0,0,0,662
Alistipes finegoldii,102,145,375,88,41203,110257,85685,61924
Alistipes inops,0,0,0,0,0,1,1,0
Alistipes intestinihominis,0,0,0,0,0,0,4814,3493
Alistipes montrealensis,0,0,0,0,0,0,0,526
Alistipes onderdonkii,0,0,0,0,0,0,1,7580
Alistipes provencensis,15,0,10,0,0,1,0,0
Alistipes putredinis,298740,449562,741308,259600,128971,104580,63793,199315
Alistipes shahii,0,0,0,0,12550,33166,111060,45924
Alitiscatomonas aceti,1,2,0,0,0,21,0,3
Alkalithermobacter thermoalcaliphilus,0,0,0,0,0,0,6,0
Allofournierella massiliensis,0,0,0,0,0,102,0,0
Alloprevotella tannerae,8,8,24,5,70,0,0,15
Alloscardovia macacae,0,0,0,0,0,0,0,1
Alloscardovia omnicolens,0,0,0,0,4,0,0,0
Amedibacillus dolichus,1,0,1,0,0,0,0,0
Amedibacillus hominis,0,2,4,0,24,0,26,0
Amygdalobacter nucleatus,0,0,0,0,0,1,0,0
Anaerobium acetethylicum,0,0,0,0,0,1,0,0
Anaerobutyricum hallii,0,0,0,0,67581,161823,91043,97976
Anaerobutyricum soehngenii,0,0,0,0,0,215,0,0
Anaerococcus hydrogenalis,0,0,0,0,7,0,0,0
Anaerococcus jeddahensis,0,0,0,0,14,0,0,0
