"abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50"
0.841325008884445,0.730401550240523,0.408750217571417,0.638113729653166
