"","abundance_cols.healthy_stool_10_1","abundance_cols.healthy_stool_10_10","abundance_cols.healthy_stool_10_100","abundance_cols.healthy_stool_10_50","abundance_cols.healthy_stool_100_1","abundance_cols.healthy_stool_100_10","abundance_cols.healthy_stool_100_100","abundance_cols.healthy_stool_100_50"
"RRMSE",1393.02789272585,1026.56750543888,947.15561808078,1106.33994998529,1416.56079505207,436.52943454594,341.047263692369,544.103143154075
"AVGRE",317.294625903253,230.151073116655,254.168529631765,326.342290186907,92.5437247434088,94.9440194874865,94.6418171070453,94.6250047078464
"NRMSE",5689.86089322374,5511.14248491411,5406.82871931532,5388.6141579807,5232.44195898593,4808.62571679879,4451.91507831579,4753.87687337051
