species,abundance_cols.healthy_stool_10_1,abundance_cols.healthy_stool_10_10,abundance_cols.healthy_stool_10_100,abundance_cols.healthy_stool_10_50,abundance_cols.healthy_stool_100_1,abundance_cols.healthy_stool_100_10,abundance_cols.healthy_stool_100_100,abundance_cols.healthy_stool_100_50
Ruminococcus sp. YE282,21,36,51,41,13,9,4,18
Ruminococcus torques,0,0,0,1,4934,13024,6780,8512
Ruthenibacterium lactatiformans,55,91,71,102,2772,4162,10469,6836
Saccharicrinis fermentans,0,0,0,0,0,0,2,1
Salmonella enterica,0,0,0,0,13,63,750,50
Salmonella phage SSU5,0,0,0,0,0,0,1,0
Sanguibacteroides justesenii,0,0,0,0,37,41,130,363
Sarcina ventriculi,0,0,0,0,1,0,0,1
Schaalia turicensis,0,0,0,0,0,1,0,0
Segatella albensis,0,0,0,0,0,0,3,3
Segatella buccae,0,0,0,0,0,0,0,16
Segatella copri,503039,252310,102725,236807,496836,47959,10059,84619
Segatella maculosa,0,0,0,0,0,1,1,0
Segatella salivae,2,0,0,5,0,0,2,0
Sellimonas intestinalis,0,0,0,0,0,1,4,0
Senegalimassilia anaerobia,0,1,0,0,9,6,79,4
Serratia fonticola,0,0,0,0,0,3,1,4
Serratia marcescens,0,0,0,0,2,0,2,0
Serratia rubidaea,0,0,0,0,7,7,6,1
Shamshuipovirus HK022,0,0,0,0,0,0,2,10
Sharpea azabuensis,0,0,0,0,2,0,5,12
Shigella dysenteriae,0,0,0,0,10514,27954,936,17143
Shigella flexneri,0,0,0,0,816,2159,11651,1456
Shigella phage SfIV,0,0,0,0,0,2,0,0
Shuttleworthella satelles,0,0,0,0,0,0,0,1
Siccibacter turicensis,0,0,0,0,2,1,1,0
Slackia heliotrinireducens,0,0,0,0,0,0,2,1
Slackia piriformis,0,0,0,0,1,3,3,1
Sodalis praecaptivus,0,0,0,0,0,1,1,2
Solobacterium moorei,107,153,78,134,6,7,1,2
Sporobacter termitidis,0,0,0,0,0,0,1,0
Sporosarcina koreensis,0,0,0,0,7,5,12,13
Staphylococcus haemolyticus,0,0,0,0,0,2,0,4
Staphylococcus pseudintermedius,0,0,0,0,0,0,1,0
Stenotrophomonas pictorum,0,0,0,0,0,0,1,0
Stomatobaculum longum,88,89,54,104,19,14,30,34
Streptobacillus notomytis,0,0,0,0,2,1,6,2
Streptococcus cristatus,0,0,0,0,0,0,3,2
Streptococcus didelphis,0,0,0,0,0,1,0,0
Streptococcus dysgalactiae,1,0,2,0,0,0,0,0
Streptococcus gallolyticus,0,0,0,0,1,1,2,3
Streptococcus gordonii,0,0,0,0,0,4,3,0
Streptococcus iniae,0,0,0,0,0,0,4,0
Streptococcus minor,0,0,0,0,0,0,0,1
Streptococcus mitis,0,0,0,0,6,9,15,4
Streptococcus mutans,0,0,0,0,1,0,0,0
Streptococcus orisratti,5,0,0,2,3,0,0,9
Streptococcus parasanguinis,0,0,0,0,414,1082,6087,1598
Streptococcus phage YMC-2011,0,0,0,0,0,0,4,2
Streptococcus pneumoniae,0,0,0,0,0,2,0,0
Streptococcus pseudoporcinus,0,0,0,0,0,1,1,0
Streptococcus salivarius,0,0,0,0,800,2419,3808,3507
Streptococcus sanguinis,0,0,0,0,1,1,6,1
Streptococcus sobrinus,0,0,0,0,0,1,0,0
Streptococcus suis,0,0,0,0,3,1,6,5
Streptococcus thermophilus,0,0,0,0,1000,2267,5028,3291
Subdoligranulum variabile,38,476,335,462,21,28,421,15
Succiniclasticum ruminis,0,0,0,0,0,1,1,0
Succinispira mobilis,0,0,0,0,0,0,1,0
Syntrophomonas zehnderi,0,0,0,0,0,1,0,1
Tatumella citrea,0,0,0,0,0,0,2,1
Tessaracoccus flavus,0,0,0,0,0,2,0,0
Tessaracoccus massiliensis,0,0,0,0,0,1,0,0
Thauera humireducens,0,0,0,0,2,7,16,1
Thioalkalivibrio sulfidiphilus,0,0,0,0,0,0,1,0
Thiolinea disciformis,0,0,0,0,0,0,0,2
Thomasclavelia saccharogumia,0,0,0,0,3,5,9,8
Thomasclavelia spiroformis,0,0,0,0,1,0,3,1
Trabulsiella odontotermitis,0,0,0,0,3,5,12,9
Traorella massiliensis,6,7,7,10,21,14,21,8
Traversvirus II,0,0,0,0,36,548,527,156
Traversvirus PA28,0,0,0,0,3,16,8,11
Traversvirus tv24B,0,0,0,0,0,0,1,0
Traversvirus tv933W,0,0,0,0,1,1,0,5
Treponema berlinense,20,0,0,45,0,0,0,0
Treponema porcinum,0,0,0,0,0,2,0,0
Treponema putidum,1,0,0,3,0,0,0,0
Treponema succinifaciens,1,0,0,0,0,0,0,0
Treponema vincentii,2,7,6,3,1,1,1,2
Urinicoccus massiliensis,0,0,0,0,3,1,49,3
Varibaculum cambriense,0,0,0,0,1,0,0,0
Veillonella parvula,0,0,0,0,300,782,6031,1129
Veillonella seminalis,0,1,0,0,0,2,0,21
Vibrio tubiashii,0,0,0,0,0,0,3,0
Weissella jogaejeotgali,0,0,0,0,0,0,1,0
Wickerhamomyces ciferrii,0,0,0,0,9,37,0,0
Winslowiella iniecta,0,0,0,0,0,0,0,5
Winslowiella toletana,0,0,0,0,0,1,0,0
Xenophilus azovorans,0,0,0,0,0,0,1,0
Xenorhabdus bovienii,0,0,0,0,0,0,5,0
Xenorhabdus cabanillasii,0,0,0,0,29,44,161,96
Xenorhabdus nematophila,0,0,0,0,0,0,0,1
Xuanwuvirus P88,0,0,0,0,12,31,18,30
Xylanibacter brevis,0,0,0,0,0,0,1,0
Xylanibacter oryzae,0,0,1,0,3,0,0,0
Xylanibacter ruminicola,0,1,1,0,0,0,0,1
Yautsimvirus HK140,0,0,0,0,2,2,0,0
Yersinia pestis,0,0,0,0,22,80,183,101
Yersinia ruckeri,0,0,0,0,0,0,5,0
Yokenella regensburgei,0,0,0,0,5,6,49,10
