"abundance_cols.Healthy_stool_10_1","abundance_cols.Healthy_stool_10_10","abundance_cols.Healthy_stool_10_100","abundance_cols.Healthy_stool_10_50","abundance_cols.Healthy_stool_100_1","abundance_cols.Healthy_stool_100_10","abundance_cols.Healthy_stool_100_100","abundance_cols.Healthy_stool_100_50"
0.802957008218907,0.766925913021081,0.315130094293713,0.709033704680352,0.73713155449305,0.215245630087236,0.0214930100899995,0.309085758779821
