"","abundance_cols.Healthy_stool_10_1","abundance_cols.Healthy_stool_10_10","abundance_cols.Healthy_stool_10_100","abundance_cols.Healthy_stool_10_50","abundance_cols.Healthy_stool_100_1","abundance_cols.Healthy_stool_100_10","abundance_cols.Healthy_stool_100_100","abundance_cols.Healthy_stool_100_50"
"RRMSE",1368.54168613146,869.507730226858,732.568746979989,924.348374203115,1239.62902196005,358.151534685086,300.057317946366,346.156460038727
"AVGRE",90.4610854916835,89.6465472103096,93.0808663427468,90.5416231896055,92.1185703574491,93.387766729483,94.9237213113735,92.7897856293704
"NRMSE",1877.60322942333,1881.19548809338,1888.75478606052,1878.89908549483,1882.52356375625,1856.2834146672,1931.44533640649,1853.76489868229
