"sample","r2"
"healthy_stool_100_1",0.982334483460608
"healthy_stool_100_10",0.415711935193245
"healthy_stool_100_100",0.0466120438722255
"healthy_stool_100_50",0.383844702330719
"healthy_stool_10_1",0.963530755339575
"healthy_stool_10_10",0.705852318171332
"healthy_stool_10_100",0.352650002033837
"healthy_stool_10_50",0.650030176866751
