"sample","r2"
"healthy_stool_100_1",0.988829534691564
"healthy_stool_100_10",0.476269589122331
"healthy_stool_100_100",0.0381877939050357
"healthy_stool_100_50",0.629345986545073
"healthy_stool_10_1",0.962324318193508
"healthy_stool_10_10",0.753865018610316
"healthy_stool_10_100",0.397661366040995
"healthy_stool_10_50",0.728991506640091
