"abundance_cols.Healthy_stool_10_1","abundance_cols.Healthy_stool_10_10","abundance_cols.Healthy_stool_10_100","abundance_cols.Healthy_stool_10_50","abundance_cols.Healthy_stool_100_1","abundance_cols.Healthy_stool_100_10","abundance_cols.Healthy_stool_100_100","abundance_cols.Healthy_stool_100_50"
0.810221895949171,0.675018807203124,0.284276110482989,0.613359488755422,0.745626707186065,0.218328048741631,0.027335482953476,0.407484589068331
