"","abundance_cols.Healthy_stool_10_1","abundance_cols.Healthy_stool_10_10","abundance_cols.Healthy_stool_10_100","abundance_cols.Healthy_stool_10_50","abundance_cols.Healthy_stool_100_1","abundance_cols.Healthy_stool_100_10","abundance_cols.Healthy_stool_100_100","abundance_cols.Healthy_stool_100_50"
"RRMSE",1180.92097100424,790.0965568782,726.162570927602,833.267330853896,1083.68914876656,350.90383737492,289.583670919136,341.921991323399
"AVGRE",91.6914798096624,91.4394339900972,92.6993777205203,91.487856466138,92.3725922027151,92.1240876864731,94.7512037923722,92.9215929968642
"NRMSE",1876.54007958423,1880.95532767132,1894.7970752053,1878.55503782146,1885.14824728271,1865.94350202281,1927.6040536769,1858.01712204176
