"","TP","TN","FP","FN","TPR","FPR"
"abundance_cols.Healthy_stool_10_1",7,33820,3,492,0.0140280561122244,8.86970404754161e-05
"abundance_cols.Healthy_stool_10_10",7,33820,3,492,0.0140280561122244,8.86970404754161e-05
"abundance_cols.Healthy_stool_10_100",7,33820,3,492,0.0140280561122244,8.86970404754161e-05
"abundance_cols.Healthy_stool_10_50",7,33820,3,492,0.0140280561122244,8.86970404754161e-05
"abundance_cols.Healthy_stool_100_1",76,33820,22,423,0.152304609218437,0.000650079782518764
"abundance_cols.Healthy_stool_100_10",76,33820,21,423,0.152304609218437,0.000620549038148991
"abundance_cols.Healthy_stool_100_100",76,33820,20,423,0.152304609218437,0.000591016548463357
"abundance_cols.Healthy_stool_100_50",76,33820,21,423,0.152304609218437,0.000620549038148991
