"abundance_cols.Healthy_stool_10_1","abundance_cols.Healthy_stool_10_10","abundance_cols.Healthy_stool_10_100","abundance_cols.Healthy_stool_10_50","abundance_cols.Healthy_stool_100_1","abundance_cols.Healthy_stool_100_10","abundance_cols.Healthy_stool_100_100","abundance_cols.Healthy_stool_100_50"
0.794796199593331,0.648542229415359,0.211694592908802,0.586566996608082,0.731908877052584,0.149188596995077,0.0421759693122328,0.247705117945764
