"sample","r2"
"healthy_stool_100_1",0.990587061608978
"healthy_stool_100_10",0.512185370215944
"healthy_stool_100_100",0.0323387019945595
"healthy_stool_100_50",0.654043474283206
"healthy_stool_10_1",0.960681280244759
"healthy_stool_10_10",0.745241139114202
"healthy_stool_10_100",0.427081925382566
"healthy_stool_10_50",0.735278233793111
