"TaxonomyID","read_count"
537011,4968353.43333333
435590,628834.761566533
411479,411708.634899867
515619,502859.461627907
411903,129784.255813954
28116,170310.837039285
367928,123224.5
445970,121491.6
300267,104338.6
449673,101230
226186,130109.00194522
40520,87457.0571428571
435591,101182.433622608
411462,82181.4585623679
349741,70357
47678,77134.5446935308
206672,67511.9796234773
649756,85174.05
411469,59650.8
295405,66103.4564825828
515620,79772.1
411474,57200.8666666667
246787,54226.5061471862
411460,49868.4545454545
411483,52475.6666666667
536231,45676.6571428571
511680,38875.6
679935,33166.9597402597
709991,31659.8
1002367,25067.2
411461,24741.2
585394,21869.9636363636
471875,20538.7
1550024,18820.7142857143
626939,17612.5
702459,15970
717959,14568.8
NA,14018
NA,13368.5
1384063,15577.6545454545
999419,12025
266264,11908.1
1501391,11540.6
1121101,10825.9971962617
292800,10506.6
1051074,9632.4
1384484,9303.8
518637,9298.8
198214,8595.7
762982,9196.53333333333
1304,8309.3
762966,7795.1
445973,6302.1
411463,6238
479437,5410.9
1122981,4982
518635,5349
1069534,5106.7
568816,4765.2
NA,4705.7
97081,3278.2
592028,4551
657308,4414.4
NA,4235.1
760570,4131.8
NA,4032.4
679190,5460.2
NA,3819.2
333849,3766.2
NA,3613.7
1458465,3202.7
479436,3004.6
411468,3159.34545454545
901,2685.3
1033732,2071.1
537007,1575.9
563769,1410.8
NA,1569
518634,1378.41428571429
334413,1013.6
NA,614.5
1445607,728.5
1604,452.7
NA,557.1
196242,1076.5
1203606,488
1236513,497.9
1841865,536.5
1122986,443.3
564886,447.3
566550,421.9
1776384,416.9
1236518,397
1297617,354.8
NA,362
1871021,306
1650661,344.8
1841857,506.3
428127,352.3
NA,313
1437610,276.6
414970,284.4
445972,273.4
NA,258
1035839,249.6
NA,246.6
1650663,254.4
NA,229
NA,225
39480,212.3
NA,218
1841868,287.3
888743,210.7
1121094,214.6
99287,198.8
1123075,203.6
1871018,211.1
214092,205.7
1236517,225.5
476272,205.2
NA,203
NA,178.9
411473,345.5
796942,197.8
1427517,200.5
1150423,192.9
68895,193.1
997894,182.2
1211819,205.1
556268,199.8
NA,182
NA,181
411467,180.8
1121114,184.4
1121950,231.6
742743,170
NA,168
NA,165
NA,164
NA,145.9
36847,161.1
1547597,159.2
1852370,175.6
NA,155
NA,153
547042,149.9
1235834,252
NA,151
NA,142
NA,141
1122988,140.5
1006000,123.9
NA,132.6
NA,131
NA,131
NA,129.9
1567486,129
NA,128
NA,126
NA,126
1437607,127.2
NA,123.5
NA,120.4
1349822,99.9
1653435,125.5
NA,127
1122993,99
411471,120.1
NA,112
NA,105.8
NA,110
NA,110
3158780,109.3
NA,108.8
1408437,107.7
1150461,107.9
NA,107
NA,106
28141,110
NA,102.9
NA,103
NA,98.9
NA,97
NA,96
NA,111
1815968,83.1
1158614,95
NA,94
NA,92
NA,90.7
626937,91.1
NA,89
272563,93
NA,87
NA,85
927665,90.4
1903263,83.9
NA,84
1410657,80.9
604330,74.2
1447715,75.8
NA,76
NA,76
1160721,75.6
701347,80.5
NA,75
NA,74
411490,76.4
NA,72
NA,72
742817,72.5
585502,70
NA,68
1590550,66.5
NA,63
1118062,80.4
1745713,57.2
1134435,56
365659,58.5
NA,58
1035196,69
1122973,57
NA,56.5
NA,56
NA,56
NA,55
NA,55.5
NA,53.1
194948,58.2
NA,63.9
NA,53
NA,30.6
875454,57
NA,52
1034345,250.9
1300150,44.8
1236509,44.1
478749,50
226185,46.2
1122949,27
NA,48
1907654,49.2
NA,47
NA,47
1218112,57.7
NA,46
NA,46
NA,46
29524,44.6
NA,44
1121321,39.6
1242245,45
NA,43
NA,41
431947,37.5
NA,40
1147152,42.2
NA,39
762211,36.2
1120979,38
1871035,44.2
NA,37
NA,37
334735,37
NA,36.4
1121129,35.5
2897707,32.7
1121331,38.6
908937,50.1
NA,35
NA,35
1236498,35.5
796334,35.7
2585118,32.8
1871030,38.7
NA,33.7
667015,35.1
1917878,37
61647,31.2
NA,33
299766,30.8
NA,33.5
1157490,30.8
NA,31
NA,31
NA,30
NA,30
NA,30
NA,30
NA,30
634500,28.5
518636,31.8
NA,30.1
2681617,25.5
1660368,30.8
966,32
NA,28.6
871963,25.8
NA,29
525919,24.9
44008,26.6
78344,28.4
NA,60
553178,33.2
82983,27
NA,27
NA,27
1122155,28.5
1723382,26.9
1121323,19.7
1121333,24.1
742733,28.1
444461,30.2
NA,25
290052,25.7
NA,25.1
428126,19.8
85698,18.1
NA,24
NA,24
NA,24
1123298,21.9
1852362,25
1871022,24
NA,23
NA,23
1000568,36.3
NA,26.4
1147153,22
1122985,17.8
768486,20.7
NA,21
NA,21
NA,21
1122228,21
880074,20.3
379893,21.2
1796646,20.9
667120,27.1
1121296,19.3
35760,19.4
NA,19
NA,19
591001,19.6
NA,18
NA,18
NA,18
NA,18
1123304,19.8
1044999,16.5
NA,17.4
NA,17
NA,17.1
NA,16.6
NA,17
1122142,22.2
1236516,21.4
947969,17
344612,13.6
406818,11
626522,16.3
NA,16
740709,16.6
NA,16.5
1796620,16
432201,16.3
1649240,16
NA,15
888064,10.7
258723,14.9
1225786,17.7
936054,15
1601,10.3
504474,15.2
NA,14
NA,14
NA,14
1120995,8.8
1769291,14
869213,5.3
565655,13
592026,31.5
NA,12.3
NA,13
NA,13
911023,15.1
1300165,13.3
NA,13
1159016,11.3
1870997,13.3
553175,11.5
1218092,10.2
77635,12
NA,12.1
NA,12
1191699,9.7
NA,12
1720313,12.2
1655645,12
1267,6.3
1125702,11.4
NA,11
NA,11
NA,11.1
NA,173.3
679199,10.6
1437608,13.5
1712031,11
55884,5.5
155148,11
1123313,10.7
NA,10
NA,10
NA,8.5
208224,11.2
441769,10
1122983,9.8
1437609,9.3
1432052,10
379329,17
NA,10.1
NA,8.7
NA,8.2
NA,9
NA,9
1258574,9
1410674,9.4
