"TaxonomyID","read_count"
435590,618657.753672709
537011,802788.684210526
411479,456188.856097558
28116,499301.137922538
1150298,296304.8
300267,270315.7
449673,302724.118181818
515619,236596.050857143
226186,365261.338007542
435591,255383.649189406
40520,234961
411462,279505.22
349741,183948
47678,218522.182608696
411469,168237.7
206672,162922.114285714
515620,219429.7
649756,149780.404
246787,174256.932693557
295405,168134.139397256
411474,140501.204
411460,134038.351368421
536231,145890.408
411903,118671
367928,114028.8
679935,117029.692857143
511680,101156.2
411461,95484.4
709991,83203.3
585394,63317.2485714286
411483,69648.9214285714
471875,52216.7
NA,43210.8
NA,41749.9
626939,45243.9052631579
1550024,45069.8857142857
702459,41100.9
1384063,69212.732
266264,31419.8
717959,32220.00625
999419,28911.4738461539
411463,25210.7
1121101,26932.128815098
1384484,24308.6
292800,26405.3563909774
1304,23378.6
1051074,23331.1
198214,24652.2
762966,19843.5
762982,17532.1
445973,16448.5
518635,14348.4
1069534,13376.8
479437,13301.9
NA,14046.6
568816,12675.7052631579
657308,12175.8
NA,12300.1
592028,11908.2
760570,11084.7
NA,10386.7
99287,6525.3
NA,10306.9
NA,9983.1
333849,9969.7
679190,20981.05625
1122981,9168.1
1458465,8635.04285714286
479436,7857.7
901,7218
564886,4659.6
NA,4561.2
537007,4404.4
489779,3369.5
518634,4320.5
334413,2653
NA,1673.6
1236518,1489.9
39480,1832
411468,1760.4
1660368,1963.7
742740,1259.2
566550,963.3
NA,1206.5
1776384,953.5
NA,1024.5
NA,904
1445607,901.7
752555,892.8
1871030,1012.9
NA,794.8
1033731,1079.1
1123313,676.2
563769,708
1841865,625.9
214092,710.7
NA,704
1437610,731.7
445972,679.8
1035839,654.8
1852370,785.4
NA,597
NA,576
1427517,565.5
1254439,384.6
NA,559.2
2585118,610
NA,540.5
76123,526.7
NA,618.3
1871021,495.3
NA,514.7
NA,514
411467,477.9
1150423,684
1122983,425.5
68895,487.7
1871035,692
1147152,467.4
NA,476.6
428127,479.1
411473,582.5
927665,387.1
997894,454.6
NA,424
NA,418
1547597,413.2
1122988,413
NA,405
NA,401
NA,397
1408437,415.7
NA,378
679200,462.5
NA,370
NA,369
1437607,380.1
203275,499.1
NA,472.6
1567486,361.9
NA,358
547042,368.6
742743,385.2
626522,332.5
701347,347.5
196242,440.1
NA,346
NA,343.4
NA,337
NA,335
1841857,342.1
NA,332
1121114,326
NA,327.9
NA,323
NA,322
NA,282.9
NA,314
NA,309
1653435,312.1
1650663,285.1
NA,304.8
1218112,265.2
1121950,289.2
1121094,296.7
1158614,285.5
272563,282.2
1410657,281
NA,275.1
1650661,288.8
NA,273
1150461,272
1033732,274.3
NA,269
411471,269.4
1815968,245.2
NA,258
NA,253
NA,249
NA,247
NA,239.2
NA,235
1871018,258.7
NA,228.3
NA,225.6
NA,224
NA,224
NA,221
NA,219
1447715,214.1
NA,214
1211819,263.5
NA,210
NA,208
411490,214.4
1122973,200.1
NA,197
NA,197
1160721,188.9
