"TaxonomyID","read_count"
537011,2523150.00505051
435590,2083087.66511085
411479,1774100.40566036
515619,764856.360229885
411903,455973.085714286
367928,425681.514285714
411483,149677.614928635
39482,5993.3
411461,7010.04461538462
1122155,4298
435591,10491.7173929341
40520,3250
536231,6071.71717948718
585394,3129.95230769231
295405,5135.09892820881
NA,1765.7
246787,1186.63928571429
NA,948.7
1123313,1488.7
411474,1017.21517241379
796942,699.4
1211819,646
1236513,478.4
1720313,331.6
3158780,378
537007,436
511680,364.762068965517
411471,228
428127,184.1
556268,206.9
28116,187.1
649756,298.558620689655
411469,447.003448275862
1871021,180.76
478749,162.5
1121129,122
717959,88
566550,93.98
1125702,71.4
411463,59
1050201,69.1
1852362,58
1796620,54.2
290054,35
947969,35
698758,36
NA,40
1349822,33
2897707,27
44008,25.2
431947,33.6
NA,26
1410653,25.7
679200,27.1
1720204,24.1
1035196,21.6
484018,44.8
796943,21.4
1841868,20.2
679935,16
1123263,18.6
NA,13.5
290052,10.4
1653435,11.6
1203606,10.6
742733,9.2
1384063,8.5
663278,9.2
292800,9.6
667015,7.4
762982,7.2
NA,6.5
1841865,6.8
1150461,10.6
206672,16.8
1033732,9.2
1871035,5.1
1506471,4.6
759913,3
411460,3.3
NA,3
NA,3
470145,3.3
1121865,7.6
509191,2
NA,2
626523,1.9
NA,2.1
915438,1.7
NA,2
1776382,5.1
869209,1
264731,0.5
1458465,1.1
697329,1
1687,1
1150423,1.1
873513,1.3
NA,1
411468,1
398512,0.8
155865,1.1
221027,1
NA,2.1
883156,1.1
