Domain,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_100_100,Healthy_stool_100_10,Healthy_stool_100_1,Healthy_stool_100_50,Healthy_stool_10_100,Healthy_stool_10_10,Healthy_stool_10_1,Healthy_stool_10_50
Archaea,Euryarchaeota,Thermoplasmata,c_Thermoplasmata,c_Thermoplasmata,c_Thermoplasmata,methanogenic archaeon ISO4-H5,methanogenic archaeon ISO4-H5,3068,1,5,2,1,0,0,0,0
Archaea,Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,Candidatus Nitrosopelagicus,Candidatus Nitrosopelagicus brevis,Candidatus Nitrosopelagicus brevis,922,1,0,1,0,0,0,1,0
Archaea,Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,Candidatus Nitrosotalea,Candidatus Nitrosotalea devanaterra,Candidatus Nitrosotalea devanaterra,927,2,5,0,0,2,0,1,0
Archaea,Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,Candidatus Nitrosotalea,Candidatus Nitrosotalea okcheonensis,Candidatus Nitrosotalea okcheonensis,928,1,0,0,0,0,0,0,0
Archaea,Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,Candidatus Nitrosotenuis,Candidatus Nitrosotenuis aquarius,Candidatus Nitrosotenuis aquarius,929,0,0,0,1,0,0,0,0
Archaea,Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,Candidatus Nitrosotenuis,Candidatus Nitrosotenuis cloacae,Candidatus Nitrosotenuis cloacae,930,0,0,0,0,0,0,0,1
Archaea,Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,p_Thaumarchaeota,Candidatus Nitrosotenuis,Candidatus Nitrosotenuis sp. DW1,Candidatus Nitrosotenuis sp. DW1,931,0,1,0,1,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,o_Corynebacteriales,o_Corynebacteriales,o_Corynebacteriales,o_Corynebacteriales,3529,18,19,56,8,9,27,66,18
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,o_Micrococcales,o_Micrococcales,o_Micrococcales,o_Micrococcales,3542,10,3,2,5,5,3,0,1
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,o_Propionibacteriales,o_Propionibacteriales,o_Propionibacteriales,o_Propionibacteriales,3548,1,0,0,1,0,1,1,0
Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,o_Streptosporangiales,o_Streptosporangiales,o_Streptosporangiales,o_Streptosporangiales,3555,1,2,0,2,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,c_Actinobacteria,c_Actinobacteria,c_Actinobacteria,Actinobacteria bacterium IMCC26256,Actinobacteria bacterium IMCC26256,115,5,3,0,1,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,c_Actinobacteria,c_Actinobacteria,c_Actinobacteria,Actinobacteria bacterium YIM 96077,Actinobacteria bacterium YIM 96077,116,2,4,19,5,2,10,27,26
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,o_Coriobacteriales,o_Coriobacteriales,o_Coriobacteriales,o_Coriobacteriales,3528,26,21,23,31,110,45,54,41
Bacteria,Aquificae,Aquificae,Aquificales,o_Aquificales,o_Aquificales,o_Aquificales,o_Aquificales,3519,0,0,0,1,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,o_Bacteroidales,o_Bacteroidales,o_Bacteroidales,o_Bacteroidales,3521,13642,14425,11642,15046,20924,16748,13656,16896
Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,o_Marinilabiliales,o_Marinilabiliales,o_Marinilabiliales,o_Marinilabiliales,3541,5,0,0,1,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,o_Cytophagales,o_Cytophagales,o_Cytophagales,o_Cytophagales,3530,8,7,10,9,9,12,19,12
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,o_Flavobacteriales,o_Flavobacteriales,o_Flavobacteriales,o_Flavobacteriales,3535,56,31,149,55,33,69,128,51
Bacteria,Bacteroidetes,p_Bacteroidetes,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,f_Rhodothermaceae,f_Rhodothermaceae,f_Rhodothermaceae,1771,4,3,3,0,3,0,1,2
Bacteria,Balneolaeota,p_Balneolaeota,p_Balneolaeota,p_Balneolaeota,Candidatus Cyclonatronum,Candidatus Cyclonatronum proteinivorum,Candidatus Cyclonatronum proteinivorum,874,5,3,1,8,4,6,1,7
Bacteria,Candidatus Bipolaricaulota,p_Candidatus Bipolaricaulota,p_Candidatus Bipolaricaulota,p_Candidatus Bipolaricaulota,Candidatus Bipolaricaulis,Candidatus Bipolaricaulis anaerobius,Candidatus Bipolaricaulis anaerobius,867,0,1,0,1,0,0,0,0
Bacteria,Candidatus Cloacimonetes,p_Candidatus Cloacimonetes,p_Candidatus Cloacimonetes,p_Candidatus Cloacimonetes,Candidatus Cloacimonas,Candidatus Cloacimonas acidaminovorans,Candidatus Cloacimonas acidaminovorans,872,4,6,29,11,5,16,17,12
Bacteria,Candidatus Saccharibacteria,p_Candidatus Saccharibacteria,p_Candidatus Saccharibacteria,p_Candidatus Saccharibacteria,Candidatus Saccharimonas,Candidatus Saccharimonas aalborgensis,Candidatus Saccharimonas aalborgensis,964,0,0,0,1,0,0,0,1
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Aphanizomenonaceae,f_Aphanizomenonaceae,f_Aphanizomenonaceae,f_Aphanizomenonaceae,1682,1,0,0,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Nostocaceae,f_Nostocaceae,f_Nostocaceae,f_Nostocaceae,1744,3,4,4,2,2,4,5,5
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,o_Nostocales,o_Nostocales,Nostocales cyanobacterium HT-58-2,Nostocales cyanobacterium HT-58-2,3506,1,1,0,5,1,1,0,4
Bacteria,Firmicutes,Bacilli,Bacillales,o_Bacillales,o_Bacillales,o_Bacillales,o_Bacillales,3520,124,150,61,105,34,25,21,37
Bacteria,Firmicutes,Bacilli,Lactobacillales,o_Lactobacillales,o_Lactobacillales,o_Lactobacillales,o_Lactobacillales,3539,164,105,47,91,6,3,8,6
Bacteria,Firmicutes,Clostridia,Clostridiales,o_Clostridiales,o_Clostridiales,o_Clostridiales,o_Clostridiales,3527,10896,4392,1853,4227,1023,998,644,1016
Bacteria,Firmicutes,Clostridia,Halanaerobiales,o_Halanaerobiales,o_Halanaerobiales,o_Halanaerobiales,o_Halanaerobiales,3537,0,1,0,0,0,0,0,0
