Domain,Phylum,Class,Order,Family,Genus,Species,Name,ti,Healthy_stool_100_100,Healthy_stool_100_1,Healthy_stool_100_50,Healthy_stool_10_100,Healthy_stool_10_10,Healthy_stool_10_1,Healthy_stool_10_50
Bacteria,d_Bacteria,d_Bacteria,d_Bacteria,d_Bacteria,d_Bacteria,d_Bacteria,d_Bacteria,698,319,453,304,234,253,356,233
Bacteria,Actinobacteria,p_Actinobacteria,p_Actinobacteria,p_Actinobacteria,p_Actinobacteria,p_Actinobacteria,p_Actinobacteria,1880,2,3,1,4,1,0,3
Bacteria,Bacteroidetes,p_Bacteroidetes,p_Bacteroidetes,p_Bacteroidetes,p_Bacteroidetes,p_Bacteroidetes,p_Bacteroidetes,1881,128,284,132,94,184,254,167
Bacteria,Firmicutes,p_Firmicutes,p_Firmicutes,p_Firmicutes,p_Firmicutes,p_Firmicutes,p_Firmicutes,1882,179,74,179,58,40,39,33
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,1883,2,0,1,0,1,1,0
Bacteria,Proteobacteria,p_Proteobacteria,p_Proteobacteria,p_Proteobacteria,p_Proteobacteria,p_Proteobacteria,p_Proteobacteria,1884,42,38,30,22,21,37,20
Bacteria,Tenericutes,p_Tenericutes,p_Tenericutes,p_Tenericutes,p_Tenericutes,p_Tenericutes,p_Tenericutes,1885,1,0,0,0,0,0,0
Bacteria,d_Bacteria,d_Bacteria,d_Bacteria,d_Bacteria,d_Bacteria,bacterium BFN5,bacterium BFN5,279,3,2,0,0,0,0,0
Archaea,Euryarchaeota,Halobacteria,c_Halobacteria,c_Halobacteria,c_Halobacteria,c_Halobacteria,c_Halobacteria,405,0,4,0,1,2,1,4
Archaea,Euryarchaeota,Methanomicrobia,c_Methanomicrobia,c_Methanomicrobia,c_Methanomicrobia,c_Methanomicrobia,c_Methanomicrobia,406,1,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,c_Actinobacteria,c_Actinobacteria,c_Actinobacteria,c_Actinobacteria,c_Actinobacteria,395,8,5,11,10,2,9,4
Bacteria,Actinobacteria,Coriobacteriia,c_Coriobacteriia,c_Coriobacteriia,c_Coriobacteriia,c_Coriobacteriia,c_Coriobacteriia,401,5,2,5,19,12,8,2
Bacteria,Actinobacteria,p_Actinobacteria,p_Actinobacteria,p_Actinobacteria,p_Actinobacteria,Actinobacteria bacterium IMCC19121,Actinobacteria bacterium IMCC19121,52,1,0,0,0,0,0,0
Bacteria,Actinobacteria,p_Actinobacteria,p_Actinobacteria,p_Actinobacteria,p_Actinobacteria,Actinobacteria bacterium IMCC25003,Actinobacteria bacterium IMCC25003,53,0,0,1,0,0,0,0
Bacteria,Actinobacteria,p_Actinobacteria,p_Actinobacteria,p_Actinobacteria,p_Actinobacteria,Actinobacteria bacterium IMCC26077,Actinobacteria bacterium IMCC26077,54,2,0,0,0,0,1,0
Bacteria,Bacteroidetes,Bacteroidia,c_Bacteroidia,c_Bacteroidia,c_Bacteroidia,c_Bacteroidia,c_Bacteroidia,398,1,4,4,3,2,5,8
Bacteria,candidate division Zixibacteria,p_candidate division Zixibacteria,p_candidate division Zixibacteria,p_candidate division Zixibacteria,p_candidate division Zixibacteria,candidate division Zixibacteria bacterium,candidate division Zixibacteria bacterium,437,0,0,0,1,0,0,0
Bacteria,Candidatus Saccharibacteria,p_Candidatus Saccharibacteria,p_Candidatus Saccharibacteria,p_Candidatus Saccharibacteria,p_Candidatus Saccharibacteria,Candidatus Saccharibacteria bacterium oral taxon 488,Candidatus Saccharibacteria bacterium oral taxon 488,473,0,1,0,0,1,0,1
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,o_Nostocales,o_Nostocales,o_Nostocales,o_Nostocales,1839,0,6,0,0,0,3,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,o_Synechococcales,o_Synechococcales,o_Synechococcales,o_Synechococcales,1846,0,0,0,1,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,p_Cyanobacteria,p_Cyanobacteria,p_Cyanobacteria,cyanobacterium endosymbiont of Rhopalodia gibberula,cyanobacterium endosymbiont of Rhopalodia gibberula,691,0,0,1,0,0,0,0
Bacteria,Firmicutes,Bacilli,c_Bacilli,c_Bacilli,c_Bacilli,c_Bacilli,c_Bacilli,397,22,15,6,4,3,4,8
Bacteria,Firmicutes,Clostridia,c_Clostridia,c_Clostridia,c_Clostridia,c_Clostridia,c_Clostridia,400,2,5,3,1,3,1,0
Bacteria,Firmicutes,Negativicutes,c_Negativicutes,c_Negativicutes,c_Negativicutes,c_Negativicutes,c_Negativicutes,408,1,1,2,0,0,0,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium,Planctomycetes bacterium,2047,0,0,0,1,0,0,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium ElP,Planctomycetes bacterium ElP,2048,0,0,1,0,0,0,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium FF011L,Planctomycetes bacterium FF011L,2049,0,1,1,0,0,0,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium K22_7,Planctomycetes bacterium K22_7,2050,1,0,1,0,0,1,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium KS4,Planctomycetes bacterium KS4,2051,1,0,1,0,0,1,1
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium MalM14,Planctomycetes bacterium MalM14,2052,0,1,0,0,0,0,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium MalM25,Planctomycetes bacterium MalM25,2053,0,0,0,0,0,1,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium Pan241w,Planctomycetes bacterium Pan241w,2054,1,5,1,0,0,4,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium Pan258,Planctomycetes bacterium Pan258,2055,0,0,1,0,0,0,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium Pan265,Planctomycetes bacterium Pan265,2056,0,0,0,0,0,2,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium Pla110,Planctomycetes bacterium Pla110,2057,2,0,0,0,0,0,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium Pla163,Planctomycetes bacterium Pla163,2058,0,0,0,0,0,1,1
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium Pla175,Planctomycetes bacterium Pla175,2059,0,0,1,0,0,0,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium Pla85_3_4,Planctomycetes bacterium Pla85_3_4,2060,0,1,0,0,0,0,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium SRT547,Planctomycetes bacterium SRT547,2061,1,0,0,0,0,0,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium SV_7m_r,Planctomycetes bacterium SV_7m_r,2062,2,0,0,0,0,0,0
Bacteria,Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,p_Planctomycetes,Planctomycetes bacterium V22,Planctomycetes bacterium V22,2063,0,3,0,0,2,1,2
Bacteria,Proteobacteria,Alphaproteobacteria,c_Alphaproteobacteria,c_Alphaproteobacteria,c_Alphaproteobacteria,c_Alphaproteobacteria,c_Alphaproteobacteria,396,7,10,12,7,7,8,6
Bacteria,Proteobacteria,Betaproteobacteria,c_Betaproteobacteria,c_Betaproteobacteria,c_Betaproteobacteria,c_Betaproteobacteria,c_Betaproteobacteria,399,7,1,5,6,0,2,2
Bacteria,Proteobacteria,Deltaproteobacteria,c_Deltaproteobacteria,c_Deltaproteobacteria,c_Deltaproteobacteria,c_Deltaproteobacteria,c_Deltaproteobacteria,402,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Epsilonproteobacteria,c_Epsilonproteobacteria,c_Epsilonproteobacteria,c_Epsilonproteobacteria,c_Epsilonproteobacteria,c_Epsilonproteobacteria,403,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,404,44,36,32,13,17,22,15
Bacteria,Tenericutes,Mollicutes,c_Mollicutes,c_Mollicutes,c_Mollicutes,c_Mollicutes,c_Mollicutes,407,1,0,0,0,0,0,0
Bacteria,Tenericutes,p_Tenericutes,p_Tenericutes,p_Tenericutes,p_Tenericutes,Tenericutes bacterium MO-XQ,Tenericutes bacterium MO-XQ,2593,1,0,0,0,0,0,0
Bacteria,Tenericutes,p_Tenericutes,p_Tenericutes,p_Tenericutes,p_Tenericutes,Tenericutes bacterium MZ-XQ,Tenericutes bacterium MZ-XQ,2594,0,0,2,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,o_Corynebacteriales,o_Corynebacteriales,o_Corynebacteriales,o_Corynebacteriales,1827,1,5,2,1,5,6,2
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,o_Micrococcales,o_Micrococcales,o_Micrococcales,o_Micrococcales,1835,2,0,1,1,1,0,0
Bacteria,Actinobacteria,Actinobacteria,c_Actinobacteria,c_Actinobacteria,c_Actinobacteria,Actinobacteria bacterium YIM 96077,Actinobacteria bacterium YIM 96077,55,1,1,0,2,0,2,2
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,o_Coriobacteriales,o_Coriobacteriales,o_Coriobacteriales,o_Coriobacteriales,1826,4,3,4,9,5,4,2
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,o_Bacteroidales,o_Bacteroidales,o_Bacteroidales,o_Bacteroidales,1820,1352,1200,1448,2085,1641,1354,1716
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,o_Cytophagales,o_Cytophagales,o_Cytophagales,o_Cytophagales,1828,1,0,0,2,1,2,1
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,o_Flavobacteriales,o_Flavobacteriales,o_Flavobacteriales,o_Flavobacteriales,1833,7,9,5,0,5,10,5
Bacteria,Bacteroidetes,p_Bacteroidetes,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,f_Rhodothermaceae,f_Rhodothermaceae,f_Rhodothermaceae,915,0,0,0,1,0,0,1
Bacteria,Balneolaeota,p_Balneolaeota,p_Balneolaeota,p_Balneolaeota,Candidatus Cyclonatronum,Candidatus Cyclonatronum proteinivorum,Candidatus Cyclonatronum proteinivorum,448,2,1,1,2,0,0,0
Bacteria,Candidatus Cloacimonetes,p_Candidatus Cloacimonetes,p_Candidatus Cloacimonetes,p_Candidatus Cloacimonetes,Candidatus Cloacimonas,Candidatus Cloacimonas acidaminovorans,Candidatus Cloacimonas acidaminovorans,447,1,3,1,0,2,1,1
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Nostocaceae,f_Nostocaceae,f_Nostocaceae,f_Nostocaceae,898,0,2,0,0,0,0,1
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,o_Nostocales,o_Nostocales,Nostocales cyanobacterium HT-58-2,Nostocales cyanobacterium HT-58-2,1812,0,0,1,0,1,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Oscillatoriales,o_Oscillatoriales,o_Oscillatoriales,Oscillatoriales cyanobacterium JSC-12,Oscillatoriales cyanobacterium JSC-12,1874,0,0,0,0,2,0,0
Bacteria,Firmicutes,Bacilli,Bacillales,o_Bacillales,o_Bacillales,o_Bacillales,o_Bacillales,1819,14,5,8,0,2,0,1
Bacteria,Firmicutes,Bacilli,Lactobacillales,o_Lactobacillales,o_Lactobacillales,o_Lactobacillales,o_Lactobacillales,1834,19,2,11,0,0,0,2
Bacteria,Firmicutes,Clostridia,Clostridiales,o_Clostridiales,o_Clostridiales,o_Clostridiales,o_Clostridiales,1825,1062,201,409,115,97,60,116
Bacteria,Firmicutes,p_Firmicutes,p_Firmicutes,p_Firmicutes,Ndongobacter,Ndongobacter massiliensis,Ndongobacter massiliensis,1753,2,0,1,0,0,0,0
Bacteria,Planctomycetes,Phycisphaerae,c_Phycisphaerae,c_Phycisphaerae,c_Phycisphaerae,Phycisphaerae bacterium RAS2,Phycisphaerae bacterium RAS2,2040,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,o_Rhizobiales,o_Rhizobiales,o_Rhizobiales,o_Rhizobiales,1842,2,1,3,1,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,o_Rhodospirillales,o_Rhodospirillales,o_Rhodospirillales,o_Rhodospirillales,1844,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,o_Sphingomonadales,o_Sphingomonadales,o_Sphingomonadales,o_Sphingomonadales,1845,1,0,1,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,o_Burkholderiales,o_Burkholderiales,o_Burkholderiales,1822,6,1,7,6,0,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,o_Neisseriales,o_Neisseriales,o_Neisseriales,o_Neisseriales,1837,0,1,0,2,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,o_Nitrosomonadales,o_Nitrosomonadales,o_Nitrosomonadales,o_Nitrosomonadales,1838,0,1,2,2,0,6,0
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,o_Rhodocyclales,o_Rhodocyclales,o_Rhodocyclales,o_Rhodocyclales,1843,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Bradymonadales,o_Bradymonadales,o_Bradymonadales,o_Bradymonadales,o_Bradymonadales,1821,0,0,0,0,2,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,o_Desulfobacterales,o_Desulfobacterales,o_Desulfobacterales,o_Desulfobacterales,1829,0,0,0,1,0,0,1
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,o_Desulfuromonadales,o_Desulfuromonadales,o_Desulfuromonadales,o_Desulfuromonadales,1830,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,o_Myxococcales,o_Myxococcales,o_Myxococcales,o_Myxococcales,1836,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,o_Campylobacterales,o_Campylobacterales,o_Campylobacterales,o_Campylobacterales,1823,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,o_Cellvibrionales,o_Cellvibrionales,o_Cellvibrionales,o_Cellvibrionales,1824,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,o_Enterobacterales,o_Enterobacterales,o_Enterobacterales,o_Enterobacterales,1831,9,16,6,2,3,2,3
Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,o_Oceanospirillales,o_Oceanospirillales,o_Oceanospirillales,o_Oceanospirillales,1840,0,0,0,3,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,o_Pseudomonadales,o_Pseudomonadales,o_Pseudomonadales,o_Pseudomonadales,1841,0,1,2,1,0,3,1
Bacteria,Proteobacteria,Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,Bathymodiolus septemdierum thioautotrophic gill symbiont,Bathymodiolus septemdierum thioautotrophic gill symbiont,305,1,1,0,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,Candidatus Baumannia cicadellinicola,Candidatus Baumannia cicadellinicola,444,1,0,1,0,0,0,0
Bacteria,Proteobacteria,Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,c_Gammaproteobacteria,Gammaproteobacteria bacterium DM2,Gammaproteobacteria bacterium DM2,1227,0,4,0,0,3,2,1
Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,o_Entomoplasmatales,o_Entomoplasmatales,o_Entomoplasmatales,o_Entomoplasmatales,1832,1,0,0,0,0,0,0
Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,o_Thermoplasmatales,o_Thermoplasmatales,Thermoplasmatales archaeon BRNA1,Thermoplasmatales archaeon BRNA1,2629,0,0,0,0,0,0,1
Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,f_Actinomycetaceae,f_Actinomycetaceae,f_Actinomycetaceae,868,0,0,0,1,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,f_Bifidobacteriaceae,f_Bifidobacteriaceae,f_Bifidobacteriaceae,872,1,0,1,1,1,1,1
Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,f_Mycobacteriaceae,f_Mycobacteriaceae,f_Mycobacteriaceae,896,2,1,3,0,0,4,3
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,f_Microbacteriaceae,f_Microbacteriaceae,f_Microbacteriaceae,892,0,1,1,0,1,1,0
Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,f_Micrococcaceae,f_Micrococcaceae,f_Micrococcaceae,893,1,0,0,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,f_Micromonosporaceae,f_Micromonosporaceae,f_Micromonosporaceae,894,0,0,1,0,0,0,0
Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,f_Nocardioidaceae,f_Nocardioidaceae,f_Nocardioidaceae,897,0,0,1,0,0,0,0
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,f_Atopobiaceae,f_Atopobiaceae,f_Atopobiaceae,870,4,1,3,2,1,1,0
Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,f_Eggerthellaceae,f_Eggerthellaceae,f_Eggerthellaceae,880,23,2,10,5,0,1,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,f_Dysgonomonadaceae,f_Dysgonomonadaceae,f_Dysgonomonadaceae,879,0,0,0,0,0,0,2
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,f_Muribaculaceae,f_Muribaculaceae,f_Muribaculaceae,895,2,2,5,0,0,3,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,f_Odoribacteraceae,f_Odoribacteraceae,f_Odoribacteraceae,899,3,0,4,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,f_Prevotellaceae,f_Prevotellaceae,f_Prevotellaceae,908,1,18,5,8,12,11,10
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,f_Rikenellaceae,f_Rikenellaceae,f_Rikenellaceae,916,0,0,1,1,3,1,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,f_Tannerellaceae,f_Tannerellaceae,f_Tannerellaceae,921,2,0,0,0,0,0,0
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,o_Bacteroidales,Phocaeicola,g_Phocaeicola,g_Phocaeicola,1158,345,556,906,2268,1849,1266,2067
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,o_Bacteroidales,o_Bacteroidales,Bacteroidales bacterium CF,Bacteroidales bacterium CF,280,1,9,4,9,5,16,2
Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,f_Chitinophagaceae,f_Chitinophagaceae,f_Chitinophagaceae,875,0,2,0,0,0,0,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,f_Hymenobacteraceae,f_Hymenobacteraceae,f_Hymenobacteraceae,889,1,1,0,2,1,1,0
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,o_Cytophagales,o_Cytophagales,Cytophagales bacterium TFI 002,Cytophagales bacterium TFI 002,697,3,0,0,0,0,0,0
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,f_Flavobacteriaceae,f_Flavobacteriaceae,f_Flavobacteriaceae,885,11,17,12,5,11,8,7
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,f_Weeksellaceae,f_Weeksellaceae,f_Weeksellaceae,923,1,0,0,0,0,1,0
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,f_Sphingobacteriaceae,f_Sphingobacteriaceae,f_Sphingobacteriaceae,918,6,1,2,0,0,0,0
Bacteria,Bacteroidetes,p_Bacteroidetes,Bacteroidetes Order II. Incertae sedis,Rhodothermaceae,f_Rhodothermaceae,Rhodothermaceae bacterium,Rhodothermaceae bacterium,2241,0,1,1,0,0,5,1
Bacteria,Chloroflexi,Dehalococcoidia,c_Dehalococcoidia,c_Dehalococcoidia,Dehalogenimonas,Dehalogenimonas formicexedens,Dehalogenimonas formicexedens,706,0,0,2,0,0,0,0
Bacteria,Chloroflexi,Dehalococcoidia,c_Dehalococcoidia,c_Dehalococcoidia,Dehalogenimonas,Dehalogenimonas lykanthroporepellens,Dehalogenimonas lykanthroporepellens,707,1,0,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Nostocaceae,Nostoc,g_Nostoc,g_Nostoc,1150,0,0,1,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Nostocales,Scytonemataceae,Scytonema,g_Scytonema,g_Scytonema,1185,1,0,0,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Merismopediaceae,Synechocystis,g_Synechocystis,g_Synechocystis,1206,0,0,1,0,0,0,0
Bacteria,Cyanobacteria,p_Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,g_Synechococcus,g_Synechococcus,1205,0,0,1,0,0,0,0
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,f_Bacillaceae,f_Bacillaceae,f_Bacillaceae,871,10,3,4,1,1,0,5
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,f_Paenibacillaceae,f_Paenibacillaceae,f_Paenibacillaceae,902,1,0,0,0,0,0,0
Bacteria,Firmicutes,Bacilli,Bacillales,o_Bacillales,Gemella,g_Gemella,g_Gemella,1092,0,0,1,1,1,2,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,f_Enterococcaceae,f_Enterococcaceae,f_Enterococcaceae,882,2,0,0,0,3,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,f_Lactobacillaceae,f_Lactobacillaceae,f_Lactobacillaceae,891,0,0,1,0,0,0,0
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,f_Streptococcaceae,f_Streptococcaceae,f_Streptococcaceae,920,0,2,0,0,1,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,f_Clostridiaceae,f_Clostridiaceae,f_Clostridiaceae,876,0,0,0,1,0,0,1
Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,f_Lachnospiraceae,f_Lachnospiraceae,f_Lachnospiraceae,890,1528,2456,4041,9951,7441,4955,4478
Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,f_Oscillospiraceae,f_Oscillospiraceae,f_Oscillospiraceae,900,3,1,3,3,3,3,3
Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,f_Peptostreptococcaceae,f_Peptostreptococcaceae,f_Peptostreptococcaceae,904,9,0,0,0,0,0,0
Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,f_Ruminococcaceae,f_Ruminococcaceae,f_Ruminococcaceae,917,7,2,1,7,4,2,7
Bacteria,Firmicutes,Clostridia,Clostridiales,o_Clostridiales,o_Clostridiales,Clostridiales bacterium,Clostridiales bacterium,578,9,7,4,3,5,2,2
Bacteria,Firmicutes,Clostridia,Clostridiales,o_Clostridiales,o_Clostridiales,Clostridiales bacterium CCNA10,Clostridiales bacterium CCNA10,579,29,15,27,5,11,7,12
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,f_Erysipelotrichaceae,f_Erysipelotrichaceae,f_Erysipelotrichaceae,883,22,14,21,0,0,0,0
Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,f_Acidaminococcaceae,f_Acidaminococcaceae,f_Acidaminococcaceae,867,1,0,0,0,0,0,0
Bacteria,Firmicutes,Tissierellia,c_Tissierellia,c_Tissierellia,Ezakiella,Ezakiella massiliensis,Ezakiella massiliensis,866,3,0,0,0,0,0,0
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,f_Peptoniphilaceae,f_Peptoniphilaceae,f_Peptoniphilaceae,903,1,0,0,0,0,0,0
Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,o_Victivallales,o_Victivallales,Victivallales bacterium CCUG 44730,Victivallales bacterium CCUG 44730,2704,0,1,0,2,3,1,3
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,f_Gemmataceae,f_Gemmataceae,f_Gemmataceae,886,0,0,0,1,0,1,0
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,o_Planctomycetales,o_Planctomycetales,Planctomycetales bacterium 10988,Planctomycetales bacterium 10988,2046,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,f_Phyllobacteriaceae,f_Phyllobacteriaceae,f_Phyllobacteriaceae,906,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,f_Rhizobiaceae,f_Rhizobiaceae,f_Rhizobiaceae,910,1,0,1,1,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,f_Rhodobacteraceae,f_Rhodobacteraceae,f_Rhodobacteraceae,912,0,3,1,3,0,2,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,f_Rhodospirillaceae,f_Rhodospirillaceae,f_Rhodospirillaceae,914,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,o_Rickettsiales,o_Rickettsiales,Rickettsiales bacterium Ac37b,Rickettsiales bacterium Ac37b,2247,0,1,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,f_Erythrobacteraceae,f_Erythrobacteraceae,f_Erythrobacteraceae,884,0,0,1,0,0,0,0
