Domain,Phylum,Class,Order,Family,Genus,Species,Name,ti,Run_mock__10eb-90gr-2,Run_mock__50eb-50gr-1,Run_mock__5eb-95gr-2,Run_mock__95eb-5gr-1,Run_mock__ec-Bl-Rp-Rm-Cn-2,Run_mock__vaio-Mock-10-4-1,Run_mock__vaio-Mock-10-4-2,Run_mock__vaio-Mock-10-5-1,Run_mock__vaio-Mock-10-6-3,Run_newprimers__vaio-Mock-Newprimer-4
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,g_Leptotrichia,g_Leptotrichia,944,0,0,0,0,0,0,0,0,0,1
Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,g_Gemmatimonas,g_Gemmatimonas,904,0,0,1,1,2,1,0,0,2,0
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,g_Gemmata,g_Gemmata,903,0,0,0,0,0,0,0,1,0,0
Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,f_Gemmataceae,Gemmataceae bacterium,Gemmataceae bacterium,1096,0,0,1,1,0,2,1,1,2,2
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,g_Planctopirus,g_Planctopirus,1010,0,0,0,0,0,0,2,0,0,0
Bacteria,Proteobacteria,Acidithiobacillia,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,g_Acidithiobacillus,g_Acidithiobacillus,796,0,0,0,0,4,1,4,4,5,0
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,g_Brevundimonas,g_Brevundimonas,834,0,0,0,0,5,20,7,6,3,8
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,g_Caulobacter,g_Caulobacter,850,5,3,3,3,6,10,36,2,2,1
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f_Caulobacteraceae,Caulobacteraceae bacterium 0127_4,Caulobacteraceae bacterium 0127_4,380,0,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,f_Caulobacteraceae,Caulobacteraceae bacterium OTSz_A_272,Caulobacteraceae bacterium OTSz_A_272,381,0,0,0,0,0,0,1,0,1,1
Bacteria,Proteobacteria,Alphaproteobacteria,Emcibacterales,Emcibacteraceae,Emcibacter,g_Emcibacter,g_Emcibacter,890,0,0,0,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,Candidatus Cytomitobacter,g_Candidatus Cytomitobacter,g_Candidatus Cytomitobacter,843,0,0,0,0,0,0,1,0,0,2
Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Holosporaceae,f_Holosporaceae,endosymbiont of Acanthamoeba sp. UWC8,endosymbiont of Acanthamoeba sp. UWC8,570,0,0,0,0,0,1,1,2,3,0
Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,f_Pelagibacteraceae,alpha proteobacterium HIMB59,alpha proteobacterium HIMB59,97,0,0,0,1,0,0,1,1,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,o_Pelagibacterales,Candidatus Fonsibacter,Candidatus Fonsibacter ubiquis,Candidatus Fonsibacter ubiquis,317,0,0,0,0,0,0,0,1,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Martelella,g_Martelella,g_Martelella,957,0,0,0,0,0,0,3,1,0,3
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,g_Bartonella,g_Bartonella,825,0,0,0,0,0,29,35,34,48,30
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,g_Methylocella,g_Methylocella,966,0,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,f_Beijerinckiaceae,Beijerinckiaceae bacterium RH AL1,Beijerinckiaceae bacterium RH AL1,200,0,0,0,0,0,0,1,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,g_Bosea,g_Bosea,831,0,2,1,2,0,13,4,7,2,13
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,g_Bradyrhizobium,g_Bradyrhizobium,832,0,0,0,0,0,1,2,1,4,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Chelatococcaceae,Chelatococcus,g_Chelatococcus,g_Chelatococcus,856,0,0,0,0,0,0,1,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Blastochloris,g_Blastochloris,g_Blastochloris,828,0,0,0,0,0,2,13,11,6,8
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,g_Devosia,g_Devosia,882,2,1,2,3,3,172,333,199,252,128
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,g_Hyphomicrobium,g_Hyphomicrobium,923,2,5,0,3,0,15,32,28,32,15
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,g_Methylobacterium,g_Methylobacterium,964,1,0,0,0,0,0,0,0,1,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,g_Microvirga,g_Microvirga,976,0,4,0,5,0,5,4,4,2,3
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,g_Methylosinus,g_Methylosinus,971,0,0,0,0,0,1,0,1,1,4
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,g_Aminobacter,g_Aminobacter,810,0,0,0,0,0,53,38,56,60,24
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,g_Hoeflea,g_Hoeflea,917,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,g_Mesorhizobium,g_Mesorhizobium,960,3,2,2,2,4,10610,7573,9691,10154,3937
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor,g_Nitratireductor,g_Nitratireductor,989,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Liberibacter,g_Liberibacter,g_Liberibacter,947,3,9,2,24,1,195,211,179,199,25
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,g_Sinorhizobium,g_Sinorhizobium,1047,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,f_Rhodobiaceae,Rhodobiaceae bacterium,Rhodobiaceae bacterium,1760,0,0,0,0,0,7,15,5,7,5
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Pseudolabrys,g_Pseudolabrys,g_Pseudolabrys,1020,0,0,0,0,0,11,9,5,6,7
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,o_Rhizobiales,Candidatus Hodgkinia,Candidatus Hodgkinia cicadicola,Candidatus Hodgkinia cicadicola,323,0,0,0,0,1,10,16,8,18,3
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,o_Rhizobiales,Hartmannibacter,Hartmannibacter diazotrophicus,Hartmannibacter diazotrophicus,1142,0,0,0,0,1,1,4,4,0,4
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,o_Rhizobiales,Methyloceanibacter,Methyloceanibacter sp. wino2,Methyloceanibacter sp. wino2,1366,0,0,0,0,3,1,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,o_Rhizobiales,Methyloligella,Methyloligella sp. GL2,Methyloligella sp. GL2,1371,0,0,0,1,0,3,7,2,1,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,o_Rhizobiales,Nordella,Nordella sp. HKS 07,Nordella sp. HKS 07,1459,0,0,0,1,3,24,39,40,36,91
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,o_Rhizobiales,Pseudorhodoplanes,Pseudorhodoplanes sinuspersici,Pseudorhodoplanes sinuspersici,1726,0,0,0,0,0,0,0,1,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonas,g_Hyphomonas,g_Hyphomonas,924,0,1,1,0,14,10,14,9,10,18
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,g_Celeribacter,g_Celeribacter,851,0,0,0,0,0,5,2,3,3,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ketogulonicigenium,g_Ketogulonicigenium,g_Ketogulonicigenium,928,0,0,0,0,0,13,18,15,8,6
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Labrenzia,g_Labrenzia,g_Labrenzia,936,0,0,0,0,0,2,7,8,8,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,g_Leisingera,g_Leisingera,943,0,0,0,0,0,0,1,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,g_Octadecabacter,g_Octadecabacter,998,0,0,0,0,0,5,4,3,2,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,g_Paracoccus,g_Paracoccus,1003,1,0,1,6,0,1540,2016,1638,1598,673
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,g_Rhodobacter,g_Rhodobacter,1027,1,0,0,0,0,2,8,9,8,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum,g_Rhodovulum,g_Rhodovulum,1030,0,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,g_Roseivivax,g_Roseivivax,1033,0,0,0,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,g_Roseovarius,g_Roseovarius,1034,0,0,0,0,0,2,1,4,2,6
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,g_Sulfitobacter,g_Sulfitobacter,1061,0,0,0,0,0,9,10,9,11,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,f_Rhodobacteraceae,Rhodobacteraceae bacterium,Rhodobacteraceae bacterium,1756,0,0,0,0,0,0,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,f_Rhodobacteraceae,Rhodobacteraceae bacterium 9Alg 56,Rhodobacteraceae bacterium 9Alg 56,1757,0,0,0,0,0,1,1,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,f_Rhodobacteraceae,Rhodobacteraceae bacterium RR4-56,Rhodobacteraceae bacterium RR4-56,1758,0,0,0,0,0,9,11,7,13,7
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,f_Rhodobacteraceae,Rhodobacteraceae bacterium SH-1,Rhodobacteraceae bacterium SH-1,1759,0,0,0,0,0,3,1,0,1,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacter,g_Acetobacter,g_Acetobacter,791,0,0,0,1,0,0,0,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,g_Commensalibacter,g_Commensalibacter,865,0,0,0,1,0,0,1,0,2,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Komagataeibacter,g_Komagataeibacter,g_Komagataeibacter,931,0,0,0,0,0,1,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,f_Acetobacteraceae,Acetobacteraceae bacterium,Acetobacteraceae bacterium,3,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Hypericibacter,g_Hypericibacter,g_Hypericibacter,922,2,0,0,0,0,0,1,1,0,0
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,g_Magnetospirillum,g_Magnetospirillum,952,0,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira,g_Thalassospira,g_Thalassospira,1069,0,0,0,0,0,0,0,0,0,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,f_Rhodospirillaceae,Rhodospirillaceae bacterium B3,Rhodospirillaceae bacterium B3,1768,0,0,0,0,1,1,4,2,4,4
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,g_Anaplasma,g_Anaplasma,813,0,0,0,2,0,0,1,1,1,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,g_Ehrlichia,g_Ehrlichia,888,0,1,0,3,0,1,1,0,1,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Neorickettsia,g_Neorickettsia,g_Neorickettsia,987,0,0,0,1,0,0,0,0,1,1
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,g_Wolbachia,g_Wolbachia,1086,0,0,0,1,0,3,1,0,4,2
Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,g_Rickettsia,g_Rickettsia,1031,0,2,0,1,0,4,4,2,2,1
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,g_Erythrobacter,g_Erythrobacter,893,0,0,0,0,2,1,2,1,1,1
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,g_Sphingobium,g_Sphingobium,1050,0,1,0,1,4,19,14,4,3,15
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,g_Sphingomonas,g_Sphingomonas,1051,5,2,2,13,2,104,26,13,10,47
Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,g_Sphingopyxis,g_Sphingopyxis,1052,2,2,0,6,1,1,2,2,3,2
Bacteria,Proteobacteria,Betaproteobacteria,c_Betaproteobacteria,Casimicrobiaceae,Casimicrobium,Casimicrobium huifangae,Casimicrobium huifangae,376,0,0,0,1,1,0,0,1,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,g_Achromobacter,g_Achromobacter,794,0,0,0,1,0,0,0,0,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,g_Alcaligenes,g_Alcaligenes,805,0,2,0,0,1,0,1,1,1,1
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,g_Bordetella,g_Bordetella,830,0,0,1,0,17,8,6,5,6,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella,g_Taylorella,g_Taylorella,1068,0,1,0,0,2,2,0,1,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,f_Alcaligenaceae,Alcaligenaceae bacterium SJ-26,Alcaligenaceae bacterium SJ-26,77,0,0,0,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,g_Burkholderia,g_Burkholderia,835,0,3,0,5,26,39,15,14,16,21
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,g_Caballeronia,g_Caballeronia,837,0,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,g_Cupriavidus,g_Cupriavidus,867,14,20,12,28,30915,6951,5461,7837,8928,2616
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Mycoavidus,g_Mycoavidus,g_Mycoavidus,982,0,1,0,3,12,5,3,2,3,4
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,g_Pandoraea,g_Pandoraea,1000,0,1,0,0,2,2,2,2,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,g_Paraburkholderia,g_Paraburkholderia,1002,0,2,0,1,2,5,1,1,4,6
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,g_Polynucleobacter,g_Polynucleobacter,1013,0,0,0,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,g_Ralstonia,g_Ralstonia,1023,2,13,5,20,2853,1723,1411,2300,2981,1077
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,g_Acidovorax,g_Acidovorax,797,0,0,0,0,1,8,1,0,3,2
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,g_Comamonas,g_Comamonas,864,10,3,6,10,3,211,134,36,21,2
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,g_Delftia,g_Delftia,873,6,2,4,3,2,39,44,1,2,3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,g_Hydrogenophaga,g_Hydrogenophaga,920,3,4,4,6,12,1,5,4,6,5
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,g_Polaromonas,g_Polaromonas,1012,0,0,0,0,3,0,1,1,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,g_Rhodoferax,g_Rhodoferax,1029,0,3,0,7,0,1,1,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Serpentinomonas,g_Serpentinomonas,g_Serpentinomonas,1044,0,0,0,0,2,0,0,1,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,g_Variovorax,g_Variovorax,1082,0,0,0,0,0,10,10,0,4,2
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,g_Collimonas,g_Collimonas,862,0,0,0,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,g_Herbaspirillum,g_Herbaspirillum,916,1,4,0,11,24,16,9,11,17,3
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,g_Janthinobacterium,g_Janthinobacterium,926,2,6,4,5,3,14,11,6,4,2
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,g_Massilia,g_Massilia,958,0,1,0,0,4,2,4,3,2,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Undibacterium,g_Undibacterium,g_Undibacterium,1080,19,12,4,28,12,161,247,36,41,4
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,g_Sutterella,g_Sutterella,1065,0,4,2,3,0,0,1,0,0,2
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Aquabacterium,Aquabacterium olei,Aquabacterium olei,128,3,1,1,0,2,3,4,3,5,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Inhella,Inhella inkyongensis,Inhella inkyongensis,1189,0,0,0,0,0,3,3,1,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Leptothrix,Leptothrix cholodnii,Leptothrix cholodnii,1288,0,1,0,0,0,0,2,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Rhizobacter,Rhizobacter gummiphilus,Rhizobacter gummiphilus,1747,0,1,1,2,10,4,7,11,7,1
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Roseateles,Roseateles depolymerans,Roseateles depolymerans,1785,0,0,0,0,1,3,2,0,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Rubrivivax,Rubrivivax gelatinosus,Rubrivivax gelatinosus,1794,54,42,35,35,34,941,693,150,100,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Sphaerotilus,Sphaerotilus natans,Sphaerotilus natans,1860,6,13,5,13,0,38,14,5,4,4
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Thiomonas,Thiomonas intermedia,Thiomonas intermedia,2027,0,0,0,0,1,0,1,0,1,0
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Thiomonas,Thiomonas sp. X19,Thiomonas sp. X19,2028,1,3,0,5,93,26,34,40,44,12
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,o_Burkholderiales,Xylophilus,Xylophilus sp. KACC 21265,Xylophilus sp. KACC 21265,2102,0,0,0,0,0,1,0,0,0,2
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquitalea,g_Aquitalea,g_Aquitalea,817,0,0,0,0,3,0,1,4,3,0
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chitinibacter,g_Chitinibacter,g_Chitinibacter,857,2,0,0,1,3,0,2,1,2,2
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Chromobacterium,g_Chromobacterium,g_Chromobacterium,859,0,0,0,1,3,3,1,7,1,1
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,g_Neisseria,g_Neisseria,986,0,0,0,1,4,1,1,3,2,1
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,f_Neisseriaceae,Neisseriaceae bacterium DSM 100970,Neisseriaceae bacterium DSM 100970,1439,2,6,0,14,59,23,42,26,36,15
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sulfuriferula,g_Sulfuriferula,g_Sulfuriferula,1062,0,0,0,0,2,3,2,3,2,1
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Candidatus Methylopumilus,g_Candidatus Methylopumilus,g_Candidatus Methylopumilus,845,0,0,0,1,5,3,0,1,2,1
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Methylophilaceae,Methylovorus,g_Methylovorus,g_Methylovorus,972,0,0,0,0,2,1,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,g_Nitrosomonas,g_Nitrosomonas,991,3,6,8,13,42,12,19,31,28,6
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosospira,g_Nitrosospira,g_Nitrosospira,992,0,0,0,3,35,13,11,17,21,2
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Denitratisoma,g_Denitratisoma,g_Denitratisoma,874,0,0,0,0,0,0,1,0,0,1
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,f_Sterolibacteriaceae,Sterolibacteriaceae bacterium J5B,Sterolibacteriaceae bacterium J5B,1930,0,0,0,1,3,0,2,1,2,0
Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,f_Sterolibacteriaceae,Sterolibacteriaceae bacterium M52,Sterolibacteriaceae bacterium M52,1931,0,0,0,2,0,0,0,0,0,0
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Azonexaceae,Dechloromonas,g_Dechloromonas,g_Dechloromonas,870,0,0,0,0,7,0,0,1,1,3
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,g_Azospira,g_Azospira,822,0,2,0,0,7,2,3,3,3,3
Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,g_Azoarcus,g_Azoarcus,821,0,0,0,0,0,0,0,0,1,0
Bacteria,Proteobacteria,Deltaproteobacteria,c_Deltaproteobacteria,Candidatus Desulfofervidaceae,Candidatus Desulfofervidus,Candidatus Desulfofervidus auxilii,Candidatus Desulfofervidus auxilii,309,0,0,1,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,g_Desulfosarcina,g_Desulfosarcina,878,1,1,0,1,0,0,0,0,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,g_Desulfobulbus,g_Desulfobulbus,876,0,0,0,0,0,0,1,0,1,0
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,g_Desulfopila,g_Desulfopila,877,0,0,0,1,0,0,0,1,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,g_Desulfovibrio,g_Desulfovibrio,881,0,0,0,2,1,1,1,1,1,3
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Pelobacter,g_Pelobacter,g_Pelobacter,1007,0,0,0,0,0,0,0,1,0,0
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,g_Geobacter,g_Geobacter,905,0,0,0,0,0,1,1,0,1,0
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,g_Campylobacter,g_Campylobacter,839,0,0,0,1,0,0,1,0,1,1
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,g_Sulfurospirillum,g_Sulfurospirillum,1064,1,0,0,0,0,0,0,0,0,0
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,g_Helicobacter,g_Helicobacter,915,4,4,3,3,3,3,3,0,4,0
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,g_Sulfurimonas,g_Sulfurimonas,1063,1,3,3,1,1,1,2,0,0,0
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,o_Campylobacterales,Nitratifractor,Nitratifractor salsuginis,Nitratifractor salsuginis,1442,0,1,0,0,2,0,0,0,0,0
Bacteria,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Nautilia,g_Nautilia,g_Nautilia,985,2,3,0,9,0,0,1,1,0,1
