"","TPR","FPR"
"abundance_cols.healthy_stool_10_1_noerr",0.102204408817635,0.00135481685779262
"abundance_cols.healthy_stool_10_10_noerr",0.102204408817635,0.00125816598112751
"abundance_cols.healthy_stool_10_100_noerr",0.104208416833667,0.00135481685779262
"abundance_cols.healthy_stool_10_50_noerr",0.094188376753507,0.00135481685779262
"abundance_cols.healthy_stool_100_1_noerr",0.278557114228457,0.00683316491025456
"abundance_cols.healthy_stool_100_10_noerr",0.30060120240481,0.00859832836968008
"abundance_cols.healthy_stool_100_100_noerr",0.328657314629259,0.0107841257668712
"abundance_cols.healthy_stool_100_50_noerr",0.294589178356713,0.00931214899438391
