"","TPR","FPR"
"abundance_cols.healthy_stool_10_1_noerr",0.0721442885771543,0.000674568757829816
"abundance_cols.healthy_stool_10_10_noerr",0.0741482965931864,0.000770861437656581
"abundance_cols.healthy_stool_10_100_noerr",0.0781563126252505,0.000867135562192889
"abundance_cols.healthy_stool_10_50_noerr",0.0701402805611222,0.000770861437656581
"abundance_cols.healthy_stool_100_1_noerr",0.208416833667335,0.00293255131964809
"abundance_cols.healthy_stool_100_10_noerr",0.234468937875752,0.00451185562062014
"abundance_cols.healthy_stool_100_100_noerr",0.25250501002004,0.00513263299275675
"abundance_cols.healthy_stool_100_50_noerr",0.236472945891784,0.0044640714251428
