"","abundance_cols.healthy_stool_10_1_noerr","abundance_cols.healthy_stool_10_10_noerr","abundance_cols.healthy_stool_10_100_noerr","abundance_cols.healthy_stool_10_50_noerr","abundance_cols.healthy_stool_100_1_noerr","abundance_cols.healthy_stool_100_10_noerr","abundance_cols.healthy_stool_100_100_noerr","abundance_cols.healthy_stool_100_50_noerr"
"RRMSE",1389.2058852007,1026.34824475176,940.21742969963,1104.2618186743,1443.77977946887,431.350461184492,337.084725940604,556.042304039771
"AVGRE",304.870981072216,356.762477851469,253.111589387526,227.708081688965,92.0293046397315,94.4467498448037,93.75584338059,94.1310837153146
"NRMSE",5717.98111386371,5517.00336916422,5419.84099561389,5416.16934350748,5167.1210784869,4703.87166078827,4316.51592951249,4618.40476949236
