"","TPR","FPR"
"abundance_cols.healthy_stool_10_1",0.0781563126252505,0.000722195474241695
"abundance_cols.healthy_stool_10_10",0.0841683366733467,0.00105886316600087
"abundance_cols.healthy_stool_10_100",0.0841683366733467,0.000914604794454607
"abundance_cols.healthy_stool_10_50",0.0841683366733467,0.00101078167115903
"abundance_cols.healthy_stool_100_1",0.206412825651303,0.00269088462832156
"abundance_cols.healthy_stool_100_10",0.220440881763527,0.00412648145482462
"abundance_cols.healthy_stool_100_100",0.250501002004008,0.00474729068763786
"abundance_cols.healthy_stool_100_50",0.228456913827655,0.00426981385530608
