"","TPR","FPR"
"abundance_cols.healthy_stool_10_1",0.13627254509018,0.00228788395073748
"abundance_cols.healthy_stool_10_10",0.146292585170341,0.0020935780709869
"abundance_cols.healthy_stool_10_100",0.138276553106212,0.00238500851788756
"abundance_cols.healthy_stool_10_50",0.152304609218437,0.00219074047027895
"abundance_cols.healthy_stool_100_1",0.318637274549098,0.0123361603700848
"abundance_cols.healthy_stool_100_10",0.346693386773547,0.0143784563597019
"abundance_cols.healthy_stool_100_100",0.364729458917836,0.0171198388721047
"abundance_cols.healthy_stool_100_50",0.350701402805611,0.0147574869009278
