"","MCC"
"abundance_cols.healthy_stool_10_1_noerr",0.0109583113003604
"abundance_cols.healthy_stool_10_10_noerr",0.011251354183667
"abundance_cols.healthy_stool_10_100_noerr",0.0118517220515416
"abundance_cols.healthy_stool_10_50_noerr",0.010636793981366
"abundance_cols.healthy_stool_100_1_noerr",0.031541281137904
"abundance_cols.healthy_stool_100_10_noerr",0.0353256329906922
"abundance_cols.healthy_stool_100_100_noerr",0.03801269691466
"abundance_cols.healthy_stool_100_50_noerr",0.0356399599317808
