species,abundance_cols.healthy_stool_10_1,abundance_cols.healthy_stool_10_10,abundance_cols.healthy_stool_10_100,abundance_cols.healthy_stool_10_50,abundance_cols.healthy_stool_100_1,abundance_cols.healthy_stool_100_10,abundance_cols.healthy_stool_100_100,abundance_cols.healthy_stool_100_50
Butyricicoccus pullicaecorum,6,0,0,0,9,11,1,1
Butyricimonas synergistica,3,2,3,0,1,0,1,3
Butyrivibrio proteoclasticus,0,0,1,0,0,0,0,0
Capnocytophaga granulosa,0,0,0,0,0,0,0,1
Carnobacterium maltaromaticum,0,0,0,0,0,0,4,0
Cellulomonas carbonis,0,0,1,0,1,0,1,0
Cellulosilyticum ruminicola,0,0,0,0,0,0,0,1
Christensenella minuta,0,0,0,0,0,3,13,4
Christensenella timonensis,0,0,0,0,0,0,1,0
Clostridioides difficile,0,0,0,0,7,14,3,3
Clostridium aminophilum,0,1,1,0,0,0,0,1
Clostridium hylemonae,0,0,0,0,0,0,0,1
Clostridium kluyveri,1,1,0,0,0,0,0,0
Clostridium lundense,0,0,1,0,0,0,0,0
Clostridium phoceensis,8,8,6,5,2,1,7,27
Clostridium scindens,0,0,1,3,0,0,0,0
Clostridium symbiosum,12,12,28,47,139,122,21,25
Collinsella aerofaciens,2963,4558,7026,2703,1301,1184,709,2100
Collinsella bouchesdurhonensis,0,0,0,0,0,0,11,2
Collinsella ihumii,0,1,0,0,0,1,0,0
Collinsella intestinalis,1,0,0,0,0,0,0,0
Collinsella stercoris,17,0,62,0,0,0,0,0
Comamonas kerstersii,0,0,0,0,1,1,2,0
Comamonas testosteroni,0,0,0,0,1,0,0,0
Coprobacter fastidiosus,1,0,1,0,0,0,2,1
Coprococcus eutactus,7,9,16,6,496,1309,841,839
Corynebacterium aurimucosum,0,0,0,0,0,0,1,0
Cronobacter sakazakii,0,0,0,0,0,2,1,2
Cuauhtlivirus mEpX1,0,0,0,0,1,1,0,0
Culturomica massiliensis,0,0,0,0,4,6,11,0
Cupriavidus basilensis,0,0,0,0,4,1,31,8
Cupriavidus metallidurans,0,0,0,0,108,329,1514,453
Desnuesiella massiliensis,0,0,0,0,0,0,0,1
Desulfitobacterium dichloroeliminans,0,0,0,0,0,0,11,1
Desulfovibrio piger,0,0,0,0,32,79,350,106
Dialister invisus,0,0,0,0,46,119,536,172
Dialister succinatiphilus,2,0,0,0,5,6,6,2
Dickeya parazeae,0,0,0,0,0,0,0,1
Diegovirus dv7502Stx,0,0,0,0,3,1,0,0
Donghicola eburneus,0,0,0,0,0,1,0,0
Dorea formicigenerans,21,0,0,0,222,657,1222,425
Dorea longicatena,0,0,0,0,752,1943,895,1337
Edwardsiella anguillarum,0,0,0,0,0,2,1,1
Eggerthella lenta,0,0,0,0,51,134,952,169
Eisenbergiella tayi,0,0,0,0,0,0,2,0
Emergencia timonensis,0,0,0,0,2,17,67,20
Enorma massiliensis,0,0,0,0,1,0,0,0
Enterobacter hormaechei,0,0,0,0,1,0,41,5
Enterobacter kobei,0,0,0,0,0,1,1,6
Enterobacter lignolyticus,0,0,0,0,1,4,6,5
Enterobacteria phage cdtI,0,0,0,0,6,7,3,1
Enterobacteria phage mEp460,0,0,0,0,0,1,0,0
Enterocloster asparagiformis,0,0,0,0,5,4,1,0
Enterocloster bolteae,0,0,0,0,6,5,16,15
Enterocloster citroniae,0,0,0,1,1,1,0,0
Enterococcus asini,0,0,0,0,0,0,1,0
Enterococcus casseliflavus,0,0,0,0,0,0,4,1
Enterococcus cecorum,0,0,0,0,0,0,1,1
Enterococcus faecalis,0,0,0,0,0,0,10,0
Enterococcus faecium,0,0,0,0,40,108,686,149
Enterococcus gilvus,0,0,0,0,2,2,3,8
Enterococcus hirae,0,0,0,0,0,0,3,0
Enterococcus italicus,0,0,0,0,0,0,4,0
Enterococcus malodoratus,0,0,0,0,1,0,2,0
Enterococcus mundtii,0,0,0,0,0,0,0,1
Entomohabitans teleogrylli,0,0,0,0,0,0,1,0
Erwinia oleae,0,0,0,0,0,0,0,1
Erwinia tracheiphila,0,0,0,0,0,0,3,3
Escherichia Stx1 converting phage,0,0,0,0,0,64,2,6
Escherichia virus DE3,0,0,0,0,0,1,0,0
Eshraghiella crossota,3,56,1,55,352,1077,698,743
Eubacterium coprostanoligenes,4,0,2,2,4,1,0,0
Eubacterium oxidoreducens,0,0,0,0,0,1,0,0
Eubacterium pyruvativorans,0,1,0,2,0,0,0,0
Eubacterium ramulus,2,1,0,0,83,205,921,307
Eubacterium ventriosum,3,0,0,7,67,178,624,257
Ezakiella massiliensis,0,0,0,0,0,0,5,0
Faecalibacterium duncaniae,915,1372,1003,1782,477,429,210,752
Faecalicatena contorta,11,5,10,9,12,3,1,6
Faecalicoccus pleomorphus,10,17,3,23,5,14,2,4
Falseniella ignava,0,0,0,0,0,2,1,0
Felsduovirus RE2010,0,0,0,0,0,0,0,2
Finegoldia magna,0,0,0,0,13,30,106,37
Flavonifractor plautii,22,15,17,51,98,266,824,355
Fusarium proliferatum,0,0,0,0,0,0,1,0
Fusicatenibacter saccharivorans,4,0,6,12,1313,2927,793,1801
Gemmiger formicilis,47,96,65,117,136,320,840,481
Geofilum rubicundum,0,0,0,1,0,0,0,0
Gordonibacter pamelaeae,44,0,0,35,44,114,876,165
Haemophilus sputorum,0,0,0,0,1,7,25,0
Hallella bergensis,0,0,0,0,4,3,9,20
Helcococcus kunzii,0,0,0,0,0,0,4,0
Helcococcus sueciensis,0,0,0,0,0,1,0,0
Hespellia stercorisuis,0,0,0,0,1,10,2,1
Heyndrickxia acidiproducens,0,2,0,0,0,0,1,0
Holdemanella biformis,0,0,0,0,98,250,588,350
Holdemania massiliensis,2,13,4,4,3,7,0,8
Hoylesella buccalis,0,0,0,0,38,128,442,196
Hoylesella enoeca,0,0,0,0,0,2,0,3
Hoylesella marshii,0,0,0,0,0,2,0,3
Hoylesella nanceiensis,0,0,1,0,2,5,3,2
Hoylesella oralis,0,0,0,0,0,0,1,0
Hoylesella shahii,0,0,0,0,1,1,0,0
Hoylesella timonensis,0,0,0,0,78,118,1148,132
Hungatella hathewayi,4,1,1,0,0,23,9,15
Intestinibacter bartlettii,0,0,0,0,66,167,845,250
Intestinimonas butyriciproducens,0,1,2,0,1,0,0,0
Johnsonella ignava,0,1,8,6,0,1,1,0
Kaistia adipata,0,0,0,0,0,1,0,4
Kandleria vitulina,0,0,0,0,1,0,9,3
Kluyvera ascorbata,0,0,0,0,1,1,3,4
Kluyvera cryocrescens,0,0,0,0,0,0,5,3
Kosakonia cowanii,0,0,0,0,0,0,4,25
Kosakonia sacchari,0,0,0,0,0,0,3,0
Kwaitsingvirus HK544,0,0,0,0,2,0,0,1
Lachnoanaerobaculum saburreum,5,5,0,6,0,0,2,1
Lachnobacterium bovis,0,0,0,0,0,0,1,0
Lachnoclostridium phocaeense,2,7,0,1,0,7,6,2
Lachnospira eligens,0,0,0,0,537,1403,820,843
Lachnospira multipara,0,0,0,0,260,684,530,411
Lactobacillus amylovorus,3,0,0,8,0,0,0,0
Lactonifactor longoviformis,0,0,2,0,8,10,0,0
Lambdavirus HK629,0,0,0,0,0,0,5,0
Lambdavirus HK630,0,0,0,0,5,0,0,0
Lambdavirus lambda,0,0,0,0,0,11,0,0
Lamprocystis purpurea,0,0,0,0,1,0,0,0
Lentimicrobium saccharophilum,0,0,0,0,0,1,0,0
Levyella massiliensis,0,0,0,0,6,0,0,0
Leyella stercorea,12,16,31,8,248,677,713,473
Ligilactobacillus agilis,0,0,0,0,0,0,4,0
Ligilactobacillus ruminis,0,0,0,0,51,133,580,193
Limosilactobacillus mucosae,0,0,0,0,0,2,0,0
Mangrovibacter phragmitis,0,0,0,0,0,3,0,0
Marienburgvirus BP4795,0,0,0,0,0,21,7,2
Mariniblastus fucicola,0,0,0,0,2,0,0,0
Marinilactibacillus piezotolerans,0,0,3,0,0,0,0,2
Marvinbryantia formatexigens,0,2,0,2,0,2,5,3
Mediterranea massiliensis,0,0,1,0,3,6,78,1
Mediterraneibacter gnavus,0,1,1,4,143,357,611,457
Megasphaera elsdenii,0,0,0,0,32,77,569,87
Merdibacter massiliensis,0,1,0,0,1,5,13,3
Merdimmobilis hominis,0,1,1,1,0,0,0,1
Merdimonas faecis,0,1,1,0,0,19,4,24
Methyloglobulus morosus,0,0,0,0,1,0,0,0
Murdochiella massiliensis,0,0,0,0,0,0,0,1
Muribaculum intestinale,0,0,0,0,0,3,2,1
Musicola paradisiaca,0,0,0,0,1,0,0,0
Negativibacillus massiliensis,0,0,0,0,3,14,2,3
Neglectibacter timonensis,0,0,0,0,0,5,1,0
Neofamilia massiliensis,0,0,0,0,0,1,0,3
Nitrolancea hollandica,0,0,0,0,0,0,0,1
Obesumbacterium proteus,0,0,0,0,0,0,0,1
Oceanivirga salmonicida,0,0,0,0,0,0,3,1
Oceanospirillum linum,0,0,0,0,0,0,0,1
Odoribacter laneus,0,0,0,0,2,0,1,1
Odoribacter splanchnicus,0,0,1,0,315,839,1245,519
Olegusella massiliensis,0,0,0,0,1,1,0,0
Oribacterium parvum,0,1,0,1,1,0,0,0
Oslovirus ov191,0,0,0,0,0,0,0,1
Oslovirus PA2,0,0,0,0,0,0,0,38
Oslovirus TL2011,0,0,0,0,10,1,0,0
Oxalobacter paraformigenes,3,1,1,3,1,0,0,0
Pankowvirus pv1717,0,0,0,0,2,161,10,4
Pankowvirus YYZ2008,0,0,0,0,17,80,0,46
Parabacteroides distasonis,6,1,18,24,815,2056,1200,1221
Parabacteroides goldsteinii,0,0,0,0,4,26,3,12
Parabacteroides johnsonii,26,39,87,21,199,286,231,228
Paraburkholderia kururiensis,0,0,0,0,1,0,0,0
Paracoccus alcaliphilus,0,0,0,0,0,1,1,0
Parafannyhessea umbonata,0,0,0,0,0,1,0,2
Parapedobacter indicus,0,0,0,0,2,0,3,0
Paraprevotella xylaniphila,7,5,1,5,86,169,910,263
Parasutterella excrementihominis,7,0,0,0,76,193,795,284
Parolsenella massiliensis,0,0,0,0,0,0,1,0
Peptoniphilus faecalis,0,0,0,0,0,0,3,0
Peptoniphilus grossensis,0,0,0,0,0,0,3,0
Peptoniphilus obesi,0,0,0,0,0,0,6,0
Peptoniphilus senegalensis,0,0,0,0,0,0,1,0
Peptostreptococcus anaerobius,0,0,0,0,0,2,4,3
Petrimonas mucosa,0,0,0,0,0,0,1,0
Phascolarctobacterium succinatutens,0,0,0,0,168,452,542,291
Phocaeicola barnesiae,3,3,6,3,4,1,3,3
Phocaeicola coprocola,19,34,0,0,120,311,974,420
Phocaeicola coprophilus,1,2,4,1,122,4,266,9
Phocaeicola paurosaccharolyticus,0,0,0,0,0,1,3,0
Phocaeicola plebeius,92,162,275,64,815,2158,1177,1338
Phocaeicola salanitronis,0,0,1,0,15,0,4,0
Phocaeicola vulgatus,13946,20989,23586,24193,6094,5495,2640,9939
Phoenicibacter congonensis,0,0,0,0,0,1,1,1
Pluralibacter gergoviae,0,0,0,0,14,3,0,4
Pontibacillus litoralis,0,0,0,0,0,0,0,3
Porphyromonas bennonis,0,0,0,0,0,1,0,0
Porphyromonas cangingivalis,0,0,0,0,0,1,1,0
Porphyromonas circumdentaria,0,0,0,0,0,1,0,0
Porphyromonas endodontalis,0,0,0,0,1,0,0,0
Porphyromonas gingivalis,0,1,0,0,0,0,0,1
Porphyromonas levii,0,0,0,0,0,5,2,2
Porphyromonas somerae,0,1,0,0,0,0,0,2
Prevotella amnii,0,11,1,0,1,11,0,23
Prevotella bivia,0,0,0,0,108,255,681,377
Prevotella corporis,0,0,0,0,40,166,680,282
Prevotella dentalis,0,0,0,0,4,5,0,1
Prevotella dentasini,0,0,0,0,3,1,0,0
Prevotella disiens,0,0,0,0,30,197,934,154
Prevotella falsenii,0,0,0,0,0,9,1,8
Prevotella ihumii,0,0,0,0,1,1,8,19
Prevotella intermedia,0,0,0,0,0,0,8,2
Prevotella micans,0,0,0,0,0,1,0,3
Prevotella multiformis,0,0,0,0,1,0,0,5
Prevotella nigrescens,0,0,0,0,1,0,0,4
Prevotella pallens,0,0,0,0,3,3,0,1
Prevotella scopos,0,0,0,0,2,0,0,0
Prevotella veroralis,0,0,0,0,0,0,1,3
Prevotellamassilia timonensis,0,0,1,0,1,1,15,4
Provencibacterium massiliense,0,1,0,1,1,0,0,1
Pseudoflavonifractor capillosus,0,2,6,1,1,5,23,18
Pseudomonas saudimassiliensis,0,0,0,0,0,0,1,0
Punavirus RCS47,0,0,0,0,2,0,6,5
Punavirus SJ46,0,0,0,0,0,2,8,10
Ralstonia mannitolilytica,0,0,0,0,0,1,0,0
Rhodococcoides kyotonense,0,0,0,0,1,0,0,0
Rhodopseudomonas palustris,0,0,0,0,2,0,0,0
Riemerella columbina,0,0,2,0,0,0,0,0
Rikenella microfusus,19,8,114,14,0,0,1,3
Robinsoniella peoriensis,0,0,0,0,0,5,0,0
Roseburia faecis,15,60,19,33,1241,3398,768,1688
Roseburia hominis,50,49,49,33,201,883,961,771
Roseburia intestinalis,2,12,0,25,437,1215,1420,1085
Roseburia inulinivorans,9,15,12,20,602,1194,875,713
Ruminiclostridium josui,3,0,3,0,0,2,0,4
Ruminococcus bicirculans (ex Wegman et al. 2014),0,0,0,0,1,4,2,3
Ruminococcus callidus,23,7,3,10,0,4,3,0
Ruminococcus gauvreauii,0,3,1,4,0,0,0,0
Ruminococcus lactaris,0,0,0,0,196,629,745,345
Ruminococcus sp. YE282,3,3,7,5,1,1,0,1
Ruminococcus torques,0,0,0,0,485,1275,668,802
Ruthenibacterium lactatiformans,12,15,10,29,163,407,1092,591
Saikungvirus HK633,0,0,0,0,2,0,0,0
Salmonella enterica,0,0,0,0,4,16,11,2
Sanguibacteroides justesenii,0,0,0,0,0,5,16,4
Schaalia turicensis,2,0,0,0,0,0,0,0
Segatella albensis,0,0,0,0,0,0,1,0
Segatella baroniae,0,0,0,0,0,2,0,3
Segatella copri,50307,25232,10259,23680,49684,4788,996,8468
Segatella salivae,0,0,0,0,3,2,0,0
Sellimonas intestinalis,0,0,0,0,0,62,1,6
Senegalimassilia anaerobia,0,0,0,0,0,1,3,0
Serratia rubidaea,0,0,0,0,0,0,2,0
Shamshuipovirus HK022,0,0,0,0,0,4,0,0
Sharpea azabuensis,0,0,0,0,1,7,0,1
Shigella dysenteriae,0,0,0,0,1014,2585,88,1691
Shigella flexneri,0,0,0,0,80,210,1233,129
Shigella phage SfII,0,0,0,0,0,1,0,0
Slackia exigua,0,0,0,0,0,0,0,1
Slackia piriformis,0,0,0,0,0,1,0,0
Solobacterium moorei,0,0,0,1,3,1,0,0
Sporosarcina koreensis,0,0,0,0,2,1,3,2
Stomatobaculum longum,6,7,8,15,3,0,1,1
Streptobacillus notomytis,0,0,0,0,2,0,1,0
Streptococcus cristatus,0,0,0,0,0,0,0,1
Streptococcus parasanguinis,0,0,0,0,42,110,615,155
Streptococcus plurextorum,0,1,0,0,0,0,0,0
Streptococcus pneumoniae,0,0,0,0,0,0,1,0
Streptococcus salivarius,0,0,0,0,81,239,366,347
Streptococcus suis,0,0,0,0,2,0,0,0
Streptococcus thermophilus,0,0,0,0,100,230,501,335
Subdoligranulum variabile,0,0,1,2,1,22,25,46
Succiniclasticum ruminis,0,0,0,0,0,0,1,0
Succinispira mobilis,0,0,0,0,0,0,2,0
Tannerella forsythia,0,0,0,0,0,2,18,0
Tepidimonas fonticaldi,0,0,0,0,0,0,2,0
Thauera humireducens,0,0,0,0,0,1,0,0
Thiolinea disciformis,0,0,0,0,0,2,0,0
Thomasclavelia saccharogumia,0,0,0,0,2,8,1,0
Thomasclavelia spiroformis,0,0,0,0,0,0,1,0
Trabulsiella odontotermitis,0,0,0,0,20,0,4,0
Traorella massiliensis,0,4,0,0,0,1,2,1
Traversvirus II,0,0,0,0,8,1,26,0
Traversvirus PA28,0,0,0,0,21,3,2,2
Traversvirus tv933W,0,0,0,0,0,5,0,0
Treponema porcinum,0,0,0,0,1,0,0,0
Treponema vincentii,1,0,0,1,0,0,0,0
Urinicoccus massiliensis,0,0,0,0,0,1,5,2
Veillonella parvula,0,0,0,0,30,78,603,113
Wanchaivirus HK106,0,0,0,0,4,0,0,0
Wickerhamomyces ciferrii,0,0,0,0,0,0,2,0
Winslowiella toletana,0,0,0,0,0,1,0,0
Wongtaivirus HK542,0,0,0,0,2,0,0,0
Xenophilus azovorans,0,0,0,0,0,0,1,0
Xenorhabdus cabanillasii,0,0,0,0,1,5,8,2
Xenorhabdus hominickii,0,0,0,0,0,1,0,0
Xuanwuvirus P88,0,0,0,0,1,5,0,4
Yautsimvirus HK140,0,0,0,0,0,1,0,0
Yersinia pestis,0,0,0,0,2,4,11,13
Yokenella regensburgei,0,0,0,0,0,0,15,3
