"TaxonomyID","superkingdom","kingdom","phylum","class","order","family","genus","species","read_count","Proportion","readsEM","EMProportion","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
379893,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Trabulsiella","Trabulsiella odontotermitis",4,5.37006457502651e-05,6.2,8.28165143141695e-05,NA,NA,NA,NA,NA,NA,NA
1653435,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Merdimonas","Merdimonas faecis",4,5.37006457502651e-05,3.9,5.260071620543e-05,NA,NA,NA,NA,NA,NA,NA
768486,NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",3,4.02754843126989e-05,3.5,4.7047746263266e-05,NA,NA,NA,NA,NA,NA,NA
272563,NA,NA,"Bacillota","Clostridia","Peptostreptococcales","Peptostreptococcaceae","Clostridioides","Clostridioides difficile",3,4.02754843126989e-05,3,4.0282340595427e-05,NA,NA,NA,NA,NA,NA,NA
1688,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium cuniculi",3,4.02754843126989e-05,2.5,3.368049141737e-05,NA,NA,NA,NA,NA,NA,NA
525255,NA,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus tetradius",3,4.02754843126989e-05,3,4.02816575506052e-05,NA,NA,NA,NA,NA,NA,NA
36847,NA,NA,"Bacillota","Clostridia","Lachnospirales","Anaerotignaceae","Anaerotignum","Anaerotignum neopropionicum",3,4.02754843126989e-05,3.5,4.72694394514991e-05,NA,NA,NA,NA,NA,NA,NA
411473,NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus callidus",3,4.02754843126989e-05,2.4,3.23311579492843e-05,NA,NA,NA,NA,NA,NA,NA
1006000,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kluyvera","Kluyvera ascorbata",3,4.02754843126989e-05,4,5.40974395816097e-05,NA,NA,NA,NA,NA,NA,NA
1044999,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","Erwinia tracheiphila",3,4.02754843126989e-05,3.3,4.43217287844972e-05,NA,NA,NA,NA,NA,NA,NA
626522,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","Alloprevotella tannerae",3,4.02754843126989e-05,3,3.98766505399351e-05,NA,NA,NA,NA,NA,NA,NA
1158614,NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus gilvus",3,4.02754843126989e-05,3,4.02811252295701e-05,NA,NA,NA,NA,NA,NA,NA
927665,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides goldsteinii",3,4.02754843126989e-05,3.3,4.49271812481415e-05,NA,NA,NA,NA,NA,NA,NA
334735,NA,NA,"Bacillota","Bacilli","Bacillales","Planococcaceae","Sporosarcina","Sporosarcina koreensis",3,4.02754843126989e-05,3,4.02810967675136e-05,NA,NA,NA,NA,NA,NA,NA
1121094,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola barnesiae",3,4.02754843126989e-05,3,4.02814410320485e-05,NA,NA,NA,NA,NA,NA,NA
1122988,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hoylesella","Hoylesella nanceiensis",3,4.02754843126989e-05,2.5,3.39023239958266e-05,NA,NA,NA,NA,NA,NA,NA
1236498,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola paurosaccharolyticus",3,4.02754843126989e-05,3,4.02804032601356e-05,NA,NA,NA,NA,NA,NA,NA
1437608,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium biavatii",3,4.02754843126989e-05,3,4.02804140941349e-05,NA,NA,NA,NA,NA,NA,NA
1235834,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Kosakonia","Kosakonia sacchari",3,4.02754843126989e-05,3.2,4.30102026235424e-05,NA,NA,NA,NA,NA,NA,NA
1033732,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes senegalensis",3,4.02754843126989e-05,3,4.02869135186714e-05,NA,NA,NA,NA,NA,NA,NA
1118057,NA,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus grossensis",3,4.02754843126989e-05,3.8,5.1465900578367e-05,NA,NA,NA,NA,NA,NA,NA
2731255,NA,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus faecalis",3,4.02754843126989e-05,2.1,2.76176510055917e-05,NA,NA,NA,NA,NA,NA,NA
1034345,NA,NA,"Actinomycetota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae","Senegalimassilia","Senegalimassilia anaerobia",3,4.02754843126989e-05,2.9,3.87120293679605e-05,NA,NA,NA,NA,NA,NA,NA
1477437,NA,NA,"Bacteroidota","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Parapedobacter","Parapedobacter indicus",3,4.02754843126989e-05,3,4.02873192159657e-05,NA,NA,NA,NA,NA,NA,NA
1769291,NA,NA,"Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Oceanivirga","Oceanivirga salmonicida",3,4.02754843126989e-05,3,4.02796057218121e-05,NA,NA,NA,NA,NA,NA,NA
414970,NA,NA,"Uroviricota","Caudoviricetes",NA,NA,NA,"Enterobacteria phage cdtI",3,4.02754843126989e-05,3.3,4.49200135737786e-05,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,"Pseudomonadota","Gammaproteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas","Aeromonas schubertii",2,2.68503228751326e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
1123313,NA,NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalicoccus","Faecalicoccus pleomorphus",2,2.68503228751326e-05,1.9,2.60685865503602e-05,NA,NA,NA,NA,NA,NA,NA
1122973,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas levii",2,2.68503228751326e-05,2,2.72297609113424e-05,NA,NA,NA,NA,NA,NA,NA
1408428,NA,NA,"Thermodesulfobacteriota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Bilophila","Bilophila wadsworthia",2,2.68503228751326e-05,2,2.72273849614912e-05,NA,NA,NA,NA,NA,NA,NA
61652,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Serratia","Serratia rubidaea",2,2.68503228751326e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
1158601,NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus malodoratus",2,2.68503228751326e-05,2,2.70430001530271e-05,NA,NA,NA,NA,NA,NA,NA
1069080,NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Succinispira","Succinispira mobilis",2,2.68503228751326e-05,0.9,1.27291320505566e-05,NA,NA,NA,NA,NA,NA,NA
1121950,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Hespellia","Hespellia stercorisuis",2,2.68503228751326e-05,2,2.68541782662593e-05,NA,NA,NA,NA,NA,NA,NA
225992,NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","Comamonas kerstersii",2,2.68503228751326e-05,1,1.39881450259913e-05,NA,NA,NA,NA,NA,NA,NA
467210,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnoanaerobaculum","Lachnoanaerobaculum saburreum",2,2.68503228751326e-05,2,2.68540606195914e-05,NA,NA,NA,NA,NA,NA,NA
1349822,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Coprobacter","Coprobacter fastidiosus",2,2.68503228751326e-05,2.2,2.96005803959664e-05,NA,NA,NA,NA,NA,NA,NA
1101373,NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales",NA,"Tepidimonas","Tepidimonas fonticaldi",2,2.68503228751326e-05,2,2.68502725330981e-05,NA,NA,NA,NA,NA,NA,NA
1160721,NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus bicirculans (ex Wegman et al. 2014)",2,2.68503228751326e-05,2,2.68561641110087e-05,NA,NA,NA,NA,NA,NA,NA
1432052,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Eisenbergiella","Eisenbergiella tayi",2,2.68503228751326e-05,2,2.68536327705565e-05,NA,NA,NA,NA,NA,NA,NA
1211813,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes ihumii",2,2.68503228751326e-05,2.1,2.85173701980172e-05,NA,NA,NA,NA,NA,NA,NA
1796646,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae","Muribaculum","Muribaculum intestinale",2,2.68503228751326e-05,2,2.71620613361453e-05,NA,NA,NA,NA,NA,NA,NA
1871035,NA,NA,"Bacillota",NA,NA,NA,"Negativibacillus","Negativibacillus massiliensis",2,2.68503228751326e-05,3.7,4.97289704001461e-05,NA,NA,NA,NA,NA,NA,NA
1903263,NA,NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Traorella","Traorella massiliensis",2,2.68503228751326e-05,2,2.68548541278569e-05,NA,NA,NA,NA,NA,NA,NA
1041607,NA,NA,"Ascomycota","Saccharomycetes","Phaffomycetales","Wickerhamomycetaceae","Wickerhamomyces","Wickerhamomyces ciferrii",2,2.68503228751326e-05,3.4,4.54310620764413e-05,NA,NA,NA,NA,NA,NA,NA
194948,NA,NA,"Uroviricota","Caudoviricetes",NA,NA,"Traversvirus","Escherichia Stx1 converting phage",2,2.68503228751326e-05,9.4,0.000126727911216459,NA,NA,NA,NA,NA,NA,NA
1660368,NA,NA,"Uroviricota","Caudoviricetes",NA,NA,"Traversvirus","Traversvirus PA28",2,2.68503228751326e-05,4.2,5.69581353124549e-05,NA,NA,NA,NA,NA,NA,NA
591001,NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Acidaminococcus","Acidaminococcus fermentans",1,1.34251614375663e-05,1,1.36739810603334e-05,NA,NA,NA,NA,NA,NA,NA
171101,NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",1,1.34251614375663e-05,0.2,2.46499185186516e-06,NA,NA,NA,NA,NA,NA,NA
1423721,NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Amylolactobacillus","Amylolactobacillus amylophilus",1,1.34251614375663e-05,1,1.34269382599536e-05,NA,NA,NA,NA,NA,NA,NA
873533,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Hoylesella","Hoylesella oralis",1,1.34251614375663e-05,1,1.3426788618437e-05,NA,NA,NA,NA,NA,NA,NA
1122993,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella veroralis",1,1.34251614375663e-05,1.5,1.98054386686857e-05,NA,NA,NA,NA,NA,NA,NA
880526,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenella","Rikenella microfusus",1,1.34251614375663e-05,1,1.34276114377871e-05,NA,NA,NA,NA,NA,NA,NA
28141,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Cronobacter","Cronobacter sakazakii",1,1.34251614375663e-05,1,1.34270426208772e-05,NA,NA,NA,NA,NA,NA,NA
428126,NA,NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Thomasclavelia","Thomasclavelia spiroformis",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
34002,NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Paracoccus","Paracoccus alcaliphilus",1,1.34251614375663e-05,1.1,1.43011802712112e-05,NA,NA,NA,NA,NA,NA,NA
1236520,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas cangingivalis",1,1.34251614375663e-05,0.8,1.13908583125571e-05,NA,NA,NA,NA,NA,NA,NA
39480,NA,NA,"Bacillota","Tissierellia","Tissierellales","Gottschalkiaceae","Andreesenia","Andreesenia angusta",1,1.34251614375663e-05,1,1.34299786430601e-05,NA,NA,NA,NA,NA,NA,NA
39482,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Faecalicatena","Faecalicatena contorta",1,1.34251614375663e-05,1,1.35189207202497e-05,NA,NA,NA,NA,NA,NA,NA
1123323,NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Succiniclasticum","Succiniclasticum ruminis",1,1.34251614375663e-05,0.6,8.38768481223462e-06,NA,NA,NA,NA,NA,NA,NA
679200,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Johnsonella","Johnsonella ignava",1,1.34251614375663e-05,1.7,2.34151086133388e-05,NA,NA,NA,NA,NA,NA,NA
44008,NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus cecorum",1,1.34251614375663e-05,1.7,2.21814772631095e-05,NA,NA,NA,NA,NA,NA,NA
476272,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia hydrogenotrophica",1,1.34251614375663e-05,1,1.3426828669179e-05,NA,NA,NA,NA,NA,NA,NA
1158606,NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus asini",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
77635,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium subtile",1,1.34251614375663e-05,1,1.35238617904504e-05,NA,NA,NA,NA,NA,NA,NA
1122978,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella albensis",1,1.34251614375663e-05,1.2,1.61881706252412e-05,NA,NA,NA,NA,NA,NA,NA
78344,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium pullorum",1,1.34251614375663e-05,1,1.3549435680082e-05,NA,NA,NA,NA,NA,NA,NA
108981,NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter schindleri",1,1.34251614375663e-05,0.2,3.35639415077306e-06,NA,NA,NA,NA,NA,NA,NA
883112,NA,NA,"Bacillota","Bacilli","Lactobacillales","Aerococcaceae","Falseniella","Falseniella ignava",1,1.34251614375663e-05,2.3,3.03778308348481e-05,NA,NA,NA,NA,NA,NA,NA
1122142,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Lachnobacterium","Lachnobacterium bovis",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
1123504,NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Xenophilus","Xenophilus azovorans",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
1150461,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium scardovii",1,1.34251614375663e-05,1.1,1.53636743379563e-05,NA,NA,NA,NA,NA,NA,NA
169292,NA,NA,"Actinomycetota","Actinomycetes","Mycobacteriales","Corynebacteriaceae","Corynebacterium","Corynebacterium aurimucosum",1,1.34251614375663e-05,0.2,3.35639415077306e-06,NA,NA,NA,NA,NA,NA,NA
596154,NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Alicycliphilus","Alicycliphilus denitrificans",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
208224,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter","Enterobacter kobei",1,1.34251614375663e-05,1.7,2.2568084977383e-05,NA,NA,NA,NA,NA,NA,NA
1121024,NA,NA,"Bacillota","Bacilli","Lactobacillales","Carnobacteriaceae","Atopococcus","Atopococcus tabaci",1,1.34251614375663e-05,1,1.34269535006524e-05,NA,NA,NA,NA,NA,NA,NA
518636,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Enterocloster","Enterocloster asparagiformis",1,1.34251614375663e-05,1,1.34269819851602e-05,NA,NA,NA,NA,NA,NA,NA
1121333,NA,NA,"Bacillota","Erysipelotrichia","Erysipelotrichales","Coprobacillaceae","Thomasclavelia","Thomasclavelia saccharogumia",1,1.34251614375663e-05,1,1.37155565309856e-05,NA,NA,NA,NA,NA,NA,NA
356829,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium tsurumiense",1,1.34251614375663e-05,1,1.34267854960529e-05,NA,NA,NA,NA,NA,NA,NA
1120979,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Alloscardovia","Alloscardovia omnicolens",1,1.34251614375663e-05,1,1.34267846322483e-05,NA,NA,NA,NA,NA,NA,NA
1203606,NA,NA,"Bacillota","Clostridia","Eubacteriales","Butyricicoccaceae","Butyricicoccus","Butyricicoccus pullicaecorum",1,1.34251614375663e-05,1.1,1.45342148756816e-05,NA,NA,NA,NA,NA,NA,NA
1122983,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","Prevotella falsenii",1,1.34251614375663e-05,1,1.34268077689183e-05,NA,NA,NA,NA,NA,NA,NA
1121129,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Butyricimonas","Butyricimonas synergistica",1,1.34251614375663e-05,1,1.34269047613415e-05,NA,NA,NA,NA,NA,NA,NA
742817,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Odoribacteraceae","Odoribacter","Odoribacter laneus",1,1.34251614375663e-05,1,1.34274796728422e-05,NA,NA,NA,NA,NA,NA,NA
1437607,NA,NA,"Actinomycetota","Actinomycetes","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium","Bifidobacterium saguini",1,1.34251614375663e-05,1,1.34267968483377e-05,NA,NA,NA,NA,NA,NA,NA
796942,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Stomatobaculum","Stomatobaculum longum",1,1.34251614375663e-05,1,1.34270320157412e-05,NA,NA,NA,NA,NA,NA,NA
444461,NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Heyndrickxia","Heyndrickxia acidiproducens",1,1.34251614375663e-05,0.3,4.60042151139082e-06,NA,NA,NA,NA,NA,NA,NA
1118056,NA,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Anaerococcus","Anaerococcus obesiensis",1,1.34251614375663e-05,1,1.34283707701422e-05,NA,NA,NA,NA,NA,NA,NA
1384589,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Entomohabitans","Entomohabitans teleogrylli",1,1.34251614375663e-05,1,1.34268011770602e-05,NA,NA,NA,NA,NA,NA,NA
947969,NA,NA,"Actinomycetota","Actinomycetes","Micrococcales","Cellulomonadaceae","Cellulomonas","Cellulomonas carbonis",1,1.34251614375663e-05,1,1.34267841667438e-05,NA,NA,NA,NA,NA,NA,NA
1461581,NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas saudimassiliensis",1,1.34251614375663e-05,0.2,3.35639415077306e-06,NA,NA,NA,NA,NA,NA,NA
1033744,NA,NA,"Bacillota","Tissierellia","Tissierellales","Peptoniphilaceae","Peptoniphilus","Peptoniphilus senegalensis",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
1642646,NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas","Petrimonas mucosa",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
1653434,NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Sellimonas","Sellimonas intestinalis",1,1.34251614375663e-05,1,1.34270462650157e-05,NA,NA,NA,NA,NA,NA,NA
1712031,NA,NA,"Fusobacteriota","Fusobacteriia","Fusobacteriales","Leptotrichiaceae","Streptobacillus","Streptobacillus notomytis",1,1.34251614375663e-05,1,1.3426783748221e-05,NA,NA,NA,NA,NA,NA,NA
1776382,NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Neglectibacter","Neglectibacter timonensis",1,1.34251614375663e-05,1.7,2.30325210022905e-05,NA,NA,NA,NA,NA,NA,NA
1816678,NA,NA,"Bacillota","Clostridia","Christensenellales","Christensenellaceae","Christensenella","Christensenella timonensis",1,1.34251614375663e-05,3.4,4.61287885024638e-05,NA,NA,NA,NA,NA,NA,NA
667120,NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Hafniaceae","Edwardsiella","Edwardsiella anguillarum",1,1.34251614375663e-05,2.7,3.644194510192e-05,NA,NA,NA,NA,NA,NA,NA
1871022,NA,NA,"Actinomycetota","Coriobacteriia","Coriobacteriales","Atopobiaceae","Parolsenella","Parolsenella massiliensis",1,1.34251614375663e-05,1.1,1.52247945823224e-05,NA,NA,NA,NA,NA,NA,NA
1871111,NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter defluvii",1,1.34251614375663e-05,0.2,3.35639415077306e-06,NA,NA,NA,NA,NA,NA,NA
1944646,NA,NA,"Actinomycetota","Coriobacteriia","Eggerthellales","Eggerthellaceae","Phoenicibacter","Phoenicibacter congonensis",1,1.34251614375663e-05,1.3,1.75878568361509e-05,NA,NA,NA,NA,NA,NA,NA
1227346,NA,NA,"Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium proliferatum",1,1.34251614375663e-05,0.4,4.91531965414312e-06,NA,NA,NA,NA,NA,NA,NA
